,BDTYP_CD,BUL_DPN_SE,X_AXIS,Y_AXIS,HOUS_ID,TOTAL_AREA,ADMI_CD,BLK_CD,XMIN,YMIN,XMAX,YMAX,SHAPE_AREA,경도,위도
645,1003,M,197932,450854,1.11401E+18,148.62,11140540,206601,197927,450848,197937,450859,74.31,126.9744925,37.55995998
646,1003,M,200129,451961,1.11402E+18,268.08,11140605,207237,200120,451955,200138,451968,134.04,126.999358,37.56993639
647,1001,M,201096,451222,1.11402E+18,46.62,11140625,207310,201091,451217,201101,451226,46.62,127.0103029,37.56327751
648,1002,M,201096,451215,1.11402E+18,28.23,11140625,207310,201091,451211,201100,451218,28.23,127.0103029,37.56321444
649,1001,M,201084,451215,1.11402E+18,84.95,11140625,207310,201077,451209,201090,451220,84.95,127.0101671,37.56321445
650,1003,M,201064,451238,1.11402E+18,43.73,11140625,207308,201060,451233,201068,451243,43.73,127.0099407,37.5634217
651,1003,M,201057,451238,1.11402E+18,19.25,11140625,207308,201054,451235,201061,451241,19.25,127.0098615,37.56342171
652,1003,M,201060,451231,1.11402E+18,138.82,11140625,207308,201053,451226,201067,451235,69.41,127.0098954,37.56335864
653,1001,M,201073,451210,1.11402E+18,33.96,11140625,207310,201067,451206,201078,451214,33.96,127.0100426,37.56316941
654,1002,M,201059,451213,1.11402E+18,42.77,11140625,207308,201056,451207,201063,451218,42.77,127.0098841,37.56319646
655,1003,M,201052,451214,1.11402E+18,53.23,11140625,207308,201047,451207,201057,451219,53.23,127.0098049,37.56320548
656,2003,M,198219,450734,1.11401E+18,974.79,11140540,206672,198209,450718,198228,450750,324.93,126.977741,37.55887941
657,1001,M,201094,451208,1.11402E+18,43.14,11140625,207310,201090,451204,201099,451212,43.14,127.0102802,37.56315137
658,2002,M,201075,451189,1.11402E+18,731.46,11140625,207310,201062,451181,201089,451197,243.82,127.0100652,37.5629802
659,1003,M,201066,451244,1.11402E+18,34.7,11140625,207308,201062,451240,201070,451249,34.7,127.0099634,37.56347576
660,1003,M,201034,451251,1.11402E+18,172.14,11140625,207308,201028,451243,201041,451259,86.07,127.0096012,37.56353886
661,1003,M,201029,451256,1.11402E+18,172.74,11140625,207308,201023,451250,201035,451262,57.58,127.0095446,37.56358392
662,1003,M,201020,451294,1.11402E+18,68.37,11140615,207294,201014,451284,201026,451304,68.37,127.0094428,37.5639263
663,1003,M,201006,451292,1.11402E+18,38,11140615,207296,201000,451287,201013,451297,38,127.0092843,37.5639083
664,1001,M,200973,451309,1.11402E+18,22.6,11140615,207296,200969,451305,200977,451312,22.6,127.0089108,37.5640615
665,1001,M,198666,450817,1.11401E+18,73.08,11140550,206763,198660,450812,198671,450822,73.08,126.9827999,37.55962802
666,1001,M,198676,450820,1.11401E+18,171.86,11140550,206763,198670,450815,198682,450825,85.93,126.9829131,37.55965506
667,1003,M,198672,450829,1.11401E+18,154.24,11140550,206763,198666,450824,198678,450834,77.12,126.9828678,37.55973615
668,1003,M,198691,450828,1.11401E+18,220.32,11140550,206763,198683,450820,198699,450836,110.16,126.9830828,37.55972716
669,1001,M,198673,450837,1.11401E+18,37.38,11140550,206763,198668,450834,198677,450841,37.38,126.9828791,37.55980823
670,1003,M,198675,450844,1.11401E+18,72.54,11140550,206763,198670,450840,198682,450847,36.27,126.9829017,37.5598713
671,1003,M,198677,450850,1.11401E+18,97.4,11140550,206763,198673,450846,198682,450855,48.7,126.9829243,37.55992536
672,1003,M,198741,450825,1.11401E+18,268.62,11140550,206766,198732,450814,198747,450834,134.31,126.9836487,37.55970021
673,1003,M,198742,450838,1.11401E+18,163.9,11140550,206766,198736,450831,198748,450845,81.95,126.98366,37.55981734
674,1001,M,198751,450842,1.11401E+18,92.5,11140550,206766,198745,450833,198758,450849,92.5,126.9837619,37.55985339
675,1003,M,200976,451324,1.11402E+18,327.08,11140615,207296,200963,451317,200986,451333,163.54,127.0089448,37.56419664
676,1001,M,200990,451306,1.11402E+18,14.64,11140615,207296,200987,451303,200993,451309,14.64,127.0091033,37.56403445
677,1003,M,200995,451317,1.11402E+18,96.3,11140615,207296,200990,451312,201000,451323,48.15,127.0091599,37.56413355
678,1001,M,200991,451309,1.11402E+18,14.23,11140615,207296,200988,451306,200994,451312,14.23,127.0091146,37.56406148
679,1003,M,201004,451311,1.11402E+18,135.66,11140615,207296,200998,451304,201011,451317,67.83,127.0092617,37.56407949
680,1001,M,200966,451314,1.11402E+18,28.23,11140615,207296,200960,451310,200970,451319,28.23,127.0088316,37.56410655
681,1003,M,200911,451338,1.11402E+18,402,11140625,207304,200906,451331,200915,451344,80.4,127.0082091,37.56432284
682,1003,M,200901,451337,1.11402E+18,405.75,11140625,207304,200896,451331,200907,451342,81.15,127.0080959,37.56431384
683,1003,M,200875,451332,1.11402E+18,139.16,11140625,207304,200871,451325,200879,451339,69.58,127.0078016,37.56426882
684,1003,M,200881,451362,1.11402E+18,207.22,11140625,207303,200875,451355,200887,451369,103.61,127.0078696,37.56453911
685,1001,M,200935,451364,1.11402E+18,25.79,11140615,207272,200932,451359,200938,451369,25.79,127.0084808,37.56455708
686,1003,M,198628,451225,1.11401E+18,69.14,11140550,206750,198625,451220,198631,451230,34.57,126.982369,37.563304
687,1001,M,200938,451372,1.11402E+18,44.25,11140615,207272,200933,451367,200943,451376,44.25,127.0085148,37.56462915
688,1001,M,200890,451458,1.11402E+18,53.52,11140615,207380,200885,451454,200895,451462,53.52,127.0079716,37.56540405
689,1003,M,200895,451466,1.11402E+18,37.16,11140615,207380,200893,451461,200898,451473,37.16,127.0080282,37.56547612
690,1001,M,200898,451474,1.11402E+18,34.11,11140615,207380,200893,451470,200901,451477,34.11,127.0080621,37.5655482
691,1003,M,200905,451474,1.11402E+18,45.74,11140615,207380,200901,451470,200909,451478,45.74,127.0081414,37.56554819
692,1003,M,200926,451531,1.11402E+18,26.15,11140615,207285,200922,451527,200930,451535,26.15,127.0083791,37.56606174
693,1003,M,200932,451533,1.11402E+18,28.78,11140615,207285,200927,451529,200936,451537,28.78,127.008447,37.56607975
694,1003,M,200931,451537,1.11402E+18,21.29,11140615,207285,200927,451534,200935,451540,21.29,127.0084357,37.56611579
695,1003,M,200923,451538,1.11402E+18,82.78,11140615,207285,200919,451532,200928,451543,41.39,127.0083452,37.56612481
696,1001,M,201899,451694,1.11402E+18,31.27,11140650,161275,201893,451690,201903,451698,31.27,127.0193928,37.56752893
697,1001,M,201893,451689,1.11402E+18,28.5,11140650,161275,201888,451686,201898,451694,28.5,127.0193249,37.56748389
698,1001,M,201915,451706,1.11402E+18,36.62,11140650,161275,201910,451701,201920,451711,36.62,127.0195739,37.56763701
699,1003,M,202005,451712,1.11402E+18,176.56,11140650,207972,201999,451707,202012,451717,88.28,127.0205926,37.56769089
700,1003,M,202024,451713,1.11402E+18,120.28,11140650,207972,202018,451708,202029,451718,60.14,127.0208077,37.56769986
701,1003,M,202003,451702,1.11402E+18,32.42,11140650,207972,201998,451699,202007,451706,32.42,127.02057,37.56760079
702,1003,M,201014,451596,1.11402E+18,22.25,11140615,207284,201009,451593,201018,451599,22.25,127.0093753,37.56664729
703,1003,M,201014,451603,1.11402E+18,34.37,11140615,207284,201010,451598,201019,451607,34.37,127.0093753,37.56671036
704,1003,M,201032,451601,1.11402E+18,40.36,11140615,207274,201026,451597,201038,451606,40.36,127.009579,37.56669232
705,1003,M,200987,451584,1.11402E+18,12.84,11140615,207292,200983,451581,200991,451587,12.84,127.0090696,37.5665392
706,1003,M,200988,451586,1.11402E+18,24.27,11140615,207292,200983,451583,200994,451590,24.27,127.009081,37.56655722
707,1003,M,200985,451582,1.11402E+18,9.52,11140615,207292,200982,451580,200989,451585,9.52,127.009047,37.56652119
708,1003,M,200998,451602,1.11402E+18,31.76,11140615,207284,200993,451598,201003,451607,31.76,127.0091942,37.56670137
709,1003,M,200996,451599,1.11402E+18,27.35,11140615,207284,200991,451595,201000,451604,27.35,127.0091715,37.56667434
710,1003,M,200992,451610,1.11402E+18,46.29,11140615,207265,200987,451605,200998,451615,46.29,127.0091263,37.56677345
711,1003,M,200999,451616,1.11402E+18,14.99,11140615,207265,200996,451613,201002,451619,14.99,127.0092055,37.56682751
712,1003,M,201001,451620,1.11402E+18,40.87,11140615,207265,200995,451616,201006,451624,40.87,127.0092282,37.56686354
713,1003,M,201003,451608,1.11402E+18,28.48,11140615,207284,201000,451603,201007,451613,28.48,127.0092508,37.56675542
714,1003,M,200999,451608,1.11402E+18,6.21,11140615,207284,200997,451605,201001,451610,6.21,127.0092055,37.56675543
715,1003,M,201007,451613,1.11402E+18,35.53,11140615,207284,201002,451608,201011,451618,35.53,127.0092961,37.56680047
716,1003,M,201005,451638,1.11402E+18,37.49,11140615,207265,201002,451633,201010,451642,37.49,127.0092735,37.56702572
717,1003,M,201021,451608,1.11402E+18,45.88,11140615,207284,201016,451603,201025,451613,45.88,127.0094545,37.56675541
718,1003,M,201038,451610,1.11402E+18,31.33,11140615,207274,201033,451605,201042,451613,31.33,127.0096469,37.56677341
719,1003,M,201030,451609,1.11402E+18,18.5,11140615,207274,201026,451606,201034,451612,18.5,127.0095564,37.56676441
720,1001,M,201231,451503,1.11402E+18,44.59,11140615,207375,201225,451499,201238,451507,44.59,127.0118313,37.56580913
721,1003,M,201254,451607,1.11402E+18,70.04,11140615,207271,201249,451601,201260,451614,70.04,127.0120918,37.56674612
722,1003,M,201264,451617,1.11402E+18,24.73,11140615,207270,201260,451612,201266,451622,24.73,127.012205,37.56683621
723,1003,M,201245,451608,1.11402E+18,67.47,11140615,207271,201240,451602,201249,451615,67.47,127.01199,37.56675515
724,1003,M,201235,451605,1.11402E+18,14.06,11140615,207271,201233,451601,201237,451609,14.06,127.0118768,37.56672813
725,1003,M,201239,451605,1.11402E+18,30.1,11140615,207271,201236,451601,201243,451610,30.1,127.011922,37.56672812
726,1003,M,201234,451612,1.11402E+18,39.43,11140615,207271,201228,451607,201240,451617,39.43,127.0118655,37.5667912
727,1003,M,201225,451608,1.11402E+18,23.2,11140615,207271,201222,451605,201230,451612,23.2,127.0117636,37.56675517
728,1003,M,201260,451629,1.11402E+18,20.62,11140615,207270,201256,451625,201264,451633,20.62,127.0121598,37.56694433
729,1003,M,201240,451620,1.11402E+18,75.01,11140615,207271,201233,451613,201247,451627,75.01,127.0119334,37.56686327
730,1003,M,201231,451617,1.11402E+18,42.21,11140615,207271,201225,451611,201237,451621,42.21,127.0118315,37.56683625
731,1003,M,201226,451622,1.11402E+18,25.05,11140615,207271,201222,451618,201231,451627,25.05,127.0117749,37.56688131
732,1003,M,201265,451636,1.11402E+18,54.81,11140615,207270,201259,451631,201270,451643,54.81,127.0122164,37.5670074
733,1003,M,201258,451656,1.11402E+18,31.73,11140615,207270,201254,451652,201263,451660,31.73,127.0121372,37.5671876
734,1003,M,201265,451646,1.11402E+18,42.47,11140615,207270,201259,451641,201271,451651,42.47,127.0122164,37.5670975
735,1003,M,201268,451652,1.11402E+18,46.27,11140615,207270,201263,451647,201272,451658,46.27,127.0122504,37.56715155
736,1003,M,201243,451640,1.11402E+18,66.39,11140615,207270,201237,451633,201250,451646,66.39,127.0119674,37.56704346
737,1003,M,201104,451660,1.11402E+18,22.07,11140615,207268,201101,451657,201107,451663,22.07,127.0103941,37.56722383
738,1003,M,201105,451649,1.11402E+18,16.89,11140615,207268,201102,451647,201108,451652,16.89,127.0104054,37.56712472
739,1003,M,201105,451654,1.11402E+18,20.77,11140615,207268,201102,451651,201108,451657,20.77,127.0104054,37.56716977
740,1003,M,201091,451672,1.11402E+18,20.85,11140615,207268,201088,451668,201093,451676,20.85,127.0102469,37.56733196
741,1003,M,201096,451673,1.11402E+18,37.31,11140615,207268,201092,451669,201100,451676,37.31,127.0103035,37.56734097
742,1001,M,201092,451680,1.11402E+18,37.71,11140615,207264,201086,451678,201097,451683,37.71,127.0102583,37.56740404
743,1003,M,201091,451664,1.11402E+18,39.32,11140615,207268,201088,451659,201095,451669,39.32,127.0102469,37.56725988
744,1003,M,201083,451670,1.11402E+18,82.84,11140615,207268,201079,451665,201088,451676,82.84,127.0101564,37.56731395
745,1003,M,201083,451662,1.11402E+18,57.5,11140615,207268,201077,451657,201089,451666,57.5,127.0101564,37.56724187
746,1003,M,201072,451663,1.11402E+18,41.56,11140615,207268,201069,451659,201077,451668,41.56,127.0100319,37.56725089
747,1003,M,201076,451653,1.11402E+18,15.88,11140615,207268,201074,451650,201078,451656,15.88,127.0100771,37.56716079
748,1003,M,201070,451652,1.11402E+18,5.16,11140615,207268,201069,451650,201072,451653,5.16,127.0100092,37.56715179
749,1003,M,201073,451671,1.11402E+18,56.61,11140615,207268,201069,451666,201077,451675,56.61,127.0100432,37.56732297
750,1003,M,201071,451680,1.11402E+18,72.58,11140615,207264,201063,451677,201079,451683,72.58,127.0100206,37.56740406
751,1003,M,201056,451668,1.11402E+18,90.12,11140615,207268,201051,451661,201060,451675,90.12,127.0098508,37.56729596
752,1003,M,201047,451654,1.11402E+18,46.13,11140615,207269,201043,451649,201052,451660,46.13,127.0097489,37.56716983
753,1003,M,201067,451662,1.11402E+18,8.67,11140615,207268,201065,451660,201069,451664,8.67,127.0099753,37.56724189
754,1003,M,201063,451665,1.11402E+18,45.48,11140615,207268,201058,451660,201070,451668,45.48,127.00993,37.56726892
755,1003,M,201027,451621,1.11402E+18,19.73,11140615,207274,201024,451618,201030,451624,19.73,127.0095225,37.56687253
756,1003,M,201032,451619,1.11402E+18,17.81,11140615,207274,201029,451616,201035,451622,17.81,127.009579,37.5668545
757,1003,M,201018,451621,1.11402E+18,47.17,11140615,207274,201013,451617,201023,451626,47.17,127.0094206,37.56687254
758,1003,M,201019,451628,1.11402E+18,44.85,11140615,207274,201015,451623,201023,451632,44.85,127.0094319,37.56693561
759,1003,M,201015,451642,1.11402E+18,19.9,11140615,207274,201011,451639,201018,451645,19.9,127.0093867,37.56706175
760,1003,M,200980,451593,1.11402E+18,26.66,11140615,207280,200975,451590,200984,451597,26.66,127.0089904,37.5666203
761,1003,M,200987,451605,1.11402E+18,30.74,11140615,207265,200983,451601,200992,451610,30.74,127.0090697,37.56672841
762,1003,M,200972,451598,1.11402E+18,79.33,11140615,207280,200964,451592,200980,451604,79.33,127.0088999,37.56666536
763,1003,M,200982,451613,1.11402E+18,83.23,11140615,207265,200976,451605,200989,451620,83.23,127.0090131,37.56680049
764,1003,M,200965,451603,1.11402E+18,27.03,11140615,207280,200962,451598,200968,451608,27.03,127.0088207,37.56671041
765,1003,M,200966,451591,1.11402E+18,22.05,11140615,207280,200963,451587,200969,451596,22.05,127.008832,37.56660229
766,1003,M,200954,451608,1.11402E+18,23.35,11140615,207280,200950,451605,200958,451611,23.35,127.0086962,37.56675547
767,1003,M,200949,451607,1.11402E+18,9.92,11140615,207280,200946,451604,200952,451609,9.92,127.0086396,37.56674647
768,1003,M,200953,451593,1.11402E+18,4.6,11140615,207280,200951,451591,200954,451595,4.6,127.0086848,37.56662033
769,1003,M,200957,451603,1.11402E+18,14.8,11140615,207280,200955,451600,200960,451606,14.8,127.0087301,37.56671042
770,1003,M,200957,451598,1.11402E+18,19.41,11140615,207280,200954,451595,200960,451601,19.41,127.0087301,37.56666537
771,1003,M,200957,451593,1.11402E+18,19.69,11140615,207280,200954,451589,200959,451596,19.69,127.0087301,37.56662032
772,1003,M,200956,451586,1.11402E+18,21.91,11140615,207280,200954,451581,200959,451590,21.91,127.0087188,37.56655725
773,1003,M,201248,451645,1.11402E+18,40.78,11140615,207270,201243,451640,201253,451651,40.78,127.012024,37.56708851
774,1003,M,201224,451634,1.11402E+18,74.27,11140615,207271,201218,451627,201231,451641,74.27,127.0117523,37.56698943
775,1003,M,201240,451654,1.11402E+18,19.67,11140615,207270,201237,451650,201244,451657,19.67,127.0119334,37.56716961
776,1003,M,201251,451657,1.11402E+18,31.46,11140615,207270,201247,451652,201255,451662,31.46,127.012058,37.56719662
777,1003,M,201218,451646,1.11402E+18,26.43,11140615,207271,201214,451641,201224,451651,26.43,127.0116844,37.56709756
778,2002,M,201698,451262,1.11402E+18,1803.35,11140665,208150,201684,451247,201709,451278,360.67,127.0171167,37.56363703
779,1003,M,201719,451269,1.11402E+18,42.42,11140665,208146,201714,451263,201724,451274,42.42,127.0173544,37.56370006
780,1003,M,201754,451327,1.11402E+18,187.61,11140665,208129,201746,451317,201763,451336,187.61,127.0177507,37.56422257
781,1003,M,201040,451659,1.11402E+18,53.89,11140615,207269,201035,451654,201046,451663,53.89,127.0096697,37.56721489
782,1003,M,201073,451645,1.11402E+18,38.64,11140615,207268,201069,451641,201077,451650,38.64,127.0100432,37.56708872
783,1003,M,201032,451660,1.11402E+18,55.02,11140615,207269,201027,451655,201037,451664,55.02,127.0095791,37.56722391
784,1003,M,201066,451645,1.11402E+18,49.42,11140615,207268,201062,451640,201070,451650,49.42,127.0099639,37.56708872
785,1003,M,201035,451649,1.11402E+18,62.63,11140615,207269,201028,451644,201041,451655,62.63,127.009613,37.5671248
786,1003,M,201020,451635,1.11402E+18,28,11140615,207274,201017,451630,201024,451639,28,127.0094432,37.56699867
787,1003,M,201058,451636,1.11402E+18,29.7,11140615,207274,201055,451632,201062,451640,29.7,127.0098734,37.56700764
788,1003,M,201057,451642,1.11402E+18,25.24,11140615,207274,201052,451639,201061,451644,25.24,127.0098621,37.5670617
789,1003,M,201028,451635,1.11402E+18,22.59,11140615,207274,201025,451632,201032,451637,22.59,127.0095338,37.56699866
790,1003,M,201058,451657,1.11402E+18,45.67,11140615,207274,201052,451652,201062,451660,45.67,127.0098734,37.56719685
791,1003,M,201054,451645,1.11402E+18,12.28,11140615,207274,201051,451643,201057,451647,12.28,127.0098281,37.56708874
792,1003,M,201032,451625,1.11402E+18,29.27,11140615,207274,201028,451621,201037,451629,29.27,127.0095791,37.56690856
793,1003,M,201046,451645,1.11402E+18,63.46,11140615,207274,201040,451641,201051,451649,63.46,127.0097375,37.56708874
794,1003,M,201042,451634,1.11402E+18,14.35,11140615,207274,201039,451631,201044,451637,14.35,127.0096923,37.56698964
795,1003,M,201046,451631,1.11402E+18,20.94,11140615,207274,201044,451627,201049,451634,20.94,127.0097375,37.56696261
796,1003,M,201049,451636,1.11402E+18,59.94,11140615,207274,201043,451632,201055,451640,59.94,127.0097715,37.56700765
797,1003,M,201037,451635,1.11402E+18,46.16,11140615,207274,201033,451629,201041,451641,46.16,127.0096357,37.56699866
798,1003,M,200971,451616,1.11402E+18,91.4,11140615,207265,200963,451610,200980,451623,91.4,127.0088886,37.56682753
799,1003,M,200976,451625,1.11402E+18,86.18,11140615,207265,200968,451617,200983,451630,86.18,127.0089452,37.56690862
800,1003,M,200950,451613,1.11402E+18,18.88,11140615,207280,200947,451609,200954,451617,18.88,127.0086509,37.56680053
801,1003,M,200962,451627,1.11402E+18,95.77,11140615,207265,200957,451618,200968,451635,95.77,127.0087867,37.56692665
802,1003,M,200942,451617,1.11402E+18,36.64,11140615,207280,200937,451613,200947,451621,36.64,127.0085603,37.56683657
803,1003,M,200954,451626,1.11402E+18,18.09,11140615,207265,200951,451622,200958,451629,18.09,127.0086962,37.56691765
804,1003,M,200949,451631,1.11402E+18,29.71,11140615,207265,200944,451626,200953,451635,29.71,127.0086396,37.5669627
805,1003,M,200934,451620,1.11402E+18,54.89,11140615,207280,200929,451613,200940,451625,54.89,127.0084698,37.56686361
806,1003,M,200951,451651,1.11402E+18,8.98,11140615,207265,200947,451648,200953,451653,8.98,127.0086622,37.5671429
807,1003,M,200954,451644,1.11402E+18,42.24,11140615,207265,200950,451639,200958,451651,42.24,127.0086962,37.56707983
808,1003,M,200956,451636,1.11402E+18,24.86,11140615,207265,200952,451633,200959,451639,24.86,127.0087188,37.56700775
809,1003,M,200927,451628,1.11402E+18,13.01,11140615,207280,200923,451625,200931,451632,13.01,127.0083906,37.5669357
810,1003,M,200936,451641,1.11402E+18,43.47,11140615,207265,200930,451637,200942,451646,43.47,127.0084925,37.56705282
811,1003,M,200920,451630,1.11402E+18,22.8,11140615,207280,200917,451626,200923,451634,22.8,127.0083113,37.56695372
812,1003,M,200931,451646,1.11402E+18,61.84,11140615,207265,200922,451640,200939,451652,61.84,127.0084359,37.56709787
813,1001,M,201209,451467,1.11402E+18,40.52,11140615,207381,201205,451463,201214,451472,40.52,127.0115823,37.5654848
814,1001,M,201211,451474,1.11402E+18,26.22,11140615,207381,201207,451470,201216,451477,26.22,127.0116049,37.56554786
815,1003,M,201788,451286,1.11402E+18,323.28,11140665,208141,201780,451278,201796,451294,107.76,127.0181354,37.56385311
816,1001,M,201811,451264,1.11402E+18,85.22,11140665,208141,201804,451257,201818,451271,85.22,127.0183957,37.56365485
817,2003,M,201811,451318,1.11402E+18,489.92,11140665,208102,201803,451307,201817,451326,122.48,127.0183958,37.56414138
818,2003,M,201821,451320,1.11402E+18,465.36,11140665,208102,201815,451311,201829,451328,116.34,127.018509,37.56415938
819,1001,M,201826,451326,1.11402E+18,4.55,11140665,208102,201823,451324,201828,451328,4.55,127.0185656,37.56421343
820,1001,M,201827,451367,1.11402E+18,73.26,11140650,208089,201821,451361,201835,451373,73.26,127.018577,37.56458283
821,1003,M,201837,451369,1.11402E+18,144.22,11140650,208089,201830,451364,201844,451376,72.11,127.0186902,37.56460083
822,1001,M,201830,451378,1.11402E+18,16.52,11140650,208089,201827,451375,201834,451382,16.52,127.018611,37.56468194
823,1003,M,201876,451384,1.11402E+18,81.66,11140650,208084,201870,451379,201881,451388,40.83,127.0191317,37.56473591
824,1003,M,201899,451392,1.11402E+18,101.73,11140650,208081,201894,451388,201904,451397,33.91,127.019392,37.56480794
825,1003,M,201906,451401,1.11402E+18,243.48,11140650,208081,201900,451394,201912,451408,81.16,127.0194713,37.56488902
826,1003,M,201914,451402,1.11402E+18,287.79,11140650,208081,201908,451395,201921,451411,95.93,127.0195618,37.56489801
827,1003,M,201046,451667,1.11402E+18,145.35,11140615,207269,201039,451658,201052,451675,145.35,127.0097376,37.56728696
828,1003,M,201036,451669,1.11402E+18,53.19,11140615,207269,201032,451662,201040,451674,53.19,127.0096244,37.56730499
829,1003,M,201030,451665,1.11402E+18,3.9,11140615,207269,201029,451663,201032,451666,3.9,127.0095565,37.56726896
830,1003,M,201021,451673,1.11402E+18,21.53,11140615,207269,201017,451670,201025,451675,21.53,127.0094546,37.56734105
831,1003,M,201013,451672,1.11402E+18,44.03,11140615,207269,201009,451668,201018,451675,44.03,127.0093641,37.56733205
832,1003,M,201015,451666,1.11402E+18,21.23,11140615,207269,201011,451663,201017,451669,21.23,127.0093867,37.56727798
833,1003,M,201005,451672,1.11402E+18,51.13,11140615,207269,201000,451668,201010,451676,51.13,127.0092735,37.56733205
834,2003,M,201582,451582,1.11402E+18,790.78,11140650,208053,201570,451570,201596,451593,395.39,127.0158044,37.5665204
835,1003,M,201614,451592,1.11402E+18,119.46,11140650,208053,201605,451587,201620,451597,59.73,127.0161666,37.56661044
836,1003,M,201615,451604,1.11402E+18,378.3,11140650,208053,201605,451596,201625,451615,189.15,127.016178,37.56671856
837,1001,M,201506,451989,1.11402E+18,22.32,11140615,207023,201502,451986,201510,451991,22.32,127.014945,37.57018754
838,1001,M,201505,451992,1.11402E+18,19.64,11140615,207023,201501,451990,201509,451995,19.64,127.0149336,37.57021457
839,1001,M,201505,451996,1.11402E+18,20.25,11140615,207023,201501,451994,201509,451998,20.25,127.0149337,37.57025061
840,1003,M,201507,451975,1.11402E+18,79.8,11140615,207023,201504,451970,201511,451979,39.9,127.0149563,37.5700614
841,1001,M,201528,451977,1.11402E+18,79.86,11140615,207023,201523,451972,201533,451982,79.86,127.015194,37.57007939
842,1001,M,201549,451978,1.11402E+18,95.87,11140615,207023,201543,451973,201555,451983,95.87,127.0154317,37.57008836
843,1001,M,201225,451475,1.11402E+18,144.46,11140615,207375,201217,451470,201232,451480,72.23,127.0117634,37.56555686
844,1001,M,201216,451488,1.11402E+18,34.58,11140615,207381,201212,451483,201221,451492,34.58,127.0116615,37.565674
845,1001,M,201224,451485,1.11402E+18,32.65,11140615,207375,201220,451480,201230,451489,32.65,127.0117521,37.56564696
846,1001,M,201228,451491,1.11402E+18,28.15,11140615,207375,201222,451487,201232,451495,28.15,127.0117974,37.56570101
847,1001,M,201220,451499,1.11402E+18,33.21,11140615,207381,201215,451496,201224,451503,33.21,127.0117068,37.5657731
848,1001,M,201230,451496,1.11402E+18,48.92,11140615,207375,201224,451493,201237,451501,48.92,127.01182,37.56574606
849,1001,M,201221,451507,1.11402E+18,24.15,11140615,201810,201217,451504,201226,451510,24.15,127.0117182,37.56584518
850,1001,M,201223,451512,1.11402E+18,25.99,11140615,201810,201219,451508,201228,451515,25.99,127.0117408,37.56589022
851,1001,M,201225,451519,1.11402E+18,40.28,11140615,201810,201221,451513,201231,451523,40.28,127.0117634,37.56595329
852,1001,M,201228,451527,1.11402E+18,37.15,11140615,201810,201224,451522,201233,451532,37.15,127.0117974,37.56602537
853,1001,M,201230,451534,1.11402E+18,23.2,11140615,201810,201226,451531,201234,451537,23.2,127.0118201,37.56608843
854,1003,M,201200,451495,1.11402E+18,47.55,11140615,207381,201195,451488,201204,451500,47.55,127.0114804,37.56573709
855,1003,M,201193,451478,1.11402E+18,30.25,11140615,207381,201189,451474,201198,451483,30.25,127.0114012,37.56558393
856,1001,M,201195,451486,1.11402E+18,34.79,11140615,207381,201190,451482,201200,451489,34.79,127.0114238,37.565656
857,1001,M,201211,451501,1.11402E+18,51.56,11140615,207381,201205,451496,201217,451506,51.56,127.011605,37.56579113
858,1003,M,201434,451461,1.11402E+18,25.44,11140665,208113,201430,451457,201438,451465,25.44,127.014129,37.56543043
859,1000,M,201424,451432,1.11402E+18,46.05,11140665,208121,201420,451426,201429,451437,46.05,127.0140157,37.56516916
860,1003,M,201619,451631,1.11402E+18,10.69,11140650,208053,201616,451628,201622,451634,10.69,127.0162233,37.56696182
861,1003,M,201621,451635,1.11402E+18,9.89,11140650,208053,201618,451633,201623,451637,9.89,127.016246,37.56699785
862,1003,M,201627,451638,1.11402E+18,11.05,11140650,208053,201624,451636,201630,451640,11.05,127.0163139,37.56702487
863,1003,M,201622,451638,1.11402E+18,9.57,11140650,208053,201619,451635,201624,451640,9.57,127.0162573,37.56702488
864,1003,M,201628,451641,1.11402E+18,13.61,11140650,208053,201625,451638,201631,451644,13.61,127.0163252,37.5670519
865,1003,M,201623,451641,1.11402E+18,10.16,11140650,208053,201620,451638,201625,451643,10.16,127.0162686,37.56705191
866,1003,M,201629,451644,1.11402E+18,11.3,11140650,208053,201626,451641,201632,451646,11.3,127.0163365,37.56707893
867,1003,M,201624,451644,1.11402E+18,12.14,11140650,208053,201621,451641,201626,451646,12.14,127.0162799,37.56707894
868,1003,M,201630,451646,1.11402E+18,11.67,11140650,208053,201627,451644,201633,451649,11.67,127.0163478,37.56709695
869,1003,M,201625,451647,1.11402E+18,13,11140650,208053,201622,451644,201628,451650,13,127.0162913,37.56710597
870,1003,M,201598,451549,1.11402E+18,460.83,11140665,207997,201589,451540,201605,451558,153.61,127.0159854,37.56622304
871,1001,M,201694,451546,1.11402E+18,69.23,11140650,208037,201688,451541,201701,451551,69.23,127.017072,37.56619585
872,1001,M,201697,451554,1.11402E+18,66.12,11140650,208037,201690,451548,201704,451560,66.12,127.017106,37.56626792
873,1001,M,201702,451571,1.11402E+18,79.16,11140650,208037,201695,451565,201708,451578,79.16,127.0171626,37.56642108
874,1003,M,200716,450017,1.11402E+18,66.33,11140635,207915,200713,450012,200720,450021,22.11,127.0060008,37.55242093
875,1003,M,200704,450035,1.11402E+18,420.08,11140635,207894,200699,450027,200709,450044,105.02,127.005865,37.55258311
876,1003,M,200721,450116,1.11402E+18,183,11140635,207894,200715,450111,200726,450121,61,127.0060575,37.5533129
