,BDTYP_CD,BUL_DPN_SE,X_AXIS,Y_AXIS,HOUS_ID,TOTAL_AREA,ADMI_CD,BLK_CD,XMIN,YMIN,XMAX,YMAX,SHAPE_AREA,경도,위도
3108,1003,M,200546,451152,1.11401E+18,497.28,11140580,207091,200537,451142,200555,451167,248.64,127.0040777,37.56264727
3109,1003,M,199482,451927,1.11402E+18,158.8,11140605,207240,199477,451921,199486,451934,79.4,126.9920344,37.56962987
3110,1001,M,199410,451949,1.11402E+18,9.66,11140605,207243,199407,451947,199413,451951,9.66,126.9912194,37.56982804
3111,1001,M,199426,451940,1.11402E+18,52.03,11140605,207240,199421,451936,199431,451944,52.03,126.9914005,37.56974696
3112,1001,M,199410,451955,1.11402E+18,20.65,11140605,207243,199407,451952,199414,451958,20.65,126.9912194,37.5698821
3113,1001,M,199409,451965,1.11402E+18,196.29,11140605,207243,199400,451956,199417,451975,196.29,126.991208,37.5699722
3114,1001,M,199430,451959,1.11402E+18,53.57,11140605,207240,199426,451954,199434,451964,53.57,126.9914458,37.56991815
3115,1001,M,199453,451977,1.11402E+18,57.76,11140605,207240,199449,451975,199457,451980,28.88,126.9917061,37.57008035
3116,1001,M,199453,451970,1.11402E+18,112.8,11140605,207240,199449,451965,199456,451976,56.4,126.9917061,37.57001728
3117,1001,M,198232,452007,1.11401E+18,144.49,11140550,206512,198223,452000,198240,452015,144.49,126.977885,37.57034902
3118,1001,M,198220,452011,1.11401E+18,80.93,11140550,206512,198216,452005,198226,452017,80.93,126.9777491,37.57038504
3119,1001,M,198227,452065,1.11401E+18,69.72,11140550,206577,198222,452060,198233,452070,69.72,126.9778282,37.57087159
3120,1003,M,199641,451787,1.11402E+18,104.1,11140605,206958,199638,451780,199645,451793,52.05,126.9938343,37.56836857
3121,1001,M,198366,451942,1.11401E+18,106.15,11140550,206512,198360,451935,198372,451950,106.15,126.9794019,37.56976364
3122,1003,M,198377,451973,1.11401E+18,153.5,11140550,206691,198366,451966,198387,451980,153.5,126.9795264,37.57004296
3123,1001,M,199460,451968,1.11402E+18,46.61,11140605,207240,199456,451964,199464,451972,46.61,126.9917853,37.56999926
3124,1003,M,199461,451976,1.11402E+18,95.56,11140605,207240,199456,451972,199465,451980,47.78,126.9917967,37.57007134
3125,1001,M,199460,451947,1.11402E+18,48.22,11140605,207240,199456,451943,199463,451951,24.11,126.9917854,37.56981005
3126,1001,M,199452,451949,1.11402E+18,53.22,11140605,207240,199446,451944,199457,451954,53.22,126.9916948,37.56982807
3127,1001,M,199466,451957,1.11402E+18,61.3,11140605,207240,199460,451953,199470,451962,61.3,126.9918533,37.56990016
3128,1001,M,199430,451973,1.11402E+18,178.15,11140605,207240,199422,451965,199438,451982,178.15,126.9914458,37.57004429
3129,1003,M,199416,451976,1.11402E+18,80.1,11140605,207243,199411,451971,199420,451980,40.05,126.9912873,37.57007131
3130,1001,M,199402,451984,1.11402E+18,70.99,11140605,207243,199396,451975,199409,451993,70.99,126.9911288,37.57014338
3131,1003,M,199580,451750,1.11402E+18,61.08,11140605,206977,199576,451745,199584,451756,30.54,126.9931438,37.56803518
3132,1003,M,199590,451725,1.11402E+18,32.52,11140605,206977,199588,451721,199592,451728,16.26,126.993257,37.56780994
3133,1003,M,199576,451716,1.11401E+18,181.98,11140590,207162,199569,451709,199582,451723,90.99,126.9930986,37.56772884
3134,1003,M,199968,451698,1.11402E+18,206.37,11140590,175903,199965,451690,199971,451705,68.79,126.9975357,37.56756679
3135,1003,M,199966,451717,1.11402E+18,81.46,11140590,1638,199963,451711,199969,451723,40.73,126.997513,37.56773797
3136,1003,M,199956,451696,1.11402E+18,116.36,11140590,175903,199953,451688,199959,451704,58.18,126.9973998,37.56754877
3137,1003,M,199964,451728,1.11402E+18,86.9,11140590,1638,199961,451723,199967,451734,43.45,126.9974904,37.56783708
3138,1003,M,199944,451727,1.11402E+18,117.16,11140590,1638,199940,451722,199948,451733,58.58,126.997264,37.56782807
3139,1003,M,199937,451728,1.11402E+18,109.42,11140590,1638,199934,451722,199941,451733,54.71,126.9971848,37.56783708
3140,1003,M,200045,451695,1.11402E+18,213.32,11140590,207118,200040,451690,200049,451699,53.33,126.9984072,37.56753976
3141,1001,M,200011,451687,1.11402E+18,96.17,11140590,175903,200006,451681,200016,451694,96.17,126.9980224,37.56746768
3142,1003,M,200443,451844,1.11401E+18,141.78,11140590,207123,200434,451838,200453,451851,141.78,127.0029123,37.56888216
3143,1003,M,200416,451828,1.11401E+18,98.16,11140590,207123,200411,451824,200420,451832,49.08,127.0026067,37.56873801
3144,1001,M,200399,451826,1.11401E+18,49.31,11140590,207123,200396,451820,200402,451833,49.31,127.0024142,37.56872
3145,1003,M,200396,451817,1.11401E+18,33.38,11140590,207123,200392,451814,200401,451820,33.38,127.0023803,37.56863891
3146,1001,M,199452,452006,1.11402E+18,52.9,11140605,207226,199447,452002,199457,452009,52.9,126.9916948,37.57034163
3147,1001,M,199475,451982,1.11402E+18,72.76,11140605,207240,199470,451976,199480,451988,72.76,126.9919551,37.57012541
3148,1001,M,199397,452034,1.11402E+18,54.55,11140605,207229,199391,452029,199401,452039,54.55,126.9910722,37.57059387
3149,1001,M,199432,452028,1.11402E+18,37.51,11140605,207229,199428,452022,199436,452034,37.51,126.9914683,37.57053984
3150,1001,M,199455,452013,1.11402E+18,34.15,11140605,207226,199451,452009,199458,452016,34.15,126.9917287,37.5704047
3151,1003,M,199471,452033,1.11402E+18,100.62,11140605,207226,199468,452026,199473,452039,50.31,126.9919098,37.57058491
3152,1001,M,199578,451732,1.11402E+18,70.42,11140605,206977,199573,451725,199583,451740,70.42,126.9931212,37.567873
3153,1003,M,199523,451734,1.11402E+18,100.14,11140605,206980,199518,451730,199528,451739,50.07,126.9924986,37.56789099
3154,1001,M,199593,451700,1.11401E+18,33.73,11140590,207162,199589,451695,199596,451706,33.73,126.993291,37.56758469
3155,1001,M,199592,451691,1.11401E+18,56.13,11140590,207162,199587,451686,199596,451697,56.13,126.9932797,37.5675036
3156,1001,M,199591,451681,1.11401E+18,69.88,11140590,207162,199587,451672,199596,451687,69.88,126.9932684,37.5674135
3157,1001,M,200038,451980,1.11402E+18,55.21,11140605,207241,200032,451977,200044,451984,55.21,126.998328,37.57010758
3158,1003,M,200025,451975,1.11402E+18,55.28,11140605,207241,200020,451971,200031,451978,55.28,126.9981808,37.57006253
3159,1001,M,200027,451991,1.11402E+18,40.42,11140605,207241,200025,451984,200030,451998,40.42,126.9982035,37.57020669
3160,1003,M,200011,452008,1.11402E+18,47.32,11140605,207241,200008,452003,200015,452013,47.32,126.9980223,37.57035985
3161,1001,M,200022,452007,1.11402E+18,42.43,11140605,207241,200018,452003,200027,452012,42.43,126.9981469,37.57035084
3162,1001,M,200429,451763,1.11401E+18,71.16,11140590,207090,200423,451757,200435,451768,71.16,127.0027538,37.56815236
3163,1003,M,200476,451793,1.11401E+18,208.2,11140590,207123,200469,451787,200484,451799,104.1,127.0032858,37.56842264
3164,1001,M,200373,451814,1.11401E+18,69.88,11140590,207122,200368,451808,200377,451820,69.88,127.0021199,37.56861189
3165,1001,M,199485,452037,1.11402E+18,75.84,11140605,207226,199481,452028,199491,452043,75.84,126.9920683,37.57062096
3166,1001,M,199486,452045,1.11402E+18,46.1,11140605,207226,199480,452042,199491,452049,46.1,126.9920796,37.57069304
3167,1001,M,199469,452004,1.11402E+18,55.86,11140605,207226,199465,451999,199474,452010,55.86,126.9918872,37.57032362
3168,1001,M,199482,451999,1.11402E+18,68.44,11140605,207240,199475,451994,199488,452003,68.44,126.9920343,37.57027858
3169,1003,M,199502,452044,1.11402E+18,93.55,11140605,207226,199497,452037,199509,452052,93.55,126.9922607,37.57068404
3170,1001,M,199486,452016,1.11402E+18,46.43,11140605,207240,199480,452013,199491,452019,46.43,126.9920796,37.57043175
3171,1001,M,199484,452021,1.11402E+18,48.73,11140605,207240,199479,452018,199490,452025,48.73,126.992057,37.5704768
3172,1001,M,199498,452028,1.11402E+18,71.97,11140605,207240,199494,452022,199502,452034,71.97,126.9922154,37.57053988
3173,1003,M,199507,452031,1.11402E+18,316.44,11140605,207240,199501,452027,199513,452036,79.11,126.9923173,37.57056691
3174,1001,M,199451,452036,1.11402E+18,67.09,11140605,207226,199443,452031,199458,452041,67.09,126.9916834,37.57061193
3175,1003,M,199667,451681,1.11401E+18,56.18,11140590,207161,199664,451677,199670,451685,28.09,126.9941286,37.56741354
3176,1003,M,199665,451673,1.11401E+18,58.42,11140590,207161,199662,451669,199668,451678,29.21,126.994106,37.56734146
3177,1001,M,199671,451689,1.11401E+18,17.93,11140590,207161,199668,451684,199673,451693,17.93,126.9941739,37.56748562
3178,1001,M,199595,451669,1.11401E+18,27.7,11140590,207162,199593,451664,199598,451673,27.7,126.9933137,37.56730539
3179,1003,M,199935,451993,1.11402E+18,260.76,11140605,207241,199928,451987,199941,451998,86.92,126.9971621,37.5702247
3180,1003,M,199935,451959,1.11402E+18,156.66,11140605,207245,199930,451954,199941,451963,52.22,126.9971621,37.56991836
3181,1003,M,200418,451770,1.11401E+18,185.5,11140590,207090,200411,451763,200424,451776,92.75,127.0026293,37.56821544
3182,1001,M,200387,451768,1.11401E+18,68.94,11140590,207090,200381,451762,200392,451774,68.94,127.0022784,37.56819743
3183,1001,M,200396,451765,1.11401E+18,85.06,11140590,207090,200390,451758,200402,451771,85.06,127.0023802,37.56817039
3184,1003,M,200416,451758,1.11401E+18,233.82,11140590,207090,200408,451751,200423,451765,116.91,127.0026066,37.56810732
3185,1003,M,200406,451731,1.11401E+18,361.77,11140590,207090,200399,451724,200413,451739,120.59,127.0024934,37.56786405
3186,1001,M,200354,451739,1.11401E+18,76.36,11140590,207122,200350,451734,200359,451744,38.18,127.0019048,37.56793615
3187,1003,M,200360,451746,1.11401E+18,81.08,11140590,207122,200352,451738,200367,451754,81.08,127.0019727,37.56799922
3188,1003,M,199484,452055,1.11402E+18,106.91,11140605,207226,199476,452044,199490,452063,106.91,126.9920569,37.57078314
3189,1001,M,199457,452067,1.11402E+18,80.59,11140605,207226,199451,452063,199466,452073,80.59,126.9917513,37.57089124
3190,1003,M,199690,451778,1.11402E+18,69.47,11140605,206955,199684,451772,199696,451784,69.47,126.9943889,37.56828751
3191,1003,M,199684,451761,1.11401E+18,81.94,11140590,207111,199679,451757,199688,451765,40.97,126.994321,37.56813434
3192,1001,M,199677,451771,1.11401E+18,22.84,11140590,207111,199675,451766,199681,451775,22.84,126.9942418,37.56822443
3193,1001,M,199661,451764,1.11401E+18,32.64,11140590,207111,199658,451756,199666,451770,32.64,126.9940607,37.56816136
3194,1001,M,199667,451765,1.11401E+18,17.45,11140590,207111,199664,451761,199669,451769,17.45,126.9941286,37.56817037
3195,1001,M,199663,451758,1.11401E+18,15.88,11140590,207111,199660,451753,199666,451762,15.88,126.9940833,37.5681073
3196,1001,M,199670,451753,1.11401E+18,63.79,11140590,207111,199664,451748,199676,451759,63.79,126.9941625,37.56806225
3197,1003,M,199680,451751,1.11401E+18,169.3,11140590,207111,199674,451745,199687,451759,84.65,126.9942757,37.56804423
3198,1003,M,199709,451854,1.11402E+18,137.42,11140605,206956,199704,451847,199714,451861,68.71,126.9946039,37.56897226
3199,1003,M,199715,451850,1.11402E+18,95.8,11140605,206956,199710,451845,199719,451855,47.9,126.9946719,37.56893623
3200,1003,M,199882,452000,1.11402E+18,279.72,11140605,207238,199876,451995,199888,452004,93.24,126.9965621,37.57028776
3201,1001,M,199869,451993,1.11402E+18,40.47,11140605,207238,199866,451989,199873,451997,40.47,126.996415,37.57022469
3202,1003,M,200576,451945,1.11401E+18,78.96,11140590,207142,200573,451939,200580,451951,39.48,127.0044178,37.56979209
3203,1001,M,200489,451802,1.11401E+18,84.81,11140590,207123,200484,451794,200494,451810,84.81,127.003433,37.56850372
3204,1001,M,200491,451817,1.11401E+18,53.95,11140590,207123,200487,451811,200497,451822,53.95,127.0034556,37.56863887
3205,1003,M,199445,451780,1.11402E+18,96.39,11140605,206972,199435,451773,199453,451786,96.39,126.9916157,37.56830539
3206,1003,M,199458,451773,1.11402E+18,73.11,11140605,206972,199451,451767,199465,451779,73.11,126.9917629,37.56824233
3207,1001,M,199714,451811,1.11402E+18,55.16,11140605,206971,199709,451806,199721,451816,55.16,126.9946606,37.56858484
3208,1001,M,199724,451812,1.11402E+18,95.74,11140605,206971,199720,451806,199728,451818,47.87,126.9947737,37.56859386
3209,1001,M,199726,451820,1.11402E+18,29.94,11140605,206971,199722,451816,199730,451823,29.94,126.9947964,37.56866593
3210,1003,M,199699,451843,1.11402E+18,189.72,11140605,206971,199693,451837,199706,451850,94.86,126.9944907,37.56887315
3211,1003,M,199696,451822,1.11402E+18,69.61,11140605,206971,199689,451816,199702,451827,69.61,126.9944568,37.56868394
3212,1003,M,199705,451812,1.11402E+18,98.8,11140605,206971,199699,451802,199710,451821,98.8,126.9945587,37.56859385
3213,1003,M,199694,451797,1.11402E+18,87.85,11140605,206955,199688,451790,199700,451805,87.85,126.9944342,37.5684587
3214,1001,M,199709,451803,1.11402E+18,21.89,11140605,206971,199705,451799,199712,451808,21.89,126.994604,37.56851276
3215,1003,M,199693,451786,1.11402E+18,69.94,11140605,206955,199687,451780,199700,451791,69.94,126.9944229,37.56835959
3216,1003,M,199702,451793,1.11402E+18,71.1,11140605,206955,199699,451787,199705,451799,35.55,126.9945247,37.56842266
3217,1003,M,199719,451800,1.11402E+18,115.06,11140605,206971,199714,451795,199724,451805,57.53,126.9947172,37.56848573
3218,1003,M,199788,451814,1.11402E+18,270.39,11140605,206957,199778,451801,199798,451827,270.39,126.9954982,37.5686119
3219,1001,M,200068,451945,1.11402E+18,33.36,11140605,207244,200064,451941,200072,451949,33.36,126.9986676,37.56979223
3220,1003,M,200050,451974,1.11402E+18,59.98,11140605,207239,200046,451971,200055,451978,29.99,126.9984638,37.57005352
3221,1003,M,200078,451976,1.11402E+18,201.42,11140605,207244,200067,451971,200088,451982,100.71,126.9987808,37.57007154
3222,1003,M,200074,451985,1.11402E+18,98.3,11140605,207244,200069,451980,200080,451991,49.15,126.9987355,37.57015263
3223,1003,M,200083,452001,1.11402E+18,79.06,11140605,207237,200078,451996,200088,452005,39.53,126.9988374,37.57029679
3224,1003,M,200091,451998,1.11402E+18,73.56,11140605,207237,200087,451993,200096,452002,36.78,126.9989279,37.57026976
3225,1003,M,200086,451984,1.11402E+18,209.98,11140605,207244,200079,451977,200093,451992,104.99,126.9988713,37.57014362
3226,1001,M,200103,451977,1.11402E+18,57.88,11140605,207244,200100,451971,200107,451983,28.94,126.9990637,37.57008055
3227,1002,M,200516,451783,1.11401E+18,105.72,11140590,207144,200511,451779,200520,451788,52.86,127.0037386,37.56833252
3228,1001,M,200508,451763,1.11401E+18,31.51,11140590,207144,200505,451760,200512,451766,31.51,127.003648,37.56815233
3229,1001,M,200504,451741,1.11401E+18,52.3,11140590,207144,200498,451737,200509,451745,52.3,127.0036027,37.56795411
3230,1001,M,200495,451710,1.11401E+18,19.82,11140590,207144,200492,451707,200499,451714,19.82,127.0035008,37.56767481
3231,1001,M,199522,451913,1.11402E+18,47.71,11140605,207221,199516,451909,199527,451916,47.71,126.9924872,37.56950376
3232,1003,M,199498,451951,1.11402E+18,90.7,11140605,207240,199494,451946,199503,451956,45.35,126.9922155,37.56984612
3233,1003,M,199467,451949,1.11402E+18,84.48,11140605,207240,199463,451945,199471,451954,42.24,126.9918646,37.56982808
3234,1001,M,199478,451953,1.11402E+18,42.85,11140605,207240,199474,451949,199482,451956,42.85,126.9919891,37.56986412
3235,2003,M,199940,452044,1.11402E+18,1833,11140605,207231,199925,452037,199954,452052,305.5,126.9972187,37.5706842
3236,1001,M,199960,452042,1.11402E+18,44.88,11140605,207231,199956,452037,199963,452046,44.88,126.9974451,37.57066618
3237,1001,M,199959,452028,1.11402E+18,30.68,11140605,207241,199955,452025,199962,452032,30.68,126.9974337,37.57054005
3238,1003,M,199965,452028,1.11402E+18,128.36,11140605,207241,199961,452024,199968,452032,32.09,126.9975016,37.57054005
3239,1003,M,199971,452017,1.11402E+18,61.86,11140605,207241,199968,452013,199974,452022,30.93,126.9975696,37.57044094
3240,1001,M,199963,452011,1.11402E+18,52.17,11140605,207241,199958,452005,199967,452016,52.17,126.997479,37.57038688
3241,1001,M,199966,452041,1.11402E+18,36.76,11140605,207231,199962,452037,199969,452046,36.76,126.997513,37.57065718
3242,1001,M,199961,452059,1.11402E+18,54.2,11140605,207231,199957,452053,199966,452063,54.2,126.9974564,37.57081935
3243,1001,M,199964,452067,1.11402E+18,127.25,11140605,207231,199956,452062,199973,452072,127.25,126.9974903,37.57089143
3244,1003,M,200102,452005,1.11402E+18,38.3,11140605,207237,200097,452000,200106,452010,38.3,126.9990524,37.57033282
3245,1001,M,200134,451969,1.11402E+18,26.43,11140605,207237,200130,451966,200138,451973,26.43,126.9994146,37.57000847
3246,1003,M,200107,452003,1.11402E+18,34.64,11140605,207237,200103,451998,200111,452007,34.64,126.999109,37.5703148
3247,1003,M,200106,452029,1.11402E+18,38.63,11140605,207237,200099,452024,200112,452034,38.63,126.9990977,37.57054906
3248,1003,M,200115,452028,1.11402E+18,27.04,11140605,207237,200111,452022,200119,452032,27.04,126.9991996,37.57054005
3249,1003,M,200120,452025,1.11402E+18,81.56,11140605,207237,200115,452020,200125,452030,40.78,126.9992562,37.57051302
3250,1003,M,200125,452023,1.11402E+18,42.1,11140605,207237,200120,452017,200129,452028,42.1,126.9993128,37.570495
3251,1001,M,199490,451942,1.11402E+18,46.95,11140605,207240,199486,451936,199494,451946,46.95,126.9921249,37.56976502
3252,1001,M,199497,451940,1.11402E+18,40.73,11140605,207240,199494,451935,199501,451945,40.73,126.9922042,37.56974701
3253,1003,M,199528,451927,1.11402E+18,213.8,11140605,207221,199520,451923,199537,451932,106.9,126.9925551,37.5696299
3254,1001,M,199539,451987,1.11402E+18,32.77,11140605,207221,199535,451984,199543,451990,32.77,126.9926796,37.5701705
3255,1001,M,199980,452071,1.11402E+18,21.8,11140605,207233,199977,452068,199983,452073,21.8,126.9976714,37.57092747
3256,1001,M,199967,452076,1.11402E+18,73.21,11140605,207231,199959,452072,199974,452079,73.21,126.9975243,37.57097252
3257,1003,M,199975,452027,1.11402E+18,142.46,11140605,207241,199969,452023,199980,452032,71.23,126.9976148,37.57053104
3258,1000,M,199999,452046,1.11402E+18,115.22,11140605,207233,199993,452040,200005,452052,115.22,126.9978865,37.57070223
3259,1001,M,200001,452031,1.11402E+18,19.8,11140605,207241,199998,452028,200004,452033,19.8,126.9979092,37.57056708
3260,1001,M,200012,452041,1.11402E+18,19.76,11140605,207233,200006,452040,200018,452043,19.76,126.9980337,37.57065718
3261,1001,M,200035,452059,1.11402E+18,101.27,11140605,207233,200030,452052,200040,452066,101.27,126.998294,37.57081936
3262,1001,M,200027,452059,1.11402E+18,87.85,11140605,207233,200021,452052,200031,452066,87.85,126.9982035,37.57081936
3263,1001,M,200017,452056,1.11402E+18,56.75,11140605,207233,200012,452050,200021,452061,56.75,126.9980903,37.57079233
3264,1001,M,200152,451995,1.11402E+18,74.96,11140605,207237,200146,451989,200158,452001,74.96,126.9996184,37.57024272
3265,1001,M,200153,452024,1.11402E+18,54.92,11140605,207237,200147,452019,200159,452029,54.92,126.9996297,37.57050401
3266,1001,M,200154,452040,1.11402E+18,78.17,11140605,207237,200146,452036,200161,452044,78.17,126.999641,37.57064817
3267,1003,M,200107,452035,1.11402E+18,51.08,11140605,207237,200103,452031,200111,452039,25.54,126.999109,37.57060312
3268,1001,M,200101,452059,1.11402E+18,65.53,11140605,207233,200093,452053,200108,452065,65.53,126.9990411,37.57081936
3269,1002,M,200114,452042,1.11402E+18,170.3,11140605,207237,200107,452035,200121,452049,85.15,126.9991883,37.57066619
3270,1001,M,200109,452071,1.11402E+18,80.36,11140605,207233,200101,452064,200117,452078,80.36,126.9991317,37.57092748
3271,1001,M,202354,451653,1.11402E+18,24.25,11140650,208056,202350,451649,202359,451657,24.25,127.0245428,37.5671585
3272,1003,M,202334,451654,1.11402E+18,119.3,11140650,208040,202328,451650,202340,451658,59.65,127.0243165,37.56716756
3273,1001,M,202352,451646,1.11402E+18,41.63,11140650,208056,202348,451637,202357,451651,41.63,127.0245202,37.56709544
3274,1003,M,202336,451646,1.11402E+18,201.36,11140650,208040,202329,451641,202342,451650,67.12,127.0243391,37.56709548
3275,1003,M,202338,451636,1.11402E+18,132.42,11140650,208040,202334,451630,202343,451641,66.21,127.0243617,37.56700537
3276,1001,M,199516,451986,1.11402E+18,106.18,11140605,207240,199509,451980,199522,451990,53.09,126.9924192,37.57016147
3277,1001,M,199509,451997,1.11402E+18,59.28,11140605,207240,199504,451993,199515,452002,59.28,126.99234,37.57026058
3278,1001,M,199496,451983,1.11402E+18,45.15,11140605,207240,199492,451978,199500,451988,45.15,126.9921928,37.57013443
3279,1001,M,199492,451989,1.11402E+18,31.29,11140605,207240,199488,451985,199497,451992,31.29,126.9921475,37.57018849
3280,1003,M,199531,452001,1.11402E+18,121.78,11140605,207221,199527,451995,199536,452006,60.89,126.992589,37.57029663
3281,1003,M,199542,451994,1.11402E+18,104.3,11140605,207221,199537,451989,199546,451999,52.15,126.9927135,37.57023357
3282,1001,M,199518,452005,1.11402E+18,60.24,11140605,207240,199513,452001,199524,452009,60.24,126.9924418,37.57033266
3283,1001,M,199519,452015,1.11402E+18,104.92,11140605,207240,199513,452009,199524,452021,104.92,126.9924532,37.57042276
3284,1000,M,199507,452021,1.11402E+18,78.78,11140605,207240,199502,452016,199512,452026,78.78,126.9923173,37.57047681
3285,1001,M,200055,452033,1.11402E+18,46.9,11140605,207239,200047,452029,200063,452036,46.9,126.9985204,37.5705851
3286,1003,M,199929,451943,1.11402E+18,85.64,11140605,207245,199927,451938,199932,451947,21.41,126.9970942,37.5697742
3287,1003,M,199929,451958,1.11402E+18,17.79,11140605,207245,199927,451953,199931,451964,17.79,126.9970942,37.56990935
3288,1001,M,199928,451980,1.11402E+18,27.45,11140605,207241,199925,451974,199930,451985,27.45,126.9970828,37.57010757
3289,1003,M,199914,451991,1.11402E+18,75.28,11140605,207238,199910,451987,199918,451995,37.64,126.9969244,37.57020667
3290,1003,M,199904,451999,1.11402E+18,146.38,11140605,207238,199899,451994,199909,452005,73.19,126.9968112,37.57027875
3291,1001,M,200136,452050,1.11402E+18,20.12,11140605,207237,200133,452047,200140,452053,20.12,126.9994373,37.57073827
3292,1001,M,200144,452029,1.11402E+18,53.57,11140605,207237,200138,452025,200151,452034,53.57,126.9995278,37.57054906
3293,1001,M,202343,451614,1.11402E+18,7.73,11140650,208056,202341,451611,202345,451617,7.73,127.0244182,37.56680714
3294,1003,M,202339,451611,1.11402E+18,16.8,11140650,208056,202335,451606,202342,451615,16.8,127.0243729,37.56678012
3295,1003,M,202325,451602,1.11402E+18,360.72,11140650,208056,202319,451596,202332,451608,90.18,127.0242144,37.56669907
3296,1003,M,202324,451590,1.11402E+18,302.16,11140650,208056,202318,451585,202329,451596,75.54,127.0242031,37.56659095
3297,1001,M,202310,451594,1.11402E+18,77.46,11140650,208056,202304,451588,202316,451600,77.46,127.0240446,37.56662703
3298,1003,M,202322,451579,1.11402E+18,474.68,11140650,208056,202316,451572,202328,451587,118.67,127.0241804,37.56649185
3299,1001,M,202307,451585,1.11402E+18,70.09,11140650,208056,202301,451578,202314,451590,70.09,127.0240106,37.56654595
3300,1003,M,202355,451612,1.11402E+18,40.3,11140650,208056,202352,451609,202358,451614,20.15,127.024554,37.56678909
3301,1000,M,202356,451604,1.11402E+18,37.28,11140650,208056,202352,451598,202360,451610,37.28,127.0245653,37.56671701
3302,1000,M,202341,451603,1.11402E+18,31.54,11140650,208056,202336,451599,202345,451607,31.54,127.0243955,37.56670804
3303,1001,M,202333,451598,1.11402E+18,75.28,11140650,208056,202329,451591,202338,451606,75.28,127.024305,37.56666301
3304,1003,M,202341,451580,1.11402E+18,41.78,11140650,208056,202335,451575,202346,451585,41.78,127.0243955,37.56650081
3305,1001,M,202339,451594,1.11402E+18,14.47,11140650,208056,202336,451591,202342,451597,14.47,127.0243729,37.56662696
3306,1003,M,202336,451572,1.11402E+18,44.07,11140650,208056,202331,451568,202342,451577,44.07,127.0243388,37.56642875
3307,1001,M,202333,451585,1.11402E+18,40.68,11140650,208056,202329,451579,202339,451590,40.68,127.0243049,37.56654588
3308,1001,M,202330,451575,1.11402E+18,11.26,11140650,208056,202328,451570,202332,451579,11.26,127.0242709,37.56645579
3309,1003,M,202269,451664,1.11402E+18,235.47,11140650,208038,202263,451660,202275,451669,78.49,127.0235807,37.56725782
3310,1003,M,199540,452031,1.11402E+18,40.27,11140605,207221,199535,452028,199544,452034,40.27,126.9926908,37.57056693
3311,1001,M,199532,452030,1.11402E+18,27.01,11140605,207221,199528,452027,199536,452032,27.01,126.9926003,37.57055792
3312,1003,M,199517,452046,1.11402E+18,291.14,11140605,207226,199509,452040,199524,452053,145.57,126.9924305,37.57070207
3313,1003,M,199899,452028,1.11402E+18,179.74,11140605,207238,199893,452022,199904,452034,89.87,126.9967546,37.57054004
3314,1003,M,199911,452037,1.11402E+18,71.38,11140605,207238,199906,452034,199916,452040,35.69,126.9968904,37.57062113
3315,1003,M,199911,452042,1.11402E+18,77.48,11140605,207238,199906,452039,199915,452046,38.74,126.9968904,37.57066618
3316,1001,M,199909,452071,1.11402E+18,67.81,11140605,207219,199902,452066,199915,452077,67.81,126.9968677,37.57092746
3317,1001,M,199927,452093,1.11402E+18,36.01,11140605,207219,199924,452088,199931,452098,36.01,126.9970715,37.57112568
3318,1003,M,199945,452077,1.11402E+18,394.92,11140605,207231,199942,452069,199950,452087,98.73,126.9972753,37.57098153
3319,1003,M,202257,451653,1.11402E+18,318.44,11140650,208038,202252,451649,202263,451658,79.61,127.0234449,37.56715874
3320,1001,M,202241,451670,1.11402E+18,70.12,11140650,208038,202237,451663,202247,451677,70.12,127.0232638,37.56731194
3321,1001,M,202289,451656,1.11402E+18,67.05,11140650,208040,202283,451650,202295,451661,67.05,127.0238071,37.56718569
3322,1003,M,202303,451662,1.11402E+18,137.64,11140650,208040,202298,451658,202310,451667,68.82,127.0239656,37.56723972
3323,1003,M,202303,451654,1.11402E+18,246.6,11140650,208040,202297,451649,202309,451659,82.2,127.0239656,37.56716764
3324,1003,M,202313,451652,1.11402E+18,139.12,11140650,208040,202307,451647,202318,451658,69.56,127.0240787,37.56714959
3325,1003,M,202329,451637,1.11402E+18,142.34,11140650,208040,202325,451631,202334,451642,71.17,127.0242598,37.56701441
3326,1003,M,202316,451670,1.11402E+18,118.82,11140650,208040,202311,451665,202321,451675,59.41,127.0241128,37.56731176
3327,1003,M,202325,451650,1.11402E+18,122.49,11140650,208040,202320,451646,202329,451655,40.83,127.0242146,37.56713154
3328,1001,M,202326,451659,1.11402E+18,32.34,11140650,208040,202322,451654,202329,451663,32.34,127.0242259,37.56721263
3329,1001,M,202269,451643,1.11402E+18,35.91,11140650,208038,202265,451638,202272,451648,35.91,127.0235807,37.56706861
3330,1001,M,202254,451645,1.11402E+18,22.85,11140650,208038,202250,451642,202258,451647,22.85,127.0234109,37.56708667
3331,1003,M,202247,451655,1.11402E+18,447.85,11140650,208038,202242,451647,202251,451664,89.57,127.0233317,37.56717678
3332,1003,M,202254,451637,1.11402E+18,41.17,11140650,208038,202251,451630,202257,451643,41.17,127.0234109,37.56701459
3333,1003,M,202248,451633,1.11402E+18,20.08,11140650,208038,202244,451631,202252,451636,20.08,127.023343,37.56697856
3334,1003,M,202246,451642,1.11402E+18,19.98,11140650,208038,202243,451638,202250,451646,19.98,127.0233203,37.56705966
3335,1001,M,202275,451643,1.11402E+18,35.06,11140650,208038,202272,451638,202278,451648,35.06,127.0236486,37.5670686
