BDTYP_CD,BUL_DPN_SE,X_AXIS,Y_AXIS,HOUS_ID,TOTAL_AREA,ADMI_CD,BLK_CD,XMIN,YMIN,XMAX,YMAX,SHAPE_AREA
01003,M,201589,451467,1114016200000500021,168.02,11140665,208115,201582,451460,201596,451473,84.01
01003,M,201051,451484,1114016200003040612,330.75,11140615,203015,201042,451476,201059,451492,110.25
01003,M,201069,451471,1114016200002360009,182.4,11140615,207379,201061,451464,201077,451478,91.2
01001,M,201055,451492,1114016200003040241,208.56,11140615,203015,201047,451486,201065,451500,104.28
01001,M,201074,451479,1114016200002360514,161.92,11140615,207379,201067,451473,201081,451486,80.96
01003,M,201061,451499,1114016200003040477,240.36,11140615,203015,201052,451491,201071,451507,120.18
01003,M,201079,451487,1114016200002360008,157.08,11140615,207379,201072,451480,201086,451493,78.54
01003,M,201024,451459,1114016200003040656,504.81,11140615,207389,201014,451451,201035,451469,168.27
01001,M,201044,451537,1114016200003040495,77.56,11140615,207341,201039,451532,201050,451541,38.78
02003,M,201052,451518,1114016200003040244,742.8,11140615,203015,201043,451510,201061,451527,148.56
01001,M,201038,451541,1114016200003040655,85.26,11140615,207341,201032,451536,201043,451545,42.63
02002,M,201061,451531,1114016200003040246,532.59,11140615,203015,201051,451521,201071,451541,177.53
02002,M,201002,451474,1114016200003040807,312.15,11140615,207384,200994,451466,201009,451483,104.05
01000,M,201003,451521,1114016200003040608,198.88,11140615,207377,200996,451514,201011,451529,99.44
01003,M,201108,451604,1114016200003040295,143.9,11140615,4656,201102,451597,201115,451611,71.95
01001,M,201121,451601,1114016200003040461,149.04,11140615,202225,201114,451594,201127,451607,74.52
01003,M,201114,451613,1114016200003040294,93.62,11140615,4656,201109,451608,201119,451618,46.81
01001,M,201127,451611,1114016200003040297,233.97,11140615,202225,201120,451604,201133,451618,77.99
01003,M,201135,451624,1114016200003040290,62.33,11140615,207268,201129,451618,201141,451630,62.33
01003,M,201138,451648,1114016200003040478,50.4,11140615,207268,201132,451643,201142,451654,50.4
01003,M,201141,451634,1114016200003040472,60.13,11140615,207268,201135,451628,201146,451640,60.13
01003,M,201092,451580,1114016200003040121,77.66,11140615,207297,201087,451575,201096,451584,38.83
01003,M,201081,451577,1114016200003040137,110.88,11140615,207297,201076,451572,201086,451582,36.96
01003,M,201073,451567,1114016200003040139,95.08,11140615,207297,201068,451561,201079,451572,47.54
01003,M,201069,451561,1114016200003040140,85.84,11140615,207297,201064,451556,201074,451566,42.92
01001,M,201087,451606,1114016200003040134,48.82,11140615,207281,201081,451600,201093,451611,48.82
01003,M,201096,451599,1114016200003040237,96.68,11140615,4656,201091,451594,201101,451605,48.34
01003,M,201718,451369,1114016200000620072,331.44,11140665,208129,201710,451362,201728,451374,110.48
01003,M,201697,451362,1114016200000520241,180.32,11140665,208130,201689,451356,201705,451368,90.16
01003,M,201722,451360,1114016200000620028,305.31,11140665,208129,201713,451354,201731,451367,101.77
01003,M,201726,451352,1114016200000620083,186.02,11140665,208129,201718,451346,201734,451358,93.01
01003,M,201717,451317,1114016200000620047,114.08,11140665,208130,201711,451312,201723,451322,57.04
01003,M,201141,451664,1114016200003040126,55.77,11140615,207268,201135,451661,201147,451668,55.77
01003,M,201134,451663,1114016200003040126,22.89,11140615,207268,201131,451659,201136,451667,22.89
01003,M,201153,451666,1114016200002360414,31.44,11140615,207267,201150,451663,201156,451670,31.44
01003,M,201153,451659,1114016200002360415,27.87,11140615,207267,201150,451655,201157,451662,27.87
01003,M,201143,451659,1114016200003040127,28.85,11140615,207268,201139,451656,201147,451661,28.85
01003,M,201154,451651,1114016200002360430,24.95,11140615,207267,201151,451648,201157,451654,24.95
01003,M,201144,451646,1114016200003040124,87.69,11140615,207268,201139,451639,201148,451654,87.69
01003,M,201154,451644,1114016200002360431,28.82,11140615,207267,201151,451641,201157,451647,28.82
01003,M,201146,451630,1114016200003040107,38.08,11140615,207268,201141,451624,201149,451636,38.08
01003,M,201156,451615,1114016200002360463,28.2,11140615,207283,201152,451611,201159,451618,28.2
01003,M,201142,451619,1114016200003040457,96.9,11140615,207268,201135,451612,201149,451627,96.9
01003,M,201104,451644,1114016200003040164,40.24,11140615,207268,201098,451640,201109,451648,40.24
01003,M,201156,451607,1114016200002360464,25.19,11140615,207283,201153,451604,201160,451610,25.19
01001,M,201564,451407,1114016200002810008,39.04,11140665,208123,201558,451403,201569,451411,39.04
01001,M,201567,451400,1114016200002810009,28.48,11140665,208123,201562,451396,201571,451404,28.48
01001,M,201558,451394,1114016200002810019,47.27,11140665,208123,201552,451388,201564,451400,47.27
01001,M,201563,451389,1114016200002810032,40.95,11140665,208123,201557,451385,201569,451394,40.95
01001,M,201570,451395,1114016200002810010,36.63,11140665,208123,201565,451391,201575,451400,36.63
01001,M,201568,451383,1114016200002810020,30.32,11140665,208123,201562,451379,201573,451387,30.32
01001,M,201575,451389,1114016200002810011,31.5,11140665,208123,201571,451384,201579,451393,31.5
01003,M,201551,451367,1114016200002820046,25.36,11140665,208123,201548,451363,201555,451371,25.36
01003,M,201554,451362,1114016200002820091,13.64,11140665,208123,201550,451359,201558,451365,13.64
01003,M,201558,451361,1114016200002820091,24.25,11140665,208123,201554,451356,201562,451366,24.25
01003,M,201702,451613,1114016200001330002,135.54,11140650,208037,201696,451607,201708,451619,67.77
02002,M,200974,451493,1114016200003040804,292.02,11140615,207384,200966,451485,200981,451501,97.34
01003,M,201335,451266,1114016200002880005,431.6,11140665,208151,201324,451256,201346,451276,215.8
01003,M,201409,451257,1114016200002900131,113.02,11140665,208136,201403,451253,201415,451262,56.51
01003,M,201424,451288,1114016200002900181,136.02,11140665,208136,201419,451283,201429,451293,45.34
01001,M,201415,451293,1114016200002900172,60.11,11140665,208136,201408,451287,201421,451299,60.11
01003,M,201418,451301,1114016200002900174,113.74,11140665,208136,201412,451296,201424,451306,56.87
01003,M,201428,451297,1114016200002900103,125.14,11140665,208136,201422,451292,201434,451302,62.57
01003,M,201451,451344,1114016200002900066,439.72,11140665,208125,201443,451337,201458,451352,109.93
01003,M,201453,451385,1114016200002910055,318.4,11140665,208125,201444,451375,201461,451395,159.2
01003,M,201101,451607,1114016200003040236,88.4,11140615,4656,201096,451602,201106,451612,44.2
01003,M,201097,451621,1114016200003040298,113.42,11140615,207281,201091,451615,201103,451627,56.71
01003,M,201107,451615,1114016200003040235,119.58,11140615,4656,201101,451609,201112,451621,59.79
01003,M,201112,451623,1114016200003040223,158.79,11140615,4656,201106,451617,201118,451628,52.93
01003,M,201110,451640,1114016200003040234,41.57,11140615,207268,201105,451636,201115,451645,41.57
01003,M,201120,451635,1114016200003040233,74.2,11140615,207268,201113,451628,201126,451642,74.2
01003,M,201115,451647,1114016200003040456,44.71,11140615,207268,201110,451642,201120,451653,44.71
01003,M,201055,451594,1114016200003040158,38.47,11140615,207284,201050,451589,201059,451599,38.47
01003,M,201059,451580,1114016200003040150,83.28,11140615,207288,201054,451576,201064,451585,41.64
01003,M,201050,451588,1114016200003040157,37.03,11140615,207284,201046,451583,201054,451592,37.03
01001,M,201054,451576,1114016200003040151,41.81,11140615,207288,201049,451571,201059,451581,41.81
01003,M,201046,451582,1114016200003040156,38.99,11140615,207284,201041,451577,201051,451587,38.99
01003,M,201041,451576,1114016200003040155,43.06,11140615,207284,201036,451571,201046,451581,43.06
01001,M,201077,451606,1114016200003040160,69.23,11140615,207281,201071,451598,201083,451612,69.23
01003,M,201069,451614,1114016200003040161,87.48,11140615,207281,201062,451607,201077,451622,87.48
01003,M,201075,451623,1114016200003040163,52.54,11140615,207281,201068,451617,201080,451628,52.54
01003,M,201087,451636,1114016200003040300,25.87,11140615,207268,201083,451632,201092,451641,25.87
01003,M,201162,451607,1114016200002360465,19.94,11140615,207283,201159,451604,201164,451610,19.94
01003,M,201166,451607,1114016200002360466,21.22,11140615,207283,201163,451604,201168,451610,21.22
01003,M,201170,451607,1114016200002360467,19.45,11140615,207283,201168,451604,201173,451611,19.45
01003,M,201184,451608,1114016200002360470,20.91,11140615,207283,201181,451605,201186,451611,20.91
01003,M,201193,451608,1114016200002360471,18.62,11140615,207283,201190,451605,201195,451612,18.62
01003,M,201148,451603,1114016200003040217,21.41,11140615,207286,201145,451599,201151,451606,21.41
01003,M,201146,451590,1114016200003040104,109.24,11140615,207286,201140,451584,201152,451595,54.62
02003,M,201135,451604,1114016200003040218,375.27,11140615,202225,201127,451595,201142,451612,125.09
02003,M,201129,451593,1114016200003040458,217.65,11140615,202225,201122,451586,201135,451599,72.55
01003,M,201138,451578,1114016200003040102,77.32,11140615,207286,201133,451573,201143,451582,38.66
01003,M,201123,451584,1114016200003040459,245.84,11140615,202225,201115,451576,201131,451592,122.92
01003,M,201135,451572,1114016200003040101,80.42,11140615,207286,201130,451567,201140,451577,40.21
01003,M,201154,451599,1114016200002360489,8.93,11140615,207283,201153,451596,201156,451603,8.93
01003,M,201162,451600,1114016200002360478,24.02,11140615,207283,201159,451596,201165,451603,24.02
01003,M,201166,451600,1114016200002360477,22.77,11140615,207283,201164,451596,201169,451603,22.77
01003,M,201171,451600,1114016200002360476,24.52,11140615,207283,201168,451597,201174,451604,24.52
01003,M,201180,451601,1114016200002360474,25.49,11140615,207283,201177,451597,201183,451604,25.49
01003,M,201184,451601,1114016200002360473,23.72,11140615,207283,201181,451597,201187,451604,23.72
01003,M,201191,451601,1114016200002360472,41.7,11140615,207283,201187,451598,201196,451605,41.7
01001,M,201701,451584,1114016200001330017,51.52,11140650,208037,201696,451577,201706,451590,51.52
01001,M,201695,451578,1114016200001330022,39.74,11140650,208037,201688,451573,201701,451583,39.74
01001,M,201683,451580,1114016200001330020,66.77,11140650,208037,201678,451575,201689,451586,66.77
01001,M,201693,451573,1114016200001330023,37.82,11140650,208037,201687,451568,201698,451578,37.82
02003,M,201683,451562,1114016200001330024,894.55,11140650,208037,201671,451553,201694,451571,178.91
01003,M,201634,451507,1114016200000520326,284.88,11140665,208109,201628,451501,201640,451512,71.22
01003,M,201627,451494,1114016200000520157,157.66,11140665,208115,201620,451488,201633,451500,78.83
01003,M,201634,451464,1114016200000520230,170.28,11140665,4641,201626,451457,201641,451470,85.14
01001,M,201578,451407,1114016200000490022,10.36,11140665,208123,201576,451404,201581,451409,10.36
01001,M,201579,451398,1114016200002810002,32.54,11140665,208123,201574,451394,201583,451402,32.54
01003,M,201233,451453,1114016200002410011,118.58,11140615,207375,201229,451447,201238,451459,59.29
01003,M,201234,451462,1114016200002410048,113.58,11140615,207375,201228,451457,201240,451467,56.79
01003,M,201237,451470,1114016200002410142,131.98,11140615,207375,201230,451464,201243,451475,65.99
01003,M,201248,451463,1114016200002410055,75.2,11140615,207369,201244,451459,201253,451468,37.6
01003,M,201252,451471,1114016200002410054,113.42,11140615,207369,201246,451465,201257,451477,56.71
01001,M,201243,451485,1114016200002410050,78.05,11140615,207375,201235,451480,201252,451491,78.05
01003,M,201261,451475,1114016200002410052,202.83,11140615,207369,201254,451470,201267,451481,67.61
01003,M,201246,451491,1114016200002410051,234.38,11140615,207375,201237,451484,201256,451498,117.19
01000,M,201245,451502,1114016200002410037,143.18,11140615,207375,201240,451496,201251,451508,71.59
01003,M,201265,451484,1114016200002410034,103.56,11140615,207369,201259,451479,201271,451489,51.78
02003,M,201254,451499,1114016200002410035,175.8,11140615,207375,201249,451494,201260,451504,43.95
01001,M,201247,451513,1114016200002410036,44.63,11140615,207375,201241,451508,201253,451517,44.63
02003,M,201260,451512,1114016200002410026,543.6,11140615,207375,201253,451504,201267,451520,108.72
01001,M,201286,451551,1114016200002410016,82.1,11140615,207361,201282,451546,201291,451559,41.05
01003,M,201298,451551,1114016200002410015,53.85,11140615,207361,201293,451545,201302,451558,53.85
01001,M,201097,451634,1114016200003040225,51.69,11140615,207281,201090,451628,201102,451640,51.69
01003,M,201089,451649,1114016200002360095,23.38,11140615,207268,201085,451645,201094,451652,23.38
01003,M,201090,451644,1114016200002360095,21.68,11140615,207268,201087,451641,201095,451647,21.68
01003,M,201096,451646,1114016200003040166,29.3,11140615,207268,201092,451643,201101,451649,29.3
01003,M,201059,451600,1114016200003040159,41.21,11140615,207284,201054,451595,201064,451605,41.21
01003,M,201053,451604,1114016200003040174,44.33,11140615,207284,201048,451599,201058,451609,44.33
01003,M,201042,451602,1114016200003040184,7.19,11140615,207274,201039,451600,201044,451605,7.19
01003,M,201042,451605,1114016200003040184,19.62,11140615,207274,201037,451601,201046,451608,19.62
01003,M,201047,451597,1114016200003040176,79.2,11140615,207284,201041,451590,201054,451604,79.2
01003,M,201036,451596,1114016200003040185,41.88,11140615,207274,201030,451590,201041,451602,41.88
01003,M,201040,451587,1114016200003040859,46.74,11140615,207284,201036,451581,201046,451593,46.74
01003,M,201036,451581,1114016200003040178,36.79,11140615,207284,201031,451575,201040,451586,36.79
01003,M,201059,451629,1114016200002360109,36.22,11140615,207274,201055,451624,201063,451633,36.22
01003,M,201064,451620,1114016200003040171,26.37,11140615,207281,201060,451616,201069,451625,26.37
01003,M,201067,451635,1114016200002360105,50.53,11140615,207268,201063,451628,201072,451641,50.53
01003,M,201070,451634,1114016200002360105,9.9,11140615,207268,201068,451631,201073,451636,9.9
01003,M,201067,451624,1114016200003040170,24.73,11140615,207281,201062,451620,201071,451627,24.73
01003,M,201157,451592,1114016200002360480,30.73,11140615,207283,201153,451587,201161,451595,30.73
01003,M,201162,451591,1114016200002360481,25.11,11140615,207283,201160,451587,201165,451595,25.11
01003,M,201167,451592,1114016200002360482,19.39,11140615,207283,201164,451588,201169,451596,19.39
01003,M,201172,451583,1114016200003040438,125.16,11140615,207319,201165,451577,201179,451586,62.58
01003,M,201171,451592,1114016200002360483,28.31,11140615,207283,201168,451588,201174,451596,28.31
01003,M,201180,451593,1114016200002360485,21.01,11140615,207283,201177,451588,201182,451596,21.01
01003,M,201192,451594,1114016200002360487,36.47,11140615,207283,201186,451589,201196,451597,36.47
01003,M,201313,451598,1114016400000580000,105.89,11140615,207258,201306,451589,201319,451608,105.89
01003,M,201295,451668,1114016200002470074,62.55,11140615,207263,201290,451663,201300,451673,62.55
01003,M,201123,451653,1114016200003040455,24.27,11140615,207268,201119,451649,201127,451656,24.27
01001,M,201586,451369,1114016200002810014,34.46,11140665,208124,201581,451363,201591,451374,34.46
02002,M,201566,451369,1114016200002810029,180.02,11140665,208123,201560,451361,201573,451377,90.01
01003,M,201563,451355,1114016200002820039,23.98,11140665,208123,201559,451351,201567,451359,23.98
01003,M,201532,451727,1114016200001100020,159.06,11140650,208031,201526,451721,201537,451733,53.02
01003,M,201538,451735,1114016200001100006,174.09,11140650,208031,201530,451730,201545,451740,58.03
01001,M,201549,451734,1114016200001100015,195.02,11140650,208031,201542,451727,201556,451741,97.51
01001,M,201560,451731,1114016200001100011,109.42,11140650,208031,201555,451726,201565,451736,54.71
01001,M,201275,451564,1114016200002410017,26.97,11140615,207361,201270,451561,201280,451568,26.97
01001,M,201272,451575,1114016200002410124,48.83,11140615,207287,201266,451570,201278,451579,48.83
01001,M,201267,451566,1114016200002410018,29.39,11140615,207361,201263,451562,201272,451571,29.39
01001,M,201284,451423,1114016200003000024,83.32,11140615,207376,201277,451415,201290,451431,83.32
01003,M,201259,451442,1114016200002410059,112.6,11140615,207369,201253,451438,201264,451445,56.3
01003,M,201268,451443,1114016200003020013,18.36,11140615,207356,201265,451440,201271,451446,18.36
01001,M,201258,451448,1114016200002410058,35.06,11140615,207369,201254,451445,201263,451451,35.06
01001,M,201267,451451,1114016200003020011,25.43,11140615,207356,201263,451447,201270,451455,25.43
01003,M,201267,451460,1114016200003020010,60.71,11140615,207356,201262,451454,201272,451466,60.71
01001,M,201259,451468,1114016200002410153,34.44,11140615,207369,201254,451463,201264,451472,34.44
01001,M,201270,451469,1114016200003020006,88.02,11140615,207356,201265,451464,201275,451475,44.01
01001,M,201276,451480,1114016200003020032,43.09,11140615,207385,201271,451474,201280,451487,43.09
01003,M,201285,451488,1114016200003020031,265.17,11140615,207385,201279,451481,201291,451495,88.39
01001,M,201231,451445,1114016200002410078,28.11,11140615,207375,201227,451441,201235,451448,28.11
01003,M,201075,451639,1114016200002360100,34.13,11140615,207268,201069,451633,201078,451643,34.13
01003,M,201046,451611,1114016200003040179,23.59,11140615,207274,201042,451607,201051,451615,23.59
01003,M,201048,451622,1114016200002360136,38.46,11140615,207274,201044,451617,201052,451628,38.46
01003,M,201039,451616,1114016200002360138,47.55,11140615,207274,201034,451611,201045,451620,47.55
01003,M,201038,451621,1114016200002360137,6.84,11140615,207274,201036,451620,201041,451623,6.84
01003,M,201473,451329,1114016200002900149,96.76,11140665,208131,201468,451324,201478,451334,48.38
01003,M,201496,451327,1114016200002900007,78.64,11140665,208131,201492,451319,201501,451333,78.64
01001,M,201280,451656,1114016400000710000,60.76,11140615,207270,201275,451650,201287,451661,60.76
01003,M,201269,451659,1114016200002390024,37.35,11140615,207270,201264,451654,201274,451662,37.35
01003,M,201275,451668,1114016200002470059,13.19,11140615,207263,201272,451665,201277,451671,13.19
01003,M,201252,451663,1114016200002390019,26.41,11140615,207270,201247,451660,201257,451666,26.41
01003,M,201246,451660,1114016200002390019,18,11140615,207270,201242,451656,201250,451663,18
01003,M,201258,451672,1114016200002470067,32.82,11140615,207263,201252,451668,201263,451676,32.82
01003,M,201260,451678,1114016200002470066,44.73,11140615,207263,201254,451673,201265,451682,44.73
01003,M,201253,451685,1114016200002470077,11.04,11140615,207263,201249,451682,201256,451687,11.04
01003,M,201247,451690,1114016200002470077,31.82,11140615,207263,201242,451686,201251,451692,31.82
01003,M,201264,451685,1114016200002470041,47.32,11140615,207263,201259,451680,201268,451689,47.32
01003,M,201249,451678,1114016200002470077,60.49,11140615,207263,201243,451672,201255,451685,60.49
01003,M,201242,451682,1114016200002470079,52.77,11140615,207263,201236,451676,201247,451687,52.77
01003,M,201216,451691,1114016200002470047,57.12,11140615,207263,201208,451687,201222,451695,57.12
01003,M,201213,451698,1114016200002470047,48.28,11140615,207263,201208,451693,201218,451702,48.28
01003,M,201219,451697,1114016200002470047,13.83,11140615,207263,201217,451694,201221,451700,13.83
01003,M,201184,451671,1114016200002350002,128.04,11140615,207267,201178,451664,201190,451677,128.04
01003,M,201170,451674,1114016200002350003,54.17,11140615,207267,201165,451670,201175,451677,54.17
01000,M,201620,451707,1114016200001210018,134.85,11140650,208039,201615,451701,201626,451712,44.95
01003,M,201636,451711,1114016200001210016,53.59,11140650,208039,201630,451705,201641,451717,53.59
01000,M,201631,451701,1114016200001210017,204.42,11140650,208039,201625,451696,201637,451708,68.14
01003,M,201643,451704,1114016200001210014,42.5,11140650,208039,201638,451699,201649,451710,42.5
01001,M,201640,451696,1114016200001210023,67.59,11140650,208039,201633,451689,201647,451703,67.59
01001,M,201649,451691,1114016200001210024,73.16,11140650,208039,201642,451686,201657,451697,73.16
01001,M,201655,451701,1114016200001210011,334.96,11140650,208039,201650,451695,201662,451708,83.74
01001,M,201633,451731,1114016200001200019,23.82,11140650,208027,201629,451727,201637,451735,23.82
01003,M,201649,451712,1114016200001210015,60.05,11140650,208039,201643,451707,201655,451718,60.05
01003,M,201649,451732,1114016200001200025,31.69,11140650,208027,201642,451728,201654,451736,31.69
01001,M,201656,451720,1114016200001210007,53.2,11140650,208039,201648,451715,201666,451724,53.2
01003,M,201682,451721,1114016200001310001,148.19,11140650,208035,201671,451712,201692,451728,148.19
01001,M,201676,451735,1114016200001300018,22.69,11140650,208026,201670,451733,201681,451739,22.69
01001,M,201683,451738,1114016200001300018,38.18,11140650,208026,201678,451734,201689,451742,38.18
01003,M,201210,451435,1114016200002410084,152.28,11140615,207390,201205,451429,201215,451441,50.76
01003,M,201218,451457,1114016200003040030,360.93,11140615,207375,201210,451449,201226,451465,120.31
01003,M,201207,451461,1114016200003040031,75.66,11140615,207381,201203,451456,201212,451465,37.83
01003,M,201200,451465,1114016200003040056,102.32,11140615,207381,201194,451460,201205,451470,51.16
01003,M,201191,451471,1114016200003040057,94.84,11140615,207381,201186,451465,201196,451476,47.42
01001,M,201118,451487,1114016200002360029,39.32,11140615,207382,201113,451483,201124,451492,39.32
01003,M,201133,451513,1114016200003040194,303.27,11140615,201938,201125,451506,201141,451521,101.09
01003,M,201283,451575,1114016200002410006,332.42,11140615,207287,201276,451567,201291,451584,166.21
01001,M,201271,451583,1114016200002410144,45.07,11140615,207287,201267,451578,201275,451588,45.07
01003,M,201264,451586,1114016200002410104,9.1,11140615,207287,201262,451583,201265,451589,9.1
01003,M,201255,451574,1114016200002410110,118.23,11140615,207361,201253,451567,201259,451580,39.41
01003,M,201231,451604,1114016200002390047,10.47,11140615,207271,201229,451601,201234,451607,10.47
01003,M,201257,451561,1114016200002410138,103.66,11140615,207361,201252,451556,201262,451565,51.83
01003,M,201226,451603,1114016200003040320,23.48,11140615,207271,201222,451599,201229,451606,23.48
01003,M,201164,451672,1114016200002350003,6.33,11140615,207267,201162,451670,201165,451674,6.33
01003,M,201152,451673,1114016200002350006,30.34,11140615,207267,201148,451669,201156,451676,30.34
01003,M,201138,451685,1114016200002330087,35.96,11140615,207264,201133,451682,201143,451688,35.96
01003,M,201125,451672,1114016200002330024,48.6,11140615,207268,201122,451666,201128,451677,48.6
01003,M,201126,451687,1114016200002480025,68.69,11140615,207264,201121,451683,201134,451692,68.69
01003,M,201118,451671,1114016200002330003,81.41,11140615,207268,201114,451664,201122,451677,81.41
01003,M,201110,451666,1114016200002330041,43.21,11140615,207268,201106,451661,201114,451670,43.21
01003,M,201125,451664,1114016200002360083,41.94,11140615,207268,201120,451659,201132,451667,41.94
01003,M,201116,451659,1114016200002360084,59.83,11140615,207268,201112,451654,201122,451664,59.83
01001,M,201117,451654,1114016200002360084,20.74,11140615,207268,201112,451651,201123,451657,20.74
01003,M,201127,451659,1114016200002360365,41.29,11140615,207268,201122,451654,201133,451664,41.29
01003,M,201110,451673,1114016200002330040,45.37,11140615,207268,201106,451669,201114,451677,45.37
01003,M,201103,451673,1114016200002330001,39.63,11140615,207268,201100,451670,201107,451677,39.63
01003,M,201098,451666,1114016200002330044,14.02,11140615,207268,201096,451661,201100,451670,14.02
01003,M,201096,451668,1114016200002330044,7.42,11140615,207268,201094,451666,201097,451670,7.42
01003,M,201104,451665,1114016200002330042,17.34,11140615,207268,201100,451662,201107,451667,17.34
01003,M,201096,451655,1114016200002360090,71.26,11140615,207268,201091,451649,201101,451661,71.26
01003,M,201089,451655,1114016200002360090,22.08,11140615,207268,201087,451650,201091,451660,22.08
01003,M,201708,451727,1114016200001310009,10.11,11140650,208035,201704,451725,201711,451729,10.11
01003,M,201715,451727,1114016200001310009,22.12,11140650,208035,201710,451724,201720,451729,22.12
01003,M,201720,451742,1114016200001300032,91.84,11140650,208026,201712,451737,201728,451746,91.84
01001,M,201109,451534,1114016200003040199,255.38,11140615,160725,201101,451525,201117,451542,127.69
01003,M,201082,451544,1114016200003040115,52.3,11140615,207320,201077,451540,201086,451548,26.15
01001,M,201066,451555,1114016200003040141,72.28,11140615,207297,201061,451551,201071,451560,36.14
01001,M,201031,451547,1114016200003040510,113.44,11140615,207341,201026,451541,201037,451554,56.72
01001,M,201018,451556,1114016200003040513,102.86,11140615,207341,201012,451552,201025,451561,51.43
01001,M,201026,451547,1114016200003040654,32.04,11140615,207341,201023,451544,201030,451550,16.02
01003,M,201049,451568,1114016200003040152,204.42,11140615,207288,201042,451561,201055,451574,68.14
01003,M,201038,451571,1114016200003040154,26.7,11140615,207284,201033,451567,201042,451575,26.7
01003,M,201008,451590,1114016200002360238,14.78,11140615,207284,201005,451587,201011,451593,14.78
01003,M,200991,451581,1114016200002360191,25.03,11140615,207292,200987,451576,200995,451586,25.03
01003,M,201008,451595,1114016200002360180,20.55,11140615,207284,201004,451592,201011,451600,20.55
01003,M,201002,451597,1114016200002360182,15.9,11140615,207284,200999,451594,201006,451601,15.9
01003,M,201255,451552,1114016200002410139,118.36,11140615,207361,201250,451546,201260,451558,59.18
01003,M,201220,451602,1114016200003040319,18.72,11140615,207271,201218,451599,201223,451605,18.72
01003,M,201252,451543,1114016200002410140,91.88,11140615,207361,201248,451538,201257,451547,45.94
01001,M,201221,451594,1114016200003040326,27.1,11140615,207271,201218,451590,201224,451598,27.1
01003,M,201228,451594,1114016200003040325,45.17,11140615,207271,201224,451590,201233,451598,45.17
01003,M,201254,451533,1114016200002410152,13.37,11140615,207361,201251,451530,201257,451536,13.37
01003,M,201236,451595,1114016200003040323,35.67,11140615,207271,201232,451591,201241,451599,35.67
01003,M,201252,451595,1114016200002410114,46.54,11140615,207271,201247,451592,201257,451599,46.54
01003,M,201241,451576,1114016200003040013,373.5,11140615,207375,201231,451571,201250,451581,124.5
01001,M,201245,451567,1114016200002410020,58.25,11140615,207375,201240,451561,201250,451571,58.25
01001,M,201236,451558,1114016200003040015,37.84,11140615,207375,201231,451554,201242,451563,37.84
01003,M,201245,451556,1114016200003040015,25.38,11140615,207375,201241,451551,201248,451559,25.38
01001,M,201234,451490,1114016200002410043,22.95,11140615,207375,201230,451486,201237,451493,22.95
01000,M,201239,451535,1114016200003040018,27.84,11140615,207375,201235,451531,201242,451539,27.84
01000,M,201238,451528,1114016200003040019,35.1,11140615,207375,201233,451524,201242,451532,35.1
01001,M,201237,451522,1114016200003040020,44.16,11140615,207375,201232,451517,201243,451526,44.16
01001,M,201235,451516,1114016200003040021,58.24,11140615,207375,201229,451512,201241,451521,58.24
01001,M,201233,451509,1114016200003040022,43.53,11140615,207375,201227,451505,201239,451513,43.53
01001,M,201271,451102,1114016200003110017,28.49,11140645,207428,201267,451098,201275,451107,28.49
01001,M,201290,451131,1114016200002940098,43.64,11140645,207638,201285,451125,201295,451136,43.64
01001,M,201294,451128,1114016200002940097,38.51,11140645,207638,201290,451123,201300,451133,38.51
01003,M,201318,451096,1114016200003210080,175.29,11140645,207429,201312,451090,201324,451102,58.43
01001,M,201321,451088,1114016200003210079,25.23,11140645,207429,201317,451084,201325,451092,25.23
01001,M,201320,451106,1114016200003210072,26.8,11140645,207429,201317,451101,201324,451109,26.8
01003,M,201347,451110,1114016200003200008,50.58,11140645,207425,201341,451105,201353,451115,50.58
01001,M,201362,451099,1114016200003170008,15.73,11140645,207425,201357,451097,201366,451102,15.73
01001,M,201378,451091,1114016200003180004,37.45,11140645,207425,201372,451086,201383,451096,37.45
01001,M,201954,452169,1114016500015640000,34.72,11140670,208226,201949,452165,201958,452173,34.72
01003,M,201943,452232,1114016500016380000,270.48,11140670,208212,201937,452225,201949,452238,67.62
01003,M,201978,452245,1114016500016490000,58.87,11140670,208214,201973,452239,201983,452250,58.87
01003,M,201951,452242,1114016500016430000,308.07,11140670,208212,201946,452235,201956,452250,102.69
01003,M,201958,452230,1114016500016470000,17.21,11140670,208212,201956,452225,201960,452234,17.21
01003,M,200958,450865,1114016200003770118,107.16,11140625,207575,200953,450860,200963,450869,53.58
02003,M,200942,450897,1114016200003770033,483.04,11140625,207547,200933,450892,200951,450901,120.76
01003,M,200965,450896,1114016200003770158,228.5,11140625,207547,200956,450892,200973,450900,114.25
01003,M,200943,450911,1114016200003770032,375.66,11140625,207547,200934,450905,200951,450918,125.22
01003,M,201068,450780,1114016200003700020,206.52,11140645,207522,201061,450772,201075,450787,103.26
01000,M,201106,450781,1114016200003400101,88.1,11140645,207670,201099,450774,201114,450787,88.1
01003,M,201152,450767,1114016200003400028,505.68,11140645,207589,201142,450759,201162,450776,168.56
02003,M,201189,450748,1114016200003400018,1235.2,11140645,207589,201174,450738,201203,450759,308.8
02002,M,201183,450727,1114016200003400024,854.7,11140645,207680,201169,450715,201197,450738,284.9
02002,M,201177,450709,1114016200003400024,924,11140645,207680,201160,450697,201193,450720,308
01003,M,201251,450736,1114016200003340002,56.62,11140645,207681,201246,450730,201257,450742,56.62
