BDTYP_CD,BUL_DPN_SE,X_AXIS,Y_AXIS,HOUS_ID,TOTAL_AREA,ADMI_CD,BLK_CD,XMIN,YMIN,XMAX,YMAX,SHAPE_AREA
02003,M,201145,450813,1114016200003400034,461.49,11140645,207660,201136,450805,201154,450822,153.83
01003,M,200755,450437,1114016200004320106,173.28,11140625,207346,200749,450430,200762,450444,86.64
01003,M,200749,450427,1114016200004321194,151.24,11140625,207346,200742,450421,200756,450434,75.62
01001,M,200739,450429,1114016200004320107,83.38,11140625,207346,200733,450423,200744,450435,41.69
01001,M,200734,450423,1114016200004320107,33.94,11140625,207346,200731,450420,200738,450427,16.97
01001,M,200734,450434,1114016200004320108,57.36,11140625,207346,200728,450427,200740,450440,57.36
01003,M,200725,450427,1114016200004321204,86.92,11140625,207346,200720,450423,200731,450432,43.46
01001,M,200716,450418,1114016200004320110,51.73,11140625,207346,200711,450411,200722,450425,51.73
01003,M,200742,450416,1114016200004320112,287.56,11140625,207346,200735,450410,200748,450422,71.89
01001,M,200740,450408,1114016200004320113,33.95,11140625,207346,200735,450403,200745,450412,33.95
01003,M,200732,450408,1114016200004320114,106.52,11140625,207346,200726,450401,200737,450415,53.26
02003,M,200425,450155,1114016200004320570,187.65,11140625,207368,200419,450152,200430,450160,62.55
01003,M,200418,450172,1114016200004320598,208.2,11140625,207362,200412,450165,200425,450177,104.1
01001,M,200407,450176,1114016200004321923,59.56,11140625,207368,200404,450168,200410,450184,59.56
02003,M,200449,450161,1114016200004321959,146.13,11140625,207368,200443,450156,200454,450166,48.71
01001,M,200441,450156,1114016200004321962,36.29,11140625,207368,200436,450152,200447,450160,36.29
01003,M,200510,450240,1114016200004320890,52.49,11140625,207363,200505,450233,200514,450246,52.49
01003,M,200511,450230,1114016200004321704,30.38,11140625,207363,200506,450225,200514,450233,30.38
01003,M,200492,450222,1114016200004321946,60.69,11140625,207364,200486,450216,200498,450228,60.69
01003,M,200486,450219,1114016200004321946,20.41,11140625,207364,200483,450215,200489,450224,20.41
01003,M,200515,450223,1114016200004321704,54.73,11140625,207363,200510,450218,200518,450229,54.73
01003,M,200521,450220,1114016200004320902,42.03,11140625,207363,200517,450215,200525,450224,42.03
02003,M,200510,450201,1114016200004321787,254.56,11140625,207363,200506,450195,200514,450208,63.64
01003,M,200518,450209,1114016200004321704,42.75,11140625,207363,200514,450203,200522,450215,42.75
01003,M,200499,450226,1114016200004322856,74.54,11140625,207364,200495,450221,200503,450232,37.27
02003,M,200505,450212,1114016200004321966,517.68,11140625,207363,200496,450203,200514,450220,129.42
02003,M,200476,450214,1114016200004321950,584.76,11140625,207364,200466,450207,200485,450221,146.19
01003,M,200467,450200,1114016200004321953,16.82,11140625,207368,200462,450196,200472,450203,16.82
01001,M,200675,450588,1114016200004320054,40.55,11140625,207329,200670,450583,200679,450593,40.55
01001,M,200682,450565,1114016200004321430,47.93,11140625,207329,200678,450561,200687,450570,47.93
01001,M,200664,450577,1114016200004320221,28.28,11140625,207329,200661,450572,200668,450582,28.28
01001,M,200658,450572,1114016200004320222,31.21,11140625,207329,200653,450568,200662,450576,31.21
01001,M,200679,450580,1114016200004320063,42.01,11140625,207329,200674,450574,200683,450586,42.01
01001,M,200674,450575,1114016200004320064,18.58,11140625,207329,200672,450571,200677,450580,18.58
01001,M,200668,450563,1114016200004320065,25.27,11140625,207329,200665,450560,200672,450566,25.27
01003,M,200655,450561,1114016200004320226,18.99,11140625,207329,200652,450558,200659,450565,18.99
01001,M,200650,450560,1114016200004320227,34.34,11140625,207329,200646,450557,200655,450563,34.34
01001,M,200644,450561,1114016200004320228,27.9,11140625,207329,200640,450557,200647,450565,27.9
01001,M,200716,450583,1114016200004321082,168.72,11140625,207334,200710,450578,200722,450588,84.36
01003,M,200691,450598,1114016200004320057,174.6,11140625,207329,200683,450593,200698,450604,87.3
01003,M,200714,450594,1114016200004320044,125.66,11140625,207334,200710,450587,200718,450601,62.83
01003,M,200707,450624,1114016200004320776,129.12,11140625,207324,200702,450618,200711,450631,64.56
01003,M,200720,450639,1114016200004320778,285.68,11140625,207324,200713,450631,200727,450645,142.84
01003,M,200722,450663,1114016200004320023,499.05,11140625,207324,200714,450655,200730,450669,166.35
02003,M,200915,450936,1114016200004140011,279.72,11140625,207506,200909,450926,200923,450946,139.86
01003,M,200923,450917,1114016200004150008,339,11140625,207547,200915,450910,200931,450923,113
02003,M,200926,450940,1114016200004140019,335.18,11140625,207506,200918,450930,200935,450950,167.59
02003,M,200936,450946,1114016200004140010,334.74,11140625,207506,200927,450936,200945,450956,167.37
01003,M,200945,450951,1114016200004140016,180.06,11140625,207506,200937,450942,200953,450960,90.03
02003,M,200956,450930,1114016200004150001,729.4,11140625,207547,200947,450921,200964,450939,145.88
01003,M,200727,451049,1114014300001100000,1048,11140580,207113,200709,451031,200744,451066,524
01003,M,200546,451152,1114014300001120002,497.28,11140580,207091,200537,451142,200555,451167,248.64
01003,M,199482,451927,1114015500002410004,158.8,11140605,207240,199477,451921,199486,451934,79.4
01001,M,199410,451949,1114015500002020003,9.66,11140605,207243,199407,451947,199413,451951,9.66
01001,M,199426,451940,1114015500002120000,52.03,11140605,207240,199421,451936,199431,451944,52.03
01001,M,199410,451955,1114015500002020002,20.65,11140605,207243,199407,451952,199414,451958,20.65
01001,M,199409,451965,1114015500002090000,196.29,11140605,207243,199400,451956,199417,451975,196.29
01001,M,199430,451959,1114015500002100000,53.57,11140605,207240,199426,451954,199434,451964,53.57
01001,M,199453,451977,1114015600001020000,57.76,11140605,207240,199449,451975,199457,451980,28.88
01001,M,199453,451970,1114015600001020000,112.8,11140605,207240,199449,451965,199456,451976,56.4
01001,M,198232,452007,1114010200001750000,144.49,11140550,206512,198223,452000,198240,452015,144.49
01001,M,198220,452011,1114010200001740000,80.93,11140550,206512,198216,452005,198226,452017,80.93
01001,M,198227,452065,1114010200000470000,69.72,11140550,206577,198222,452060,198233,452070,69.72
01003,M,199641,451787,1114016000000010010,104.1,11140605,206958,199638,451780,199645,451793,52.05
01001,M,198366,451942,1114010200001410000,106.15,11140550,206512,198360,451935,198372,451950,106.15
01003,M,198377,451973,1114010200001210004,153.5,11140550,206691,198366,451966,198387,451980,153.5
01001,M,199460,451968,1114015600001010003,46.61,11140605,207240,199456,451964,199464,451972,46.61
01003,M,199461,451976,1114015600001010002,95.56,11140605,207240,199456,451972,199465,451980,47.78
01001,M,199460,451947,1114015500002200002,48.22,11140605,207240,199456,451943,199463,451951,24.11
01001,M,199452,451949,1114015500002200001,53.22,11140605,207240,199446,451944,199457,451954,53.22
01001,M,199466,451957,1114015500002200000,61.3,11140605,207240,199460,451953,199470,451962,61.3
01001,M,199430,451973,1114015600001040000,178.15,11140605,207240,199422,451965,199438,451982,178.15
01003,M,199416,451976,1114015500002070000,80.1,11140605,207243,199411,451971,199420,451980,40.05
01001,M,199402,451984,1114015500002060000,70.99,11140605,207243,199396,451975,199409,451993,70.99
01003,M,199580,451750,1114016000000040012,61.08,11140605,206977,199576,451745,199584,451756,30.54
01003,M,199590,451725,1114016000000050009,32.52,11140605,206977,199588,451721,199592,451728,16.26
01003,M,199576,451716,1114013400000950005,181.98,11140590,207162,199569,451709,199582,451723,90.99
01003,M,199968,451698,1114015400000690017,206.37,11140590,175903,199965,451690,199971,451705,68.79
01003,M,199966,451717,1114015400000140088,81.46,11140590,1638,199963,451711,199969,451723,40.73
01003,M,199956,451696,1114015400000690026,116.36,11140590,175903,199953,451688,199959,451704,58.18
01003,M,199964,451728,1114015400000140011,86.9,11140590,1638,199961,451723,199967,451734,43.45
01003,M,199944,451727,1114015400000140085,117.16,11140590,1638,199940,451722,199948,451733,58.58
01003,M,199937,451728,1114015400000140086,109.42,11140590,1638,199934,451722,199941,451733,54.71
01003,M,200045,451695,1114015400001480055,213.32,11140590,207118,200040,451690,200049,451699,53.33
01001,M,200011,451687,1114015400000690004,96.17,11140590,175903,200006,451681,200016,451694,96.17
01003,M,200443,451844,1114014800000530002,141.78,11140590,207123,200434,451838,200453,451851,141.78
01003,M,200416,451828,1114014800000590001,98.16,11140590,207123,200411,451824,200420,451832,49.08
01001,M,200399,451826,1114014800000670001,49.31,11140590,207123,200396,451820,200402,451833,49.31
01003,M,200396,451817,1114014800000670003,33.38,11140590,207123,200392,451814,200401,451820,33.38
01001,M,199452,452006,1114015600000340000,52.9,11140605,207226,199447,452002,199457,452009,52.9
01001,M,199475,451982,1114015600000910000,72.76,11140605,207240,199470,451976,199480,451988,72.76
01001,M,199397,452034,1114015600001170001,54.55,11140605,207229,199391,452029,199401,452039,54.55
01001,M,199432,452028,1114015600001210000,37.51,11140605,207229,199428,452022,199436,452034,37.51
01001,M,199455,452013,1114015600000350000,34.15,11140605,207226,199451,452009,199458,452016,34.15
01003,M,199471,452033,1114015600000180003,100.62,11140605,207226,199468,452026,199473,452039,50.31
01001,M,199578,451732,1114016000000060005,70.42,11140605,206977,199573,451725,199583,451740,70.42
01003,M,199523,451734,1114016000000690002,100.14,11140605,206980,199518,451730,199528,451739,50.07
01001,M,199593,451700,1114013400000920010,33.73,11140590,207162,199589,451695,199596,451706,33.73
01001,M,199592,451691,1114013400000920011,56.13,11140590,207162,199587,451686,199596,451697,56.13
01001,M,199591,451681,1114013400000920007,69.88,11140590,207162,199587,451672,199596,451687,69.88
01001,M,200038,451980,1114015200002610006,55.21,11140605,207241,200032,451977,200044,451984,55.21
01003,M,200025,451975,1114015200002610004,55.28,11140605,207241,200020,451971,200031,451978,55.28
01001,M,200027,451991,1114015200002610002,40.42,11140605,207241,200025,451984,200030,451998,40.42
01003,M,200011,452008,1114015200002640003,47.32,11140605,207241,200008,452003,200015,452013,47.32
01001,M,200022,452007,1114015200002640004,42.43,11140605,207241,200018,452003,200027,452012,42.43
01001,M,200429,451763,1114014500000720017,71.16,11140590,207090,200423,451757,200435,451768,71.16
01003,M,200476,451793,1114014800000350002,208.2,11140590,207123,200469,451787,200484,451799,104.1
01001,M,200373,451814,1114014500000440001,69.88,11140590,207122,200368,451808,200377,451820,69.88
01001,M,199485,452037,1114015600000160000,75.84,11140605,207226,199481,452028,199491,452043,75.84
01001,M,199486,452045,1114015600000150002,46.1,11140605,207226,199480,452042,199491,452049,46.1
01001,M,199469,452004,1114015600000390000,55.86,11140605,207226,199465,451999,199474,452010,55.86
01001,M,199482,451999,1114015600000430000,68.44,11140605,207240,199475,451994,199488,452003,68.44
01003,M,199502,452044,1114015600000130002,93.55,11140605,207226,199497,452037,199509,452052,93.55
01001,M,199486,452016,1114015600000540000,46.43,11140605,207240,199480,452013,199491,452019,46.43
01001,M,199484,452021,1114015600000550000,48.73,11140605,207240,199479,452018,199490,452025,48.73
01001,M,199498,452028,1114015600000560001,71.97,11140605,207240,199494,452022,199502,452034,71.97
01003,M,199507,452031,1114015600000580000,316.44,11140605,207240,199501,452027,199513,452036,79.11
01001,M,199451,452036,1114015600000250000,67.09,11140605,207226,199443,452031,199458,452041,67.09
01003,M,199667,451681,1114013400001270001,56.18,11140590,207161,199664,451677,199670,451685,28.09
01003,M,199665,451673,1114013400001270001,58.42,11140590,207161,199662,451669,199668,451678,29.21
01001,M,199671,451689,1114013400001280043,17.93,11140590,207161,199668,451684,199673,451693,17.93
01001,M,199595,451669,1114013400000900001,27.7,11140590,207162,199593,451664,199598,451673,27.7
01003,M,199935,451993,1114015200002400000,260.76,11140605,207241,199928,451987,199941,451998,86.92
01003,M,199935,451959,1114015000001310000,156.66,11140605,207245,199930,451954,199941,451963,52.22
01003,M,200418,451770,1114014500000630006,185.5,11140590,207090,200411,451763,200424,451776,92.75
01001,M,200387,451768,1114014500000630002,68.94,11140590,207090,200381,451762,200392,451774,68.94
01001,M,200396,451765,1114014500000630010,85.06,11140590,207090,200390,451758,200402,451771,85.06
01003,M,200416,451758,1114014500000630007,233.82,11140590,207090,200408,451751,200423,451765,116.91
01003,M,200406,451731,1114014500000730008,361.77,11140590,207090,200399,451724,200413,451739,120.59
01001,M,200354,451739,1114014500000130003,76.36,11140590,207122,200350,451734,200359,451744,38.18
01003,M,200360,451746,1114014500000130003,81.08,11140590,207122,200352,451738,200367,451754,81.08
01003,M,199484,452055,1114015600000030004,106.91,11140605,207226,199476,452044,199490,452063,106.91
01001,M,199457,452067,1114015600000070000,80.59,11140605,207226,199451,452063,199466,452073,80.59
01003,M,199690,451778,1114015000002970003,69.47,11140605,206955,199684,451772,199696,451784,69.47
01003,M,199684,451761,1114013400000460000,81.94,11140590,207111,199679,451757,199688,451765,40.97
01001,M,199677,451771,1114013400000470003,22.84,11140590,207111,199675,451766,199681,451775,22.84
01001,M,199661,451764,1114013400000540007,32.64,11140590,207111,199658,451756,199666,451770,32.64
01001,M,199667,451765,1114013400000540006,17.45,11140590,207111,199664,451761,199669,451769,17.45
01001,M,199663,451758,1114013400000540012,15.88,11140590,207111,199660,451753,199666,451762,15.88
01001,M,199670,451753,1114013400000540011,63.79,11140590,207111,199664,451748,199676,451759,63.79
01003,M,199680,451751,1114013400000540001,169.3,11140590,207111,199674,451745,199687,451759,84.65
01003,M,199709,451854,1114015000002680000,137.42,11140605,206956,199704,451847,199714,451861,68.71
01003,M,199715,451850,1114015000002690002,95.8,11140605,206956,199710,451845,199719,451855,47.9
01003,M,199882,452000,1114015200002100003,279.72,11140605,207238,199876,451995,199888,452004,93.24
01001,M,199869,451993,1114015200002070000,40.47,11140605,207238,199866,451989,199873,451997,40.47
01003,M,200576,451945,1114014800000180055,78.96,11140590,207142,200573,451939,200580,451951,39.48
01001,M,200489,451802,1114014800000340005,84.81,11140590,207123,200484,451794,200494,451810,84.81
01001,M,200491,451817,1114014800000340006,53.95,11140590,207123,200487,451811,200497,451822,53.95
01003,M,199445,451780,1114016000000470002,96.39,11140605,206972,199435,451773,199453,451786,96.39
01003,M,199458,451773,1114016000000470008,73.11,11140605,206972,199451,451767,199465,451779,73.11
01001,M,199714,451811,1114015000002820000,55.16,11140605,206971,199709,451806,199721,451816,55.16
01001,M,199724,451812,1114015000002760003,95.74,11140605,206971,199720,451806,199728,451818,47.87
01001,M,199726,451820,1114015000002740003,29.94,11140605,206971,199722,451816,199730,451823,29.94
01003,M,199699,451843,1114015000002860000,189.72,11140605,206971,199693,451837,199706,451850,94.86
01003,M,199696,451822,1114015000002880000,69.61,11140605,206971,199689,451816,199702,451827,69.61
01003,M,199705,451812,1114015000002810003,98.8,11140605,206971,199699,451802,199710,451821,98.8
01003,M,199694,451797,1114015000002910001,87.85,11140605,206955,199688,451790,199700,451805,87.85
01001,M,199709,451803,1114015000002810002,21.89,11140605,206971,199705,451799,199712,451808,21.89
01003,M,199693,451786,1114015000002960000,69.94,11140605,206955,199687,451780,199700,451791,69.94
01003,M,199702,451793,1114015000002920000,71.1,11140605,206955,199699,451787,199705,451799,35.55
01003,M,199719,451800,1114015000002790000,115.06,11140605,206971,199714,451795,199724,451805,57.53
01003,M,199788,451814,1114015000002180001,270.39,11140605,206957,199778,451801,199798,451827,270.39
01001,M,200068,451945,1114015100000050001,33.36,11140605,207244,200064,451941,200072,451949,33.36
01003,M,200050,451974,1114015200003290001,59.98,11140605,207239,200046,451971,200055,451978,29.99
01003,M,200078,451976,1114015100000170001,201.42,11140605,207244,200067,451971,200088,451982,100.71
01003,M,200074,451985,1114015100000180000,98.3,11140605,207244,200069,451980,200080,451991,49.15
01003,M,200083,452001,1114015100000190034,79.06,11140605,207237,200078,451996,200088,452005,39.53
01003,M,200091,451998,1114015100000190052,73.56,11140605,207237,200087,451993,200096,452002,36.78
01003,M,200086,451984,1114015100000190016,209.98,11140605,207244,200079,451977,200093,451992,104.99
01001,M,200103,451977,1114015100000190012,57.88,11140605,207244,200100,451971,200107,451983,28.94
01002,M,200516,451783,1114014500001290000,105.72,11140590,207144,200511,451779,200520,451788,52.86
01001,M,200508,451763,1114014500001240000,31.51,11140590,207144,200505,451760,200512,451766,31.51
01001,M,200504,451741,1114014500001150000,52.3,11140590,207144,200498,451737,200509,451745,52.3
01001,M,200495,451710,1114014500001080000,19.82,11140590,207144,200492,451707,200499,451714,19.82
01001,M,199522,451913,1114015700002990003,47.71,11140605,207221,199516,451909,199527,451916,47.71
01003,M,199498,451951,1114015600000790000,90.7,11140605,207240,199494,451946,199503,451956,45.35
01003,M,199467,451949,1114015500002220000,84.48,11140605,207240,199463,451945,199471,451954,42.24
01001,M,199478,451953,1114015600000850000,42.85,11140605,207240,199474,451949,199482,451956,42.85
02003,M,199940,452044,1114015200002300000,1833,11140605,207231,199925,452037,199954,452052,305.5
01001,M,199960,452042,1114015200002730010,44.88,11140605,207231,199956,452037,199963,452046,44.88
01001,M,199959,452028,1114015200002730011,30.68,11140605,207241,199955,452025,199962,452032,30.68
01003,M,199965,452028,1114015200002730011,128.36,11140605,207241,199961,452024,199968,452032,32.09
01003,M,199971,452017,1114015200002730007,61.86,11140605,207241,199968,452013,199974,452022,30.93
01001,M,199963,452011,1114015200002730015,52.17,11140605,207241,199958,452005,199967,452016,52.17
01001,M,199966,452041,1114015200002730009,36.76,11140605,207231,199962,452037,199969,452046,36.76
01001,M,199961,452059,1114015200002750002,54.2,11140605,207231,199957,452053,199966,452063,54.2
01001,M,199964,452067,1114015200002750001,127.25,11140605,207231,199956,452062,199973,452072,127.25
01003,M,200102,452005,1114015100000190039,38.3,11140605,207237,200097,452000,200106,452010,38.3
01001,M,200134,451969,1114015100000190056,26.43,11140605,207237,200130,451966,200138,451973,26.43
01003,M,200107,452003,1114015100000190038,34.64,11140605,207237,200103,451998,200111,452007,34.64
01003,M,200106,452029,1114015300001440003,38.63,11140605,207237,200099,452024,200112,452034,38.63
01003,M,200115,452028,1114015300001420002,27.04,11140605,207237,200111,452022,200119,452032,27.04
01003,M,200120,452025,1114015300001410002,81.56,11140605,207237,200115,452020,200125,452030,40.78
01003,M,200125,452023,1114015300001410001,42.1,11140605,207237,200120,452017,200129,452028,42.1
01001,M,199490,451942,1114015600000810000,46.95,11140605,207240,199486,451936,199494,451946,46.95
01001,M,199497,451940,1114015600000800000,40.73,11140605,207240,199494,451935,199501,451945,40.73
01003,M,199528,451927,1114015700002910002,213.8,11140605,207221,199520,451923,199537,451932,106.9
01001,M,199539,451987,1114015700002700001,32.77,11140605,207221,199535,451984,199543,451990,32.77
01001,M,199980,452071,1114015200002870001,21.8,11140605,207233,199977,452068,199983,452073,21.8
01001,M,199967,452076,1114015200002830003,73.21,11140605,207231,199959,452072,199974,452079,73.21
01003,M,199975,452027,1114015200002730005,142.46,11140605,207241,199969,452023,199980,452032,71.23
01000,M,199999,452046,1114015200002710006,115.22,11140605,207233,199993,452040,200005,452052,115.22
01001,M,200001,452031,1114015200002710002,19.8,11140605,207241,199998,452028,200004,452033,19.8
01001,M,200012,452041,1114015200002700000,19.76,11140605,207233,200006,452040,200018,452043,19.76
01001,M,200035,452059,1114015200002970003,101.27,11140605,207233,200030,452052,200040,452066,101.27
01001,M,200027,452059,1114015200002970010,87.85,11140605,207233,200021,452052,200031,452066,87.85
01001,M,200017,452056,1114015200002710001,56.75,11140605,207233,200012,452050,200021,452061,56.75
01001,M,200152,451995,1114015100000190001,74.96,11140605,207237,200146,451989,200158,452001,74.96
01001,M,200153,452024,1114015300001360001,54.92,11140605,207237,200147,452019,200159,452029,54.92
01001,M,200154,452040,1114015300001140000,78.17,11140605,207237,200146,452036,200161,452044,78.17
01003,M,200107,452035,1114015300001440004,51.08,11140605,207237,200103,452031,200111,452039,25.54
01001,M,200101,452059,1114015200003140001,65.53,11140605,207233,200093,452053,200108,452065,65.53
01002,M,200114,452042,1114015300001070000,170.3,11140605,207237,200107,452035,200121,452049,85.15
01001,M,200109,452071,1114015200003130003,80.36,11140605,207233,200101,452064,200117,452078,80.36
01001,M,202354,451653,1114016200006750000,24.25,11140650,208056,202350,451649,202359,451657,24.25
01003,M,202334,451654,1114016200006350000,119.3,11140650,208040,202328,451650,202340,451658,59.65
01001,M,202352,451646,1114016200006770000,41.63,11140650,208056,202348,451637,202357,451651,41.63
01003,M,202336,451646,1114016200006360000,201.36,11140650,208040,202329,451641,202342,451650,67.12
01003,M,202338,451636,1114016200006450000,132.42,11140650,208040,202334,451630,202343,451641,66.21
01001,M,199516,451986,1114015600000680001,106.18,11140605,207240,199509,451980,199522,451990,53.09
01001,M,199509,451997,1114015600000670000,59.28,11140605,207240,199504,451993,199515,452002,59.28
01001,M,199496,451983,1114015600000480000,45.15,11140605,207240,199492,451978,199500,451988,45.15
01001,M,199492,451989,1114015600000480000,31.29,11140605,207240,199488,451985,199497,451992,31.29
01003,M,199531,452001,1114015700002670000,121.78,11140605,207221,199527,451995,199536,452006,60.89
01003,M,199542,451994,1114015700002660001,104.3,11140605,207221,199537,451989,199546,451999,52.15
01001,M,199518,452005,1114015600000640000,60.24,11140605,207240,199513,452001,199524,452009,60.24
01001,M,199519,452015,1114015600000610001,104.92,11140605,207240,199513,452009,199524,452021,104.92
01000,M,199507,452021,1114015600000600000,78.78,11140605,207240,199502,452016,199512,452026,78.78
01001,M,200055,452033,1114015200003170014,46.9,11140605,207239,200047,452029,200063,452036,46.9
01003,M,199929,451943,1114015000001290002,85.64,11140605,207245,199927,451938,199932,451947,21.41
01003,M,199929,451958,1114015000001300000,17.79,11140605,207245,199927,451953,199931,451964,17.79
01001,M,199928,451980,1114015200002430001,27.45,11140605,207241,199925,451974,199930,451985,27.45
01003,M,199914,451991,1114015200002140000,75.28,11140605,207238,199910,451987,199918,451995,37.64
01003,M,199904,451999,1114015200002150003,146.38,11140605,207238,199899,451994,199909,452005,73.19
01001,M,200136,452050,1114015300001120010,20.12,11140605,207237,200133,452047,200140,452053,20.12
01001,M,200144,452029,1114015300001350000,53.57,11140605,207237,200138,452025,200151,452034,53.57
01001,M,202343,451614,1114016200007130000,7.73,11140650,208056,202341,451611,202345,451617,7.73
01003,M,202339,451611,1114016200007130000,16.8,11140650,208056,202335,451606,202342,451615,16.8
01003,M,202325,451602,1114016200006210000,360.72,11140650,208056,202319,451596,202332,451608,90.18
01003,M,202324,451590,1114016200006220000,302.16,11140650,208056,202318,451585,202329,451596,75.54
01001,M,202310,451594,1114016200006250000,77.46,11140650,208056,202304,451588,202316,451600,77.46
01003,M,202322,451579,1114016200006230000,474.68,11140650,208056,202316,451572,202328,451587,118.67
01001,M,202307,451585,1114016200006260000,70.09,11140650,208056,202301,451578,202314,451590,70.09
01003,M,202355,451612,1114016200005200000,40.3,11140650,208056,202352,451609,202358,451614,20.15
01000,M,202356,451604,1114016200005210000,37.28,11140650,208056,202352,451598,202360,451610,37.28
01000,M,202341,451603,1114016200007120000,31.54,11140650,208056,202336,451599,202345,451607,31.54
01001,M,202333,451598,1114016200005240000,75.28,11140650,208056,202329,451591,202338,451606,75.28
01003,M,202341,451580,1114016200005030000,41.78,11140650,208056,202335,451575,202346,451585,41.78
01001,M,202339,451594,1114016200005250000,14.47,11140650,208056,202336,451591,202342,451597,14.47
01003,M,202336,451572,1114016200005040000,44.07,11140650,208056,202331,451568,202342,451577,44.07
01001,M,202333,451585,1114016200005010000,40.68,11140650,208056,202329,451579,202339,451590,40.68
01001,M,202330,451575,1114016200005020000,11.26,11140650,208056,202328,451570,202332,451579,11.26
01003,M,202269,451664,1114016200006600000,235.47,11140650,208038,202263,451660,202275,451669,78.49
01003,M,199540,452031,1114015700002540000,40.27,11140605,207221,199535,452028,199544,452034,40.27
01001,M,199532,452030,1114015700002530000,27.01,11140605,207221,199528,452027,199536,452032,27.01
01003,M,199517,452046,1114015600000120000,291.14,11140605,207226,199509,452040,199524,452053,145.57
01003,M,199899,452028,1114015200002190000,179.74,11140605,207238,199893,452022,199904,452034,89.87
01003,M,199911,452037,1114015200002220002,71.38,11140605,207238,199906,452034,199916,452040,35.69
01003,M,199911,452042,1114015200002220001,77.48,11140605,207238,199906,452039,199915,452046,38.74
01001,M,199909,452071,1114015200001110000,67.81,11140605,207219,199902,452066,199915,452077,67.81
01001,M,199927,452093,1114015200000640004,36.01,11140605,207219,199924,452088,199931,452098,36.01
01003,M,199945,452077,1114015200002810000,394.92,11140605,207231,199942,452069,199950,452087,98.73
01003,M,202257,451653,1114016200007530000,318.44,11140650,208038,202252,451649,202263,451658,79.61
01001,M,202241,451670,1114016200007490000,70.12,11140650,208038,202237,451663,202247,451677,70.12
01001,M,202289,451656,1114016200006190000,67.05,11140650,208040,202283,451650,202295,451661,67.05
01003,M,202303,451662,1114016200006160000,137.64,11140650,208040,202298,451658,202310,451667,68.82
01003,M,202303,451654,1114016200006170000,246.6,11140650,208040,202297,451649,202309,451659,82.2
01003,M,202313,451652,1114016200006420000,139.12,11140650,208040,202307,451647,202318,451658,69.56
01003,M,202329,451637,1114016200006440000,142.34,11140650,208040,202325,451631,202334,451642,71.17
01003,M,202316,451670,1114016200006400000,118.82,11140650,208040,202311,451665,202321,451675,59.41
01003,M,202325,451650,1114016200006390000,122.49,11140650,208040,202320,451646,202329,451655,40.83
01001,M,202326,451659,1114016200006380000,32.34,11140650,208040,202322,451654,202329,451663,32.34
01001,M,202269,451643,1114016200007550000,35.91,11140650,208038,202265,451638,202272,451648,35.91
01001,M,202254,451645,1114016200007570000,22.85,11140650,208038,202250,451642,202258,451647,22.85
01003,M,202247,451655,1114016200007500000,447.85,11140650,208038,202242,451647,202251,451664,89.57
01003,M,202254,451637,1114016200007610000,41.17,11140650,208038,202251,451630,202257,451643,41.17
01003,M,202248,451633,1114016200007700003,20.08,11140650,208038,202244,451631,202252,451636,20.08
01003,M,202246,451642,1114016200007700001,19.98,11140650,208038,202243,451638,202250,451646,19.98
01001,M,202275,451643,1114016200006640000,35.06,11140650,208038,202272,451638,202278,451648,35.06
01003,M,199951,452099,1114015200000580012,44.2,11140605,207215,199946,452096,199955,452101,22.1
01001,M,199981,452082,1114015200002890001,16.03,11140605,207233,199978,452079,199983,452085,16.03
01001,M,199985,452082,1114015200002890002,16.68,11140605,207233,199982,452079,199987,452084,16.68
01003,M,199994,452067,1114015200002900001,53.01,11140605,207233,199990,452061,199998,452074,53.01
01001,M,199993,452079,1114015200002900001,51.22,11140605,207233,199990,452074,199997,452084,51.22
01003,M,200318,451868,1114015100000770013,42.79,11140605,207227,200314,451862,200323,451874,42.79
01003,M,200336,451828,1114014500000350000,226.68,11140590,207122,200329,451822,200343,451834,75.56
01003,M,200334,451814,1114014500000310000,131.8,11140590,207122,200329,451808,200339,451820,65.9
01003,M,200345,451815,1114014500000320000,129.12,11140590,207122,200340,451810,200349,451820,64.56
01001,M,200352,451826,1114014500000390002,38.49,11140590,207122,200347,451822,200356,451831,38.49
02003,M,202301,451639,1114016200006200000,914.92,11140650,208040,202288,451632,202313,451645,228.73
01003,M,202294,451627,1114016200006520000,199.53,11140650,208040,202288,451624,202301,451631,66.51
01003,M,202306,451628,1114016200006500000,91.12,11140650,208040,202301,451624,202310,451632,45.56
01003,M,202314,451615,1114016200006510000,52.34,11140650,208056,202309,451611,202319,451619,52.34
01001,M,202322,451616,1114016200006480000,43.54,11140650,208056,202318,451611,202326,451620,43.54
02003,M,202269,451630,1114016200006300000,551.4,11140650,208038,202261,451625,202279,451636,137.85
01003,M,202262,451615,1114016200007200000,149.67,11140650,208038,202254,451607,202269,451623,149.67
01001,M,202252,451626,1114016200007590000,83.73,11140650,208038,202245,451620,202259,451630,83.73
01003,M,202244,451619,1114016200007640000,66.04,11140650,208038,202237,451613,202249,451625,66.04
01003,M,202299,451614,1114016200006530000,330.69,11140650,208056,202291,451610,202306,451619,110.23
01003,M,202275,451619,1114016200006910000,112.33,11140650,208038,202267,451612,202283,451624,112.33
01003,M,202299,451603,1114016200006550000,402.24,11140650,208056,202291,451597,202307,451608,100.56
01003,M,202299,451592,1114016200006270000,548,11140650,208056,202292,451581,202306,451600,137
