,노드링크 유형,노드 WKT,노드 ID,노드 유형 코드,링크 WKT,링크 ID,링크 유형 코드,시작노드 ID,종료노드 ID,링크 길이,시군구코드,시군구명,읍면동코드,읍면동명,고가도로,지하철네트워크,교량,터널,육교,횡단보도,"공원,녹지",건물내,행정동코드
2895,NODE,POINT(126.9794607007139 37.55946521228108),6112,0,,0,,,,,1114000000,중구,1114012100,회현동1가,,,,,0,0,,,11140550
2896,NODE,POINT(127.00010866179377 37.55715677435135),7540,0,,0,,,,,1114000000,중구,1114014400,장충동2가,,,,,0,0,,,11140570
2897,LINK,,0,,LINESTRING(127.01613349357773 37.557189950570134127.01622836712238 37.55723341970118127.01631463571684 37.5573638542092),25921,1111,8825,126419,26.033,1114000000,중구,1114016200,신당동,0,0,0,0,0,0,0,0,11140615
2898,NODE,POINT(126.97875636823875 37.55952458949623),6114,0,,0,,,,,1114000000,중구,1114011200,남창동,,,,,0,0,,,11140540
2899,NODE,POINT(127.00031276343523 37.55719110198735),7541,0,,0,,,,,1114000000,중구,1114014400,장충동2가,,,,,0,0,,,11140570
2900,LINK,,0,,LINESTRING(126.97420017950492 37.55863801970813126.9744070767772 37.5588806492005),48377,1111,5837,5838,32.548,1114000000,중구,1114011800,남대문로5가,0,0,0,0,0,0,0,0,11140540
2901,NODE,POINT(126.97918474755129 37.55938048825323),6115,0,,0,,,,,1114000000,중구,1114011200,남창동,,,,,0,0,,,11140540
2902,NODE,POINT(126.99986719542296 37.55387501657797),7590,0,,0,,,,,1114000000,중구,1114014400,장충동2가,,,,,0,0,,,11140570
2903,LINK,,0,,LINESTRING(127.01891029041258 37.56803145507517127.01890172587346 37.56827175199719),50371,1111,9065,137964,26.681,1114000000,중구,1114016500,황학동,0,0,0,0,0,0,0,0,11140670
2904,NODE,POINT(126.97878808401914 37.559195046524174),6116,0,,0,,,,,1114000000,중구,1114012100,회현동1가,,,,,0,0,,,11140550
2905,NODE,POINT(127.01407219432885 37.55633544697897),8979,0,,0,,,,,1114000000,중구,1114016200,신당동,,,,,0,0,,,11140615
2906,LINK,,0,,LINESTRING(127.00088906864178 37.55309915044462127.00092881919173 37.553218611519114127.00093076967376 37.55334178439056),26002,1011,122715,7594,27.388,1114000000,중구,1114014400,장충동2가,0,0,0,0,0,0,0,0,11140570
2907,NODE,POINT(126.97859528872908 37.55984953199505),6117,0,,0,,,,,1114000000,중구,1114011200,남창동,,,,,0,0,,,11140540
2908,NODE,POINT(127.01498517122621 37.559359457686924),8932,0,,0,,,,,1114000000,중구,1114016200,신당동,,,,,0,0,,,11140615
2909,LINK,,0,,LINESTRING(127.02126350071158 37.567861703537844127.0214360055194 37.567861672342154127.02157687982461 37.567845626975426127.02157970142638 37.56766025559472127.0216688094449 37.567593871925176),26007,1111,9461,9462,59.17,1114000000,중구,1114016500,황학동,0,0,0,0,0,0,0,0,11140670
2910,NODE,POINT(126.97805482550929 37.55987002956687),6118,0,,0,,,,,1114000000,중구,1114011200,남창동,,,,,0,0,,,11140540
2911,NODE,POINT(126.97935760136774 37.5690461007936),31146,0,,0,,,,,1114000000,중구,1114010100,무교동,,,,,1,1,,,11140550
2912,LINK,,0,,LINESTRING(126.99575444971047 37.566425250868136126.9955388231 37.56642066585761),42289,1111,6990,7002,19.057,1114000000,중구,1114015000,을지로4가,0,0,0,0,0,0,0,0,11140605
2913,NODE,POINT(126.97803194894013 37.559455800959114),6119,0,,0,,,,,1114000000,중구,1114011200,남창동,,,,,0,0,,,11140540
2914,NODE,POINT(127.00006841715403 37.55795089540297),7542,0,,0,,,,,1114000000,중구,1114014400,장충동2가,,,,,0,0,,,11140570
2915,LINK,,0,,LINESTRING(127.00488778542419 37.567123849362396127.00538589692238 37.56803202768416),42664,1111,7717,7641,109.985,1114000000,중구,1114014800,을지로6가,0,0,0,0,0,0,0,0,11140590
2916,NODE,POINT(126.97799186052417 37.55891798835009),6120,0,,0,,,,,1114000000,중구,1114011200,남창동,,,,,0,0,,,11140540
2917,NODE,POINT(127.00018626907824 37.55363014329495),7589,0,,0,,,,,1114000000,중구,1114014400,장충동2가,,,,,0,0,,,11140570
2918,LINK,,0,,LINESTRING(127.0195590415667 37.56413627156701127.01936924239942 37.56393033509912),48812,1011,9148,9149,28.348,1114000000,중구,1114016200,신당동,0,0,0,0,0,0,0,0,11140615
2919,NODE,POINT(126.97821039980532 37.558714349476205),6121,0,,0,,,,,1114000000,중구,1114011200,남창동,,,,,0,0,,,11140540
2920,NODE,POINT(126.99965445982467 37.558081341299484),7543,0,,0,,,,,1114000000,중구,1114014400,장충동2가,,,,,0,0,,,11140570
2921,LINK,,0,,LINESTRING(127.01298271499527 37.56466697270079127.01300568402013 37.564490753327526),26358,1011,126179,8656,19.663,1114000000,중구,1114016200,신당동,0,0,0,0,0,0,0,0,11140615
2922,NODE,POINT(126.97831673160553 37.55882879568618),6122,0,,0,,,,,1114000000,중구,1114011200,남창동,,,,,0,1,,,11140540
2923,NODE,POINT(126.96951448506077 37.55837143303798),15230,0,,0,,,,,1114000000,중구,1114012000,봉래동2가,,,,,0,0,,,11140540
2924,LINK,,0,,LINESTRING(126.9793333009292 37.567964793329935126.97930755621876 37.567491063273835),26367,1111,5901,15415,52.628,1114000000,중구,1114010100,무교동,0,0,0,0,0,0,0,0,11140550
2925,NODE,POINT(127.02304631479089 37.56871956734439),9433,0,,0,,,,,1114000000,중구,1114016500,황학동,,,,,0,0,,,11140670
2926,NODE,POINT(127.00304812283707 37.55990640724192),7861,0,,0,,,,,1114000000,중구,1114014400,장충동2가,,,,,0,0,,,11140570
2927,LINK,,0,,LINESTRING(127.01778175392433 37.56171070967275127.01755757196005 37.561948750501124127.01742536923255 37.562122698476),47213,1011,9281,9276,55.585,1114000000,중구,1114016200,신당동,0,0,0,0,0,0,0,0,11140615
2928,NODE,POINT(126.97854962827917 37.55867779506991),6123,0,,0,,,,,1114000000,중구,1114011200,남창동,,,,,0,1,,,11140540
2929,NODE,POINT(126.99930087997981 37.55713846406464),7544,0,,0,,,,,1114000000,중구,1114014400,장충동2가,,,,,0,0,,,11140570
2930,LINK,,0,,LINESTRING(126.97359720248906 37.56684346432469126.97354257994988 37.566834297978225),47217,1111,5751,5750,4.932,1114000000,중구,1114016700,정동,0,0,0,0,0,0,0,0,11140520
2931,NODE,POINT(127.01380846016811 37.56809280805486),8587,0,,0,,,,,1114000000,중구,1114016200,신당동,,,,,0,1,,,11140615
2932,NODE,POINT(127.00037886207106 37.55348138807488),7588,0,,0,,,,,1114000000,중구,1114014400,장충동2가,,,,,0,0,,,11140570
2933,LINK,,0,,LINESTRING(126.97612094682799 37.55722639893656126.97625028815685 37.55728592688916),26450,1111,6085,21873,13.201,1114000000,중구,1114011800,남대문로5가,0,0,0,0,0,0,0,0,11140540
2934,NODE,POINT(127.01533510293106 37.56794844229003),8584,0,,0,,,,,1114000000,중구,1114016200,신당동,,,,,0,0,,,11140615
2935,NODE,POINT(127.00234702391116 37.55720114592893),7587,0,,0,,,,,1114000000,중구,1114014400,장충동2가,,,,,0,0,,,11140570
2936,LINK,,0,,LINESTRING(126.96738994885027 37.55865006636188126.96743029263264 37.5584258012907126.9673729300057 37.55812369912003126.96730398906807 37.55800467633773),26446,1011,14434,15189,73.602,1114000000,중구,1114017100,중림동,0,0,0,0,0,0,0,0,11140680
2937,NODE,POINT(126.96576965032853 37.559503230350494),14957,0,,0,,,,,1114000000,중구,1114017100,중림동,,,,,0,0,,,11140680
2938,NODE,POINT(127.00053411767148 37.55783875609423),7545,0,,0,,,,,1114000000,중구,1114014400,장충동2가,,,,,0,0,,,11140570
2939,LINK,,0,,LINESTRING(126.99104293838269 37.56095597092061126.99099408526065 37.56080034703483),26520,1111,20508,6772,17.804,1114000000,중구,1114014000,남학동,0,0,0,0,0,0,0,0,11140570
2940,NODE,POINT(127.01480315359488 37.56765100139219),8585,0,,0,,,,,1114000000,중구,1114016200,신당동,,,,,0,0,,,11140615
2941,LINK,,0,,LINESTRING(126.97014640653859 37.559664615401736126.97025621707098 37.559672766616444126.97105480659113 37.55973120903351),18029,1111,15256,15257,80.601,1114000000,중구,1114017200,의주로2가,0,0,1,0,0,0,0,0,11140680
2942,LINK,,0,,LINESTRING(126.96821145248562 37.56157057101863126.96836179334288 37.56160711426902126.96924140768652 37.56181789160149),42672,1111,119025,98363,95.049,1114000000,중구,1114016900,의주로1가,0,0,0,0,0,0,0,0,11140520
2943,NODE,POINT(126.97843467480689 37.5585541933612),6124,2,,0,,,,,1114000000,중구,1114011200,남창동,,,,,0,0,,,11140540
2944,NODE,POINT(127.01490071215117 37.559460337205046),8931,0,,0,,,,,1114000000,중구,1114016200,신당동,,,,,0,0,,,11140615
2945,LINK,,0,,LINESTRING(127.0084972596539 37.55991987201065127.00839380548965 37.56025629364599),50589,1111,8353,8355,38.441,1114000000,중구,1114014300,장충동1가,0,0,0,0,0,0,0,0,11140580
2946,NODE,POINT(127.01487511914205 37.5680972555353),8586,0,,0,,,,,1114000000,중구,1114016200,신당동,,,,,0,0,,,11140615
2947,NODE,POINT(127.00094235343947 37.56014559444684),7586,0,,0,,,,,1114000000,중구,1114013600,묵정동,,,,,0,0,,,11140580
2948,LINK,,0,,LINESTRING(127.0081142047839 37.556758702184865127.00795319791015 37.556511551516124127.00779220782783 37.55641544383844127.00770021556461 37.556378833335344127.00753241195116 37.5563372391362),27085,1111,9935,8409,73.297,1114000000,중구,1114016200,신당동,0,0,0,0,0,0,0,0,11140615
2949,NODE,POINT(127.02100179324228 37.56759399246612),10232,0,,0,,,,,1114000000,중구,1114016500,황학동,,,,,0,0,,,11140670
2950,NODE,POINT(127.0016552934453 37.5598572315403),7585,0,,0,,,,,1114000000,중구,1114014400,장충동2가,,,,,0,0,,,11140570
2951,LINK,,0,,LINESTRING(127.01845187247677 37.56284571838801127.018419930761 37.56287873367642127.01802035981969 37.5630389925148127.01798044264102 37.56306091304595),27086,1011,9310,9318,48.44,1114000000,중구,1114016200,신당동,0,0,0,0,0,0,0,0,11140615
2952,LINK,,0,,LINESTRING(126.97382196182382 37.565397163534364126.97375585723313 37.56533993560576),63728,1000,5746,5747,8.629,1114000000,중구,1114016700,정동,0,0,0,0,0,1,0,0,11140520
2953,NODE,POINT(126.99567565803973 37.56172803881543),7103,0,,0,,,,,1114000000,중구,1114013200,충무로4가,,,,,0,1,,,11140590
2954,LINK,,0,,LINESTRING(126.9880180404724 37.56465625755683126.98780529252996 37.564663101365014126.98776502029612 37.5648026975528),27152,1111,6451,6452,34.708,1114000000,중구,1114013100,저동1가,0,0,0,0,0,0,0,0,11140550
2955,NODE,POINT(127.01191919687099 37.564475718354764),10187,0,,0,,,,,1114000000,중구,1114016200,신당동,,,,,0,0,,,11140615
2956,NODE,POINT(127.01241687420446 37.55906819079077),8930,0,,0,,,,,1114000000,중구,1114016200,신당동,,,,,0,0,,,11140615
2957,LINK,,0,,LINESTRING(127.01689712074464 37.56533587247036127.01786026522281 37.56544100308152),48678,1111,9130,9122,85.888,1114000000,중구,1114016200,신당동,0,0,0,0,0,0,0,0,11140615
2958,NODE,POINT(127.01378824131622 37.56758704546731),8590,0,,0,,,,,1114000000,중구,1114016200,신당동,,,,,0,0,,,11140615
2959,NODE,POINT(126.99516389450262 37.56236537497236),7120,0,,0,,,,,1114000000,중구,1114013200,충무로4가,,,,,0,0,,,11140590
2960,LINK,,0,,LINESTRING(126.98499731032474 37.561560922486126.98413320173434 37.56143407022657),47243,1111,10054,6316,77.634,1114000000,중구,1114012400,충무로1가,0,0,0,0,0,0,0,0,11140550
2961,NODE,POINT(126.99317627354168 37.55851653800567),6864,0,,0,,,,,1114000000,중구,1114013800,필동2가,,,,,0,0,,,11140570
2962,NODE,POINT(126.99518408273977 37.56136872031854),7113,0,,0,,,,,1114000000,중구,1114013200,충무로4가,,,,,0,0,,,11140590
2963,LINK,,0,,LINESTRING(127.01929351751646 37.56014282798589127.01903190290014 37.56010625393201127.01891116262856 37.560108561865185),27028,1111,9350,9351,34.14,1114000000,중구,1114016200,신당동,0,0,0,0,0,0,0,0,11140615
2964,NODE,POINT(127.01173063279464 37.56431128682352),10186,0,,0,,,,,1114000000,중구,1114016200,신당동,,,,,0,0,,,11140615
2965,NODE,POINT(127.00088485462382 37.55988012515109),7584,0,,0,,,,,1114000000,중구,1114014400,장충동2가,,,,,0,0,,,11140570
2966,LINK,,0,,LINESTRING(127.01331124449685 37.56099613217484127.01386332119382 37.56160024101785),27029,1111,8768,8771,82.915,1114000000,중구,1114016200,신당동,0,0,0,0,0,0,0,0,11140615
2967,NODE,POINT(127.01194153057858 37.56403819768877),10185,0,,0,,,,,1114000000,중구,1114016200,신당동,,,,,0,0,,,11140615
2968,NODE,POINT(126.9999189319721 37.55869695712157),7546,0,,0,,,,,1114000000,중구,1114014400,장충동2가,,,,,0,0,,,11140570
2969,LINK,,0,,LINESTRING(126.9866707681238 37.558580061719304126.98681737096312 37.55862584883438),47242,1011,6601,6600,13.914,1114000000,중구,1114012900,남산동2가,0,0,0,0,0,0,0,0,11140550
2970,NODE,POINT(127.01151063705096 37.562416081083406),10184,0,,0,,,,,1114000000,중구,1114016200,신당동,,,,,0,0,,,11140615
2971,LINK,,0,,LINESTRING(126.9902154430178 37.55119386379785126.9898886042701 37.55130225573189126.98887485554016 37.55120518314389),7764,1000,122837,119605,121.512,1114000000,중구,1114014200,예장동,0,0,0,0,0,1,0,0,11140570
2972,LINK,,0,,LINESTRING(126.97461876070516 37.56196563607198126.97401783520706 37.56120524630593),47808,1111,5792,5767,99.706,1114000000,중구,1114016600,서소문동,0,0,0,0,0,0,0,0,11140520
2973,NODE,POINT(127.01217593558025 37.562492954356095),10183,0,,0,,,,,1114000000,중구,1114016200,신당동,,,,,0,0,,,11140615
2974,NODE,POINT(126.9989472787175 37.558351383999586),7547,0,,0,,,,,1114000000,중구,1114014400,장충동2가,,,,,0,0,,,11140570
2975,LINK,,0,,LINESTRING(126.97763642242828 37.565092379353736126.97744087591015 37.5652525392647),51526,1111,5933,5934,24.788,1114000000,중구,1114016700,정동,0,0,0,0,0,0,0,0,11140520
2976,NODE,POINT(127.01194175555916 37.561713459113584),10182,0,,0,,,,,1114000000,중구,1114016200,신당동,,,,,0,0,,,11140615
2977,NODE,POINT(127.01177220730376 37.5635984053714),10029,0,,0,,,,,1114000000,중구,1114016200,신당동,,,,,0,0,,,11140615
2978,LINK,,0,,LINESTRING(126.96965013976961 37.567662903832435126.96943866721321 37.56804160084794126.96924890301491 37.56806214833344126.96913881708821 37.56806411952721),25415,1111,15425,10335,72.643,1114000000,중구,1114016700,정동,0,0,0,0,0,0,0,0,11140520
2979,NODE,POINT(127.01135941703778 37.56201935931642),10180,0,,0,,,,,1114000000,중구,1114016200,신당동,,,,,0,0,,,11140615
2980,LINK,,0,,LINESTRING(126.97806394563625 37.558178805679155126.97817895931792 37.55809186273995),12413,1111,6125,6126,14.014,1114000000,중구,1114011200,남창동,0,0,0,0,0,0,0,0,11140540
2981,LINK,,0,,LINESTRING(127.0064496799606 37.551540485145864127.00650431127815 37.55173271913099),27179,1111,7935,7936,21.875,1114000000,중구,1114016200,신당동,0,0,0,0,0,0,0,0,11140615
2982,NODE,POINT(127.0113868775799 37.56149610342917),10179,0,,0,,,,,1114000000,중구,1114016200,신당동,,,,,0,0,,,11140615
2983,NODE,POINT(126.99922324331612 37.55912491020465),7548,0,,0,,,,,1114000000,중구,1114014400,장충동2가,,,,,0,0,,,11140570
2984,LINK,,0,,LINESTRING(126.98386558857844 37.56261033912069126.98402098450977 37.56189633847207),51525,1111,6322,6315,80.426,1114000000,중구,1114012400,충무로1가,0,0,0,0,0,0,0,0,11140550
2985,NODE,POINT(127.01204636838094 37.561264026226674),10178,0,,0,,,,,1114000000,중구,1114016200,신당동,,,,,0,0,,,11140615
2986,NODE,POINT(126.99875753005543 37.55940410719195),7549,0,,0,,,,,1114000000,중구,1114014400,장충동2가,,,,,0,0,,,11140570
2987,LINK,,0,,LINESTRING(126.986138528362 37.56082505066927126.98609248886596 37.561053898442076),50304,1011,6511,6512,25.723,1114000000,중구,1114012500,충무로2가,0,0,0,0,0,0,0,1,11140550
2988,NODE,POINT(127.01175195223051 37.56130840805612),10177,0,,0,,,,,1114000000,중구,1114016200,신당동,,,,,0,0,,,11140615
2989,LINK,,0,,LINESTRING(126.99905213491209 37.56394798941843126.99902050579901 37.5643210196555),17958,1111,7362,7363,41.496,1114000000,중구,1114013500,예관동,0,0,0,0,0,0,0,0,11140590
2990,LINK,,0,,LINESTRING(127.02024969957235 37.560400997779865127.01993343693104 37.560268316737485),25498,1111,153077,127421,31.586,1114000000,중구,1114016200,신당동,0,0,0,0,0,0,0,0,11140615
