,노드링크 유형,노드 WKT,노드 ID,노드 유형 코드,링크 WKT,링크 ID,링크 유형 코드,시작노드 ID,종료노드 ID,링크 길이,시군구코드,시군구명,읍면동코드,읍면동명,고가도로,지하철네트워크,교량,터널,육교,횡단보도,"공원,녹지",건물내,행정동코드
34,NODE,POINT(127.01713615324799 37.56712089126608),9252,0,,0,,,,,1114000000,중구,1114016300,흥인동,,,,,0,0,,,11140615
35,NODE,POINT(127.02066933188054 37.56617973988599),127432,0,,0,,,,,1114000000,중구,1114016500,황학동,,,,,0,0,,,11140670
36,NODE,POINT(127.00810108484042 37.56494551459566),8152,0,,0,,,,,1114000000,중구,1114014900,을지로7가,,,,,0,0,,,11140590
37,NODE,POINT(127.01035407397114 37.557821139306995),8346,0,,0,,,,,1114000000,중구,1114016200,신당동,,,,,0,0,,,11140615
38,NODE,POINT(127.01880502575648 37.56102399161784),9285,0,,0,,,,,1114000000,중구,1114016200,신당동,,,,,0,0,,,11140615
39,NODE,POINT(127.02318256646276 37.571388547626384),127438,0,,0,,,,,1114000000,중구,1114016500,황학동,,,,,0,1,,,11140670
40,NODE,POINT(127.00888893123236 37.56582997481084),8164,0,,0,,,,,1114000000,중구,1114014900,을지로7가,,,,,0,0,,,11140590
41,NODE,POINT(127.02123790504184 37.56884806412891),127439,0,,0,,,,,1114000000,중구,1114016500,황학동,,,,,0,0,,,11140670
42,NODE,POINT(127.02050709077152 37.56165534300053),9265,0,,0,,,,,1114000000,중구,1114016200,신당동,,,,,0,0,,,11140615
43,NODE,POINT(126.96274322771538 37.558116636803476),9625,0,,0,,,,,1114000000,중구,1114017100,중림동,,,,,0,0,,,11140680
44,NODE,POINT(127.00813858715075 37.56611952795588),8165,0,,0,,,,,1114000000,중구,1114014900,을지로7가,,,,,0,1,,,11140590
45,NODE,POINT(127.0079939678992 37.55799067413339),8339,0,,0,,,,,1114000000,중구,1114014400,장충동2가,,,,,0,1,,,11140570
46,NODE,POINT(127.01671641973165 37.56722851232705),9251,0,,0,,,,,1114000000,중구,1114016300,흥인동,,,,,0,0,,,11140615
47,NODE,POINT(127.00986268370987 37.5592057437335),8360,0,,0,,,,,1114000000,중구,1114016200,신당동,,,,,0,0,,,11140615
48,NODE,POINT(127.01687167429712 37.56723535583028),9250,0,,0,,,,,1114000000,중구,1114016300,흥인동,,,,,0,0,,,11140615
49,LINK,,0,,LINESTRING(127.023482703798 37.561689919460186127.02347248844298 37.56165021363129127.02343217860728 37.56158908133984),200921,1011,9558,9560,12.161,1114000000,중구,1114016200,신당동,0,0,0,0,0,0,0,0,11140615
50,NODE,POINT(127.01808636455324 37.56120260937494),9280,0,,0,,,,,1114000000,중구,1114016200,신당동,,,,,0,0,,,11140615
51,NODE,POINT(127.01018185357069 37.55974123323343),8361,0,,0,,,,,1114000000,중구,1114016200,신당동,,,,,0,0,,,11140615
