자치구,안심 주소,위도,경도,CCTV 수량,수정 일시
중구,중506(다산로21길 24,다산동 377-103,호림마트앞),37.5582,127.0112,1,2022-12-01
중구,중507(다산로15길 19,다산동 377-127,약수공영주차장옆 골목),37.5570,127.0107,1,2022-12-01
중구,중508(청구로17길 40,다산동 386-86,장충초등학교 정문),37.5594,127.0118,1,2022-12-01
중구,중508가1(청구로17길 28-29,신당동 386-58),37.5598,127.0122,1,2022-12-01
중구,중508가2(청구로17길 28-29,신당동 386-58),37.5598,127.0122,1,2022-12-01
중구,중508가3(청구로17길 28-29,신당동 386-58),37.5598,127.0122,1,2022-12-01
중구,중508보1(청구로17길 40_장충초등학교 정문),37.5594,127.0118,1,2022-12-01
중구,중508보2(청구로17길 40_장충초등학교 정문),37.5594,127.0118,1,2022-12-01
중구,중509보1(차111,동호로20길 85,경기공업사 앞 사거리),37.5616,127.0097,1,2022-12-01
중구,중509보2(차111,동호로20길 85,경기공업사 앞 사거리),37.5616,127.0097,1,2022-12-01
중구,중509보3(차111,동호로20길 85,경기공업사 앞 사거리),37.5616,127.0097,1,2022-12-01
중구,중510(청구로17길 20,다산동 402-16,싱싱마트 앞),37.5602,127.0118,1,2022-12-01
중구,중510보1(청구로17길 20,다산동 402-16,싱싱마트 앞),37.5602,127.0118,1,2022-12-01
중구,중510보2(청구로17길 20,다산동 402-16,싱싱마트 앞),37.5602,127.0118,1,2022-12-01
중구,중511(동호로20길 34-29,다산동 405-1,마로케트앞 골목 사거리,37.5602,127.0104,1,2022-12-01
중구,중512(동호로20길 36,다산동 405-16,천주교신당교회 부근),37.5595,127.0091,1,2022-12-01
중구,중513(동호로20길 34-10,다산동 406-2,동신상사 앞),37.5591,127.0099,1,2022-12-01
중구,중514(동호로20다길 26,다산동 413-3,주택가 앞),37.5585,127.0101,1,2022-12-01
중구,중515(동호로14길 11-7,다산동 423-1,그린피아빌),37.5565,127.0103,1,2022-12-01
중구,중517(동호로15길 50,다산동 432-24,다산동 어린이집 후문),37.5543,127.0080,1,2022-12-01
중구,중517보1(동호로15길 50_다산동 어린이집 후문),37.5543,127.0080,1,2022-12-01
중구,중517보2(동호로15길 50_다산동 어린이집 후문),37.5543,127.0080,1,2022-12-01
중구,중518(동호로15길 50,다산동 432-24,다산어린이집 앞 공원),37.5540,127.0083,1,2022-12-01
중구,중518보1(동호로15길 50_다산어린이집 앞 공원),37.5540,127.0083,1,2022-12-01
중구,중519(동호로15길 103,다산동 432-73,비전빌라트1동 앞),37.5539,127.0075,1,2022-12-01
중구,중520(동호로11나길 47,다산동 432-462,충현공영주차장 앞),37.5523,127.0057,1,2022-12-01
중구,중521(동호로11마길 34,신당동 432-921 ,계단 전신주 옆 ),37.5507,127.0058,1,2022-12-01
중구,중521보1(동호로11마길 34,신당동432-921 ,계단 전신주 옆 ),37.5507,127.0058,1,2022-12-01
중구,중521보2(동호로11마길 34,신당동432-921 ,계단 전신주 옆 ),37.5507,127.0058,1,2022-12-01
중구,중522(동호로11라길 13,다산동 432-518,하나세탁소 앞),37.5520,127.0062,1,2022-12-01
중구,중523보1(동호로11마길20-14_다산동432-521_주택가 묘각사입구,37.5511,127.0059,1,2022-12-01
중구,중524(다산로 67-5,다산동 432-710,다세대주택가앞),37.5506,127.0072,1,2022-12-01
중구,중525(동호로15가길 33-1,다산동 432-762,주택가 골목),37.5548,127.0071,1,2022-12-01
중구,중525가1(신당동 432-276),37.5545,127.0070,1,2022-12-01
중구,중525가2(신당동 432-276),37.5545,127.0070,1,2022-12-01
중구,중526(동호로17길 261,다산동 432-1696,정맥프린스빌라 앞),37.5491,127.0058,1,2022-12-01
중구,중527(동호로11마길 52,다산동 432-1976,청솔마트 맞은편),37.5507,127.0050,1,2022-12-01
중구,중528(동호로11바길 42-1,다산동 432-2013,우석아파트301앞,37.5503,127.0055,1,2022-12-01
중구,중528보1(동호로11바길42-1,다산동432-2013,우석아파트301앞,37.5503,127.0055,1,2022-12-01
중구,중529(동호로17길 123,다산동 432-2292,성곽길 서울회관 뒤,37.5538,127.0045,1,2022-12-01
중구,중530(동호로15길 130-2,다산동 432-2824,창원하이트앞 골목,37.5549,127.0080,1,2022-12-01
중구,중531(동호로17길 65-11,다산동 824-8,주택가골목 사거리),37.5552,127.0067,1,2022-12-01
중구,중531보1(동호로17길 65-11,다산동 824-8,주택가골목 사거리),37.5552,127.0067,1,2022-12-01
중구,중531보2(동호로17길 65-11,다산동 824-8,주택가골목 사거리),37.5552,127.0067,1,2022-12-01
중구,중532(동호로8나길 35,약수동309-75,이어식품앞,중구시설관리공단1,37.5523,127.0136,1,2022-12-01
중구,중532보1(동호로8나길 35_이어식품 앞),37.5523,127.0136,1,2022-12-01
중구,중532보2(동호로8나길 35_이어식품 앞),37.5523,127.0136,1,2022-12-01
중구,중533(동호로8가길 43,약수동 346-452,주택가앞)1,37.5539,127.0144,1,2022-12-01
중구,중533가1(동호로8가길 27,신당동 349-132,전봇대 옆)1,37.5533,127.0141,1,2022-12-01
중구,중533가2(동호로8가길 27,신당동 349-132,전봇대 옆)1,37.5533,127.0141,1,2022-12-01
중구,중534(동호로8라길 8,약수동 346-489,각산타운앞)1,37.5533,127.0146,1,2022-12-01
중구,중535(동호로8가길 1,약수동 349-190,갤러리예술공간앞)1,37.5536,127.0126,1,2022-12-01
중구,중536(동호로8나길 15,약수동 349-245,마을마당 앞 장수빌라)1,37.5527,127.0128,1,2022-12-01
중구,중537(다산로 96,약수동 366-106,나이스피부과옆)1,37.5526,127.0092,1,2022-12-01
중구,중538(동호로7길 26,약수동 366-74,약수시장 사거리)1,37.5526,127.0108,1,2022-12-01
중구,중538보1(동호로7길 26,약수동 366-74,약수시장 사거리)1,37.5526,127.0108,1,2022-12-01
중구,중539(다산로6길 22,약수동 366-85,소방파출소 옆)1,37.5522,127.0090,1,2022-12-01
중구,중540(다산로4길 10,약수동 366-142,덕성빌라 앞 삼거리)1,37.5495,127.0079,1,2022-12-01
중구,중540보1(다산로4길 10_덕성빌라 앞 삼거리),37.5495,127.0079,1,2022-12-01
중구,중540보2(다산로4길 10_덕성빌라 앞 삼거리),37.5495,127.0079,1,2022-12-01
중구,중541(다산로10길 10-33,약수동 368-75,약수경로당 앞)1,37.5530,127.0102,1,2022-12-01
중구,중541보1(다산로10길 10-33,약수동 368-75,약수경로당 앞)1,37.5530,127.0102,1,2022-12-01
중구,중542(동호로 171,약수동 372-3,다나약국 앞 사거리)1,37.5533,127.0112,1,2022-12-01
중구,중542보1(동호로 171_다나약국 앞 사거리),37.5533,127.0112,1,2022-12-01
중구,중542보2(동호로 171_다나약국 앞 사거리),37.5533,127.0112,1,2022-12-01
중구,중542보3(동호로 171_다나약국 앞 사거리),37.5533,127.0112,1,2022-12-01
중구,중543(다산로8길 35-2,약수동 372-102,약수교회옆)1,37.5525,127.0116,1,2022-12-01
중구,중544(다산로 32,약수동 844-9,남산타운아파트 23동앞)1,37.5481,127.0109,1,2022-12-01
중구,중545(청구로3가길 10,청구동 330-343,주택가 앞)1,37.5584,127.0158,1,2022-12-01
중구,중545가1(청구로3길 20),37.5586,127.0153,1,2022-12-01
중구,중545가2(청구로3길 20),37.5586,127.0153,1,2022-12-01
중구,중546(청구로3길 35-7,청구동 330-376,주택가 앞)1,37.5584,127.0158,1,2022-12-01
중구,중546가1(청구로1길 54-8),37.5575,127.0154,1,2022-12-01
중구,중546가2(청구로1길 54-8),37.5575,127.0154,1,2022-12-01
중구,중546가3(청구로1길 54-8),37.5575,127.0154,1,2022-12-01
중구,중546보1(청구로3길 35-7_주택가 앞),37.5584,127.0158,1,2022-12-01
중구,중546보2(청구로3길 35-7_주택가 앞),37.5584,127.0158,1,2022-12-01
중구,중547(다산로28가길 12,청구동 330-383,골목길 입구)1,37.5592,127.0142,1,2022-12-01
중구,중548(다산로20길 35,청구동 333-41,구립경로당 부근)1,37.5567,127.0142,1,2022-12-01
중구,중548보1(다산로20길 35_구립경로당 부근),37.5567,127.0142,1,2022-12-01
중구,중548보2(청구로3길 35-7_주택가 앞),37.5567,127.0142,1,2022-12-01
중구,중548보3(다산로20길 35_구립경로당 부근),37.5567,127.0142,1,2022-12-01
중구,중549(다산로22길 18,청구동 333-111,이현정 헤어앞)1,37.5573,127.0134,1,2022-12-01
중구,중549가1(다산로24길 15),37.5579,127.0134,1,2022-12-01
중구,중549가2(다산로24길 15),37.5579,127.0134,1,2022-12-01
중구,중549보1(다산로22길 18_이현정헤어 앞),37.5573,127.0134,1,2022-12-01
중구,중549보2(다산로22길 18_이현정헤어 앞),37.5573,127.0134,1,2022-12-01
중구,중549보3(다산로20길 35_이현정헤어 앞),37.5573,127.0134,1,2022-12-01
중구,중550(다산로24길 58,청구동 333-293,롯데우유앞)1,37.5570,127.0155,1,2022-12-01
중구,중551(다산로24가길 8,청구동 333-294,약수하이츠후문마을마당옆1,37.5569,127.0158,1,2022-12-01
중구,중552(매봉18길 109,청구동 333-772,동산초등학교 정문앞)1,37.5560,127.0174,1,2022-12-01
중구,중552보1(매봉18길 109,청구동 333-772,동산초등학교 정문앞1,37.5560,127.0174,1,2022-12-01
중구,중553(동호로10길 69,청구동 340-34,왕호체육관 앞),37.5567,127.0130,1,2022-12-01
중구,중554(다산로16길 38,청구동 346-402,연세우유앞 방범초소),37.5560,127.0138,1,2022-12-01
중구,중554보1(다산로16길 38_연세우유앞 방범초소),37.5560,127.0138,1,2022-12-01
중구,중554보2(다산로16길 38_연세우유앞 방범초소),37.5560,127.0138,1,2022-12-01
중구,중554보3(다산로16길 38_연세우유앞 방범초소),37.5560,127.0138,1,2022-12-01
중구,중555(동호로10길 39,청구동 347-359,스리랑카대사관 사거리),37.5554,127.0123,1,2022-12-01
중구,중555가1(다산로14길 17),37.5559,127.0124,1,2022-12-01
중구,중555가2(다산로14길 17),37.5559,127.0124,1,2022-12-01
중구,중555가3(다산로14길 17),37.5559,127.0124,1,2022-12-01
중구,중555나1(다산로14길 11),37.5560,127.0122,1,2022-12-01
중구,중555나2(다산로14길 11),37.5560,127.0122,1,2022-12-01
중구,중555보1(동호로10길 39_스리랑카대사관 사거리),37.5554,127.0123,1,2022-12-01
중구,중555보2(동호로10길 39_스리랑카대사관 사거리),37.5554,127.0123,1,2022-12-01
중구,중555보3(동호로10길 39_스리랑카대사관 사거리),37.5554,127.0123,1,2022-12-01
중구,중556가1(청구로 51-30),37.5588,127.0164,1,2022-12-01
중구,중556가2(청구로 51-30),37.5588,127.0164,1,2022-12-01
중구,중556보1(청구로1길 23_신당 삼성상가 사거리),37.5585,127.0167,1,2022-12-01
중구,중556보2(청구로1길 23_신당 삼성상가 사거리),37.5585,127.0167,1,2022-12-01
중구,중556보3(청구로1길 23_신당 삼성상가 사거리),37.5585,127.0167,1,2022-12-01
중구,중557(다산로 168,청구동 333-165,청구초등학교),37.5586,127.0132,1,2022-12-01
중구,중557보1(다산로 168,청구동 333-165,청구초등학교),37.5586,127.0132,1,2022-12-01
중구,중557보2(다산로 168_청구초등학교),37.5586,127.0132,1,2022-12-01
중구,중558(동호로7길 47-7,약수동 372-450,한솔어린이집),37.5515,127.0112,1,2022-12-01
중구,중558보1(동호로7길 47-7,약수동 372-450,한솔어린이집),37.5515,127.0112,1,2022-12-01
중구,중559(다산로 32,약수동 산37-224,구립신당3동 어린이집),37.5464,127.0087,1,2022-12-01
중구,중559보1(다산로 32_구립약수어린이집),37.5464,127.0087,1,2022-12-01
중구,중559보2(다산로 32_구립약수어린이집),37.5464,127.0087,1,2022-12-01
중구,중560(다산로 32,약수동 844-1,수암유치원앞),37.5496,127.0122,1,2022-12-01
중구,중560보1(다산로 32,약수동 844-1,수암유치원앞),37.5496,127.0122,1,2022-12-01
중구,중560보2(다산로 32,약수동 844-1,수암유치원앞),37.5496,127.0122,1,2022-12-01
중구,중560보3(다산로 32,약수동 844-1,수암유치원앞),37.5496,127.0122,1,2022-12-01
중구,중560보4(다산로 32,약수동 844-1,수암유치원앞),37.5496,127.0122,1,2022-12-01
중구,중561(동호로10길 27,청구동 347-298,신일교회입구),37.5550,127.0120,1,2022-12-01
중구,중561보1(동호로10길 27,청구동 347-298,신일교회입구),37.5550,127.0120,1,2022-12-01
중구,중561보2(동호로10길 27_신일교회 입구),37.5550,127.0120,1,2022-12-01
중구,중562(동호로11아길 28-7,다산동 432-1918,마루소공원앞),37.5512,127.0045,1,2022-12-01
중구,중562보1(동호로11아길 28-7,다산동 432-1918,마루소공원앞),37.5512,127.0045,1,2022-12-01
중구,중563(동호로 10길 8-8,청구동 349-272,메이폴프리앞),37.5542,127.0122,1,2022-12-01
중구,중563보1(동호로 10길 8-8,청구동 349-272,메이폴프리앞),37.5542,127.0122,1,2022-12-01
중구,중563보2(동호로 10길 8-8,청구동 349-272,메이폴프리앞),37.5542,127.0122,1,2022-12-01
중구,중563보3(동호로 10길 8-8,청구동 349-272,메이폴프리앞),37.5542,127.0122,1,2022-12-01
중구,중564(청구로 3길 54,청구동 333-204,서울크리닝앞),37.5574,127.0146,1,2022-12-01
중구,중564보1(청구로 3길 54,청구동 333-204,서울크리닝앞),37.5574,127.0146,1,2022-12-01
중구,중564보2(청구로 3길 54,청구동 333-204,서울크리닝앞),37.5574,127.0146,1,2022-12-01
중구,중564보3(청구로 3길 54,청구동 333-204,서울크리닝앞),37.5574,127.0146,1,2022-12-01
중구,중564보4(청구로 3길 54,청구동 333-204,서울크리닝앞),37.5574,127.0146,1,2022-12-01
중구,중565보1(차114_다산로21길11,신당동379-10,삼원부동산앞),37.5579,127.0116,1,2022-12-01
중구,중565보2(차114_다산로21길11,신당동379-10,삼원부동산앞),37.5579,127.0116,1,2022-12-01
중구,중565보3(차114_다산로21길11,신당동379-10,삼원부동산앞),37.5579,127.0116,1,2022-12-01
중구,중565보4(차114_다산로21길11,신당동379-10,삼원부동산앞),37.5579,127.0116,1,2022-12-01
중구,중566(동호로17길123-15,신당동432-1826,장원중학교 뒤),37.5535,127.0051,1,2022-12-01
중구,중566보1(동호로17길123-15,신당동432-1826,장원중학교 뒤),37.5535,127.0051,1,2022-12-01
중구,중566보2(동호로17길123-15,신당동432-1826,장원중학교 뒤),37.5535,127.0051,1,2022-12-01
중구,중566보3(동호로17길123-15,신당동432-1826,장원중학교 뒤),37.5535,127.0051,1,2022-12-01
중구,중567(다산로28길10,신당동309-257,세탁소앞오거리),37.5597,127.0141,1,2022-12-01
중구,중567보1(다산로28길10,신당동309-257,세탁소앞오거리),37.5597,127.0141,1,2022-12-01
중구,중567보2(다산로28길10,신당동309-257,세탁소앞오거리),37.5597,127.0141,1,2022-12-01
중구,중567보3(다산로28길10,신당동309-257,세탁소앞오거리),37.5597,127.0141,1,2022-12-01
중구,중567보4(다산로28길10,신당동309-257,세탁소앞오거리),37.5597,127.0141,1,2022-12-01
중구,중601(퇴계로88나길 23,신당5동 67-32,한일교회 부근),37.5625,127.0206,1,2022-12-01
중구,중601보1(퇴계로88나길 23_한일교회 부근),37.5625,127.0206,1,2022-12-01
중구,중601보2(퇴계로88나길 23_한일교회 부근),37.5625,127.0206,1,2022-12-01
중구,중601보3(퇴계로88나길 23_한일교회 부근),37.5625,127.0206,1,2022-12-01
중구,중602(퇴계로90길 58,신당5동 80-32,화성슈퍼 앞),37.5629,127.0216,1,2022-12-01
중구,중602보3(퇴계로90길 58,신당5동 80-32,화성슈퍼 앞),37.5629,127.0216,1,2022-12-01
중구,중602보4(퇴계로90길 58,신당5동 80-32,화성슈퍼 앞),37.5629,127.0216,1,2022-12-01
중구,중603(다산로36가길 61,신당5동 80-68,주택가 앞 사거리),37.5619,127.0214,1,2022-12-01
중구,중603보1(다산로36가길 61,신당5동 80-68,주택가 앞 사거리),37.5619,127.0214,1,2022-12-01
중구,중604(난계로 127-1,신당5동 85-110,아트문구 앞),37.5633,127.0239,1,2022-12-01
중구,중604보1(난계로 127-1,신당5동 85-110,아트문구 앞),37.5633,127.0239,1,2022-12-01
중구,중604보2(난계로 127-1,신당5동 85-110,아트문구 앞),37.5633,127.0239,1,2022-12-01
중구,중605(다산로42길 17,신당5동 111-1,신당사거리 공영주차장앞),37.5649,127.0168,1,2022-12-01
중구,중605보1(다산로42길 17,신당5동 111-1,신당사거리공영주차장앞),37.5649,127.0168,1,2022-12-01
중구,중605보2(다산로31길 50,신당동 236-10,주택가 사거리),37.5649,127.0168,1,2022-12-01
중구,중605보3(다산로31길 50,신당동 236-10,주택가 사거리),37.5649,127.0168,1,2022-12-01
중구,중606(다산로44길 33,신당5동 120-26,신당팥죽집 앞),37.5651,127.0188,1,2022-12-01
중구,중606보1(다산로44길 33,신당5동 120-26,신당팥죽집 앞),37.5651,127.0188,1,2022-12-01
중구,중606보2(다산로44길 33,신당5동 120-26,신당팥죽집 앞),37.5651,127.0188,1,2022-12-01
중구,중606보3(다산로44길 33,신당5동 120-26,신당팥죽집 앞),37.5651,127.0188,1,2022-12-01
중구,중607보1(차115_다산로40길 38,신당5동 123-1,다산공원),37.5635,127.0183,1,2022-12-01
중구,중607보2(차115_다산로40길 38,신당5동 123-1,다산공원),37.5635,127.0183,1,2022-12-01
중구,중607보3(차115_다산로40길 38,신당5동 123-1,다산공원)1,37.5635,127.0183,1,2022-12-01
중구,중607보4(차115_다산로40길_다산어린이공원 앞),37.5635,127.0183,1,2022-12-01
중구,중608(다산로42길 55,신당5동 132-9,다산공원 옆),37.5642,127.0192,1,2022-12-01
중구,중608보1(다산로42길 55,신당5동 132-9,다산공원 옆),37.5642,127.0192,1,2022-12-01
중구,중609(퇴계로88길 8-2,신당5동 140-26,오거리슈퍼 앞),37.5651,127.0213,1,2022-12-01
중구,중609보1(퇴계로88길 8-2,신당5동 140-26,오거리슈퍼 앞),37.5651,127.0213,1,2022-12-01
중구,중609보2(퇴계로88길 8-2,신당5동 140-26,오거리슈퍼 앞),37.5651,127.0213,1,2022-12-01
중구,중609보3(퇴계로88길 8-2,신당5동 140-26,오거리슈퍼 앞),37.5651,127.0213,1,2022-12-01
중구,중610보1(다산로44길53,신당동 140-34)1,37.5651,127.0197,1,2022-12-01
중구,중610보2(다산로44길53,신당동 140-34)1,37.5651,127.0197,1,2022-12-01
중구,중610보3(다산로44길53,신당동 140-34)1,37.5651,127.0197,1,2022-12-01
중구,중610보4(다산로44길53,신당동 140-34)1,37.5651,127.0197,1,2022-12-01
중구,중611(퇴계로90길 18,신당5동 151-16,하나더마트 삼거리)1,37.5644,127.0221,1,2022-12-01
중구,중611보1(퇴계로90길 18,신당5동 151-16,하나더마트 삼거리)1,37.5644,127.0221,1,2022-12-01
중구,중611보2(퇴계로90길 18,신당5동 151-16,하나더마트 삼거리)1,37.5644,127.0221,1,2022-12-01
중구,중612(다산로42길 79,신당5동 154-28,오토바이가게앞)1,37.5638,127.0204,1,2022-12-01
중구,중612보1(다산로42길 79,신당5동 154-28,오토바이가게앞)1,37.5638,127.0204,1,2022-12-01
중구,중612보2(다산로42길 79,신당5동 154-28,오토바이가게앞)1,37.5638,127.0204,1,2022-12-01
중구,중612보3(다산로42길 79,신당5동 154-28,오토바이가게앞)1,37.5638,127.0204,1,2022-12-01
중구,중613보1(차112_퇴계로90길 36,신당5동 154-47,성동고교)1,37.5636,127.0218,1,2022-12-01
중구,중613보2(차112_퇴계로90길 36,신당5동 154-47,성동고교)1,37.5636,127.0218,1,2022-12-01
중구,중613보3(차112_퇴계로90길 36,신당5동 154-47,성동고교)1,37.5636,127.0218,1,2022-12-01
중구,중613보4(차112_난계로 141_신당초등학교 후문),37.5636,127.0218,1,2022-12-01
중구,중614(퇴계로88가길 9,신당5동 155-17,종합부동산 앞)1,37.5634,127.0207,1,2022-12-01
중구,중614보1(퇴계로88가길 9,신당5동 155-17,종합부동산 앞),37.5634,127.0207,1,2022-12-01
중구,중614보2(퇴계로88가길 9,신당5동 155-17,종합부동산 앞),37.5634,127.0207,1,2022-12-01
중구,중615(퇴계로88가길 48,신당5동 165-10,새로나슈퍼앞 사거리),37.5630,127.0229,1,2022-12-01
중구,중615보1(퇴계로88가길 48,신당5동 165-10,새로나슈퍼앞사거리),37.5630,127.0229,1,2022-12-01
중구,중615보2(퇴계로88가길 48,신당5동 165-10,새로나슈퍼앞사거리),37.5630,127.0229,1,2022-12-01
중구,중615보3(퇴계로88가길 48,신당5동 165-10,새로나슈퍼앞사거리),37.5630,127.0229,1,2022-12-01
중구,중616(퇴계로88가길 48-21,신당5동 166-11,삼거리 인도),37.5621,127.0230,1,2022-12-01
중구,중616보1(퇴계로88가길 48-21,신당5동 166-11,삼거리 인도),37.5621,127.0230,1,2022-12-01
중구,중616보2(퇴계로88가길 48-21,신당5동 166-1,삼거리 인도),37.5621,127.0230,1,2022-12-01
중구,중617(다산로44길 119,신당5동 170-4,신당초교 정문앞),37.5645,127.0238,1,2022-12-01
중구,중617보1(다산로44길 119,신당5동 170-4,신당초교 정문앞),37.5645,127.0238,1,2022-12-01
중구,중617보2(다산로44길 119,신당5동 170-4,신당초교 정문앞),37.5645,127.0238,1,2022-12-01
중구,중617보3(다산로44길 119,신당5동 170-4,신당초교 정문앞),37.5645,127.0238,1,2022-12-01
중구,중618(왕십리로39길 19,신당5동 653,주택앞 삼거리),37.5641,127.0258,1,2022-12-01
중구,중618보1(왕십리로39길 19,신당5동 653,주택앞 삼거리),37.5641,127.0258,1,2022-12-01
중구,중618보2(왕십리로39길 19,신당5동 653,주택앞 삼거리),37.5641,127.0258,1,2022-12-01
중구,중619(왕십리로37길 18,신당5동 713,주택가 앞),37.5641,127.0265,1,2022-12-01
중구,중620(다산로36가길 13,동화동 52-7,공영주차장길),37.5616,127.0187,1,2022-12-01
중구,중620보1(다산로36가길 13,동화동 52-7,공영주차장길),37.5616,127.0187,1,2022-12-01
중구,중621(다산로40길 56,동화동 52-13,기업은행앞),37.5632,127.0192,1,2022-12-01
중구,중621보1(다산로40길 56,동화동 52-13,기업은행앞),37.5632,127.0192,1,2022-12-01
중구,중621보2(다산로40길 56,동화동 52-13,기업은행앞),37.5632,127.0192,1,2022-12-01
중구,중621보3(다산로40길 56,동화동 52-13,기업은행앞),37.5632,127.0192,1,2022-12-01
중구,중622(다산로38길 51,동화동 52-232,태영호시 앞),37.5625,127.0183,1,2022-12-01
중구,중622보1(다산로38길 51,동화동 52-232,태영호시 앞),37.5632,127.0192,1,2022-12-01
중구,중622보2(다산로38길 51,동화동 52-232,태영호시 앞),37.5632,127.0192,1,2022-12-01
중구,중622보3(다산로38길 51,동화동 52-232,태영호시 앞),37.5632,127.0192,1,2022-12-01
중구,중623(다산로36가길 26-14,동화동57-587,레미안임대201동옆),37.5607,127.0208,1,2022-12-01
중구,중623보1(다산로36가길 26-14,동화동57-587,레미안임대201),37.5607,127.0208,1,2022-12-01
중구,중623보2(다산로36가길 26-14,동화동57-587,레미안임대201),37.5607,127.0208,1,2022-12-01
중구,중624(다산로36가길 26,동화동 62-86,박정희가옥 앞),37.5613,127.0200,1,2022-12-01
중구,중624보1(다산로36가길 26,동화동 62-86,박정희가옥 앞),37.5613,127.0200,1,2022-12-01
중구,중624보2(다산로36가길 26,동화동 62-86,박정희가옥 앞),37.5613,127.0200,1,2022-12-01
중구,중624보3(다산로36가길 26,동화동 62-86,박정희가옥 앞),37.5613,127.0200,1,2022-12-01
중구,중625(다산로38길 21,동화동 276-5,다래원 앞 사거리),37.5630,127.0168,1,2022-12-01
중구,중625보1(다산로38길 21,동화동 276-5,다래원 앞 사거리),37.5630,127.0168,1,2022-12-01
중구,중625보2(다산로38길 21,동화동 276-5,다래원 앞 사거리),37.5630,127.0168,1,2022-12-01
중구,중625보3(다산로38길 21,동화동 276-5,다래원 앞 사거리),37.5630,127.0168,1,2022-12-01
중구,중626(다산로42나길 49,동화동 280-3,파라다이스아파트골목),37.5623,127.0175,1,2022-12-01
중구,중626보1(다산로42나길 49,동화동 280-3,파라다이스아파트골목),37.5623,127.0175,1,2022-12-01
중구,중626보2(다산로42나길 49,동화동 280-3,파라다이스아파트골목),37.5623,127.0175,1,2022-12-01
중구,중627(다산로36길 30,동화동 282-5,파라다이스아파트앞),37.5621,127.0168,1,2022-12-01
중구,중627보1(다산로36길 30,동화동 282-5,파라다이스아파트앞),37.5621,127.0168,1,2022-12-01
중구,중627보2(다산로36길 30,동화동 282-5,파라다이스아파트앞),37.5621,127.0168,1,2022-12-01
중구,중627보3(다산로36길 30,동화동 282-5,파라다이스아파트앞),37.5621,127.0168,1,2022-12-01
중구,중628(다산로32길 14,동화동 288-5,홍인초교 후문 앞),37.5611,127.0150,1,2022-12-01
중구,중628보1(다산로32길 14,동화동 288-5,홍인초 후문 앞),37.5611,127.0150,1,2022-12-01
중구,중628보2(다산로32길 14,동화동 288-5,홍인초교 후문 앞),37.5611,127.0150,1,2022-12-01
중구,중628보3(다산로32길 14,동화동 288-5,홍인초교 후문 앞),37.5611,127.0150,1,2022-12-01
중구,중629(청구로4길 39,동화동 290-50,우리신용정보앞 사거리),37.5617,127.0159,1,2022-12-01
중구,중630(다산로32길 29,동화동 290-131,재개발지역),37.5607,127.0160,1,2022-12-01
중구,중630보1(다산로32길 29,동화동 290-131,재개발지역),37.5607,127.0160,1,2022-12-01
중구,중631(다산로36길 11,동화동 291-48,동산빌딩-홈플러스사거리),37.5628,127.0160,1,2022-12-01
중구,중632(퇴계로86가길 36,동화동 62-45,신당6동 어린이집),37.5617,127.0193,1,2022-12-01
중구,중632보1(퇴계로86가길 36_동화동 어린이집),37.5617,127.0193,1,2022-12-01
중구,중633(퇴계로88다길 5,신당5동 67-137,한일유치원),37.5630,127.0199,1,2022-12-01
중구,중633보1(퇴계로88다길 5,신당5동 67-137,한일유치원),37.5630,127.0199,1,2022-12-01
중구,중633보2(퇴계로88다길 5,신당5동 67-137,한일유치원),37.5630,127.0199,1,2022-12-01
중구,중634(퇴계로86길 96,동화동 49-26,뒤셀도르프 뒤),37.5623,127.0181,1,2022-12-01
중구,중634보1(퇴계로86길 96,동화동 49-26,뒤셀도르프 뒤),37.5623,127.0181,1,2022-12-01
중구,중634보2(퇴계로86길 96,동화동 49-26,뒤셀도르프 뒤),37.5623,127.0181,1,2022-12-01
중구,중634보3(퇴계로86길 96,동화동 49-26,뒤셀도르프 뒤),37.5623,127.0181,1,2022-12-01
중구,중635(왕십리로 39길 15,신당5동 612,로얄하이츠 앞),37.5641,127.0259,1,2022-12-01
중구,중635보1(왕십리로 39길 15,신당5동 612,로얄하이츠 앞),37.5641,127.0259,1,2022-12-01
중구,중635보2(왕십리로 39길 15,신당5동 612,로얄하이츠 앞),37.5641,127.0259,1,2022-12-01
중구,중635보3(왕십리로 39길 15,신당5동 612,로얄하이츠 앞),37.5641,127.0259,1,2022-12-01
중구,중636(난계로10길 12,신당5동 85-781,주택가 앞)1,37.5621,127.0221,1,2022-12-01
중구,중636보1(난계로10길 12,신당5동 85-781,주택가 앞)1,37.5621,127.0221,1,2022-12-01
중구,중636보2(난계로10길 12,신당5동 85-781,주택가 앞)1,37.5621,127.0221,1,2022-12-01
중구,중636보3(난계로10길 12,신당5동 85-781,주택가 앞)1,37.5621,127.0221,1,2022-12-01
중구,중637(퇴계로 428-3,신당5동 130-28,롯데리아뒷편)1,37.5654,127.0193,1,2022-12-01
중구,중637보1(퇴계로 428-3,신당5동 130-28,롯데리아뒷편)1,37.5654,127.0193,1,2022-12-01
중구,중637보2(퇴계로 428-3,신당5동 130-28,롯데리아뒷편)1,37.5654,127.0193,1,2022-12-01
중구,중637보3(퇴계로 428-3,신당5동 130-28,롯데리아뒷편)1,37.5654,127.0193,1,2022-12-01
중구,중637보4(퇴계로 428-3,신당5동 130-28,롯데리아뒷편)1,37.5654,127.0193,1,2022-12-01
중구,중638(퇴계로 88가길 52,신당5동 166-34,서암빌라 건너)1,37.5630,127.0232,1,2022-12-01
