자치구,안심 주소,위도,경도,CCTV 수량,수정 일시
중구,남606(퇴계로 48-1,회현동1가 194-15,인송빌딩 모퉁이),37.5582,126.9781,1,2022-12-01
중구,남606보1(퇴계로 48-1,회현동1가 194-15,인송빌딩 모퉁이),37.5582,126.9781,1,2022-12-01
중구,남606보2(퇴계로 48-1,회현동1가 194-15,인송빌딩 모퉁이),37.5582,126.9781,1,2022-12-01
중구,남607(퇴계로12가길 19,회현동1가 148,회현어린이집 앞),37.5561,126.9811,1,2022-12-01
중구,남607보1(퇴계로12가길 19_회현어린이집 앞),37.5561,126.9811,1,2022-12-01
중구,남607보2(퇴계로12가길 19_회현어린이집 앞),37.5561,126.9811,1,2022-12-01
중구,남608(퇴계로8길 43,회현동 100-121,회현동사무소 사거리),37.5576,126.9794,1,2022-12-01
중구,남608나(퇴계로4길 52-5,회현동1가 82-8),37.5577,126.9804,1,2022-12-01
중구,남608보1(퇴계로8길 43,회현동 100-121,회현동사무소 사거리),37.5576,126.9794,1,2022-12-01
중구,남608보2(퇴계로8길 43,회현동 100-121,회현동사무소 사거리),37.5576,126.9794,1,2022-12-01
중구,남608보3(퇴계로8길 43,회현동 100-121,회현동사무소 사거리),37.5576,126.9794,1,2022-12-01
중구,남609(퇴계로2길 1,남창동 168-21,굴사랑 삼거리),37.5575,126.9773,1,2022-12-01
중구,남609보1(퇴계로2길 1,남창동 168-21,굴사랑 삼거리),37.5575,126.9773,1,2022-12-01
중구,남609보2(퇴계로2길 1,남창동 168-21,굴사랑 삼거리),37.5575,126.9773,1,2022-12-01
중구,남610(소파로 46,회현동1가 100-115,안중근기념관 옆 터널길가),37.5546,126.9806,1,2022-12-01
중구,남610보1(소파로46,회현동1가100-115,안중근기념관 옆 터널길가),37.5546,126.9806,1,2022-12-01
중구,남610보2(소파로46,회현동1가100-115,안중근기념관 옆 터널길가),37.5546,126.9806,1,2022-12-01
중구,남611(퇴계로12가길 21,회현동1가 148-23,시범아파트),37.5557,126.9810,1,2022-12-01
중구,남611보1(퇴계로12가길 21,회현동1가 148-23,시범아파트),37.5557,126.9810,1,2022-12-01
중구,남612(소공로3길 10-10,회현동1가 51-2,서원빌라 삼거리),37.5574,126.9820,1,2022-12-01
중구,남612보1(소공로3길 10-10,회현동1가 51-2,서원빌라 삼거리),37.5574,126.9820,1,2022-12-01
중구,남612보2(소공로3길 10-10_서원빌라 삼거리),37.5574,126.9820,1,2022-12-01
중구,남612보3(소공로3길 10-10_서원빌라 삼거리),37.5574,126.9820,1,2022-12-01
중구,남613(퇴계로6가길 36-2,남창동 205-105,하광장 아래 삼거리),37.5562,126.9773,1,2022-12-01
중구,남613보1(퇴계로6가길 36-2,남창동 205-105,,37.5562,126.9773,1,2022-12-01
중구,남613보2(퇴계로6가길 36-2,남창동 205-105,하광장 아래 삼거,37.5562,126.9773,1,2022-12-01
중구,남614(퇴계로6길 36,남창동 202,일신유치원),37.5568,126.9791,1,2022-12-01
중구,남614보1(퇴계로6길 36_일신유치원),37.5568,126.9791,1,2022-12-01
중구,남614보2(퇴계로6길 36_일신유치원),37.5568,126.9791,1,2022-12-01
중구,남701(서소문로11길 1,서소문동 55-3,고려삼계탕 옆),37.5629,126.9731,1,2022-12-01
중구,남701보1(서소문로11길 1,서소문동 55-3,고려삼계탕 옆),37.5629,126.9731,1,2022-12-01
중구,남701보2(서소문로11길 1,서소문동 55-3,고려삼계탕 옆),37.5629,126.9731,1,2022-12-01
중구,남702(덕수궁길 83,정동 1-8,덕수초교 정문),37.5687,126.9742,1,2022-12-01
중구,남702보1(덕수궁길 83_덕수초교 정문),37.5687,126.9742,1,2022-12-01
중구,남703(정동길 21,정동 16-1,예원학교 정문, 주한캐나다 대사관옆),37.5667,126.9709,1,2022-12-01
중구,남703보1(정동길21,정동16-1,예원학교 정문, 주한캐나다 대사관옆),37.5667,126.9709,1,2022-12-01
중구,남703보2(정동길21,정동16-1,예원학교 정문, 주한캐나다 대사관옆),37.5667,126.9709,1,2022-12-01
중구,남704(통일로4길 22,순화동 1-1,이화여외고 정문),37.5647,126.9688,1,2022-12-01
중구,남704보1(통일로4길 22,순화동 1-1,이화여외고 정문),37.5647,126.9688,1,2022-12-01
중구,남704보2(통일로4길 22,순화동 1-1,이화여외고 정문),37.5647,126.9688,1,2022-12-01
중구,남705(세종대로11길 26,서소문동 120,삼성본관 뒷길)1,37.5622,126.9746,1,2022-12-01
중구,남706(통일로 92,순화동 1-88,에이스타워 뒤)1,37.5640,126.9695,1,2022-12-01
중구,남707(덕수궁길 140,정동 1-68,덕수초교 사거리)1,37.5692,126.9744,1,2022-12-01
중구,남707보1(덕수궁길 140_덕수초교 사거리),37.5692,126.9744,1,2022-12-01
중구,남707보2(덕수궁길 140_덕수초교 사거리),37.5692,126.9744,1,2022-12-01
중구,남708(정동길 22,정동 28,창덕여중 쪽문 삼거리),37.5663,126.9692,1,2022-12-01
중구,남708보1(정동길 22,정동 28,창덕여중 쪽문 삼거리),37.5663,126.9692,1,2022-12-01
중구,남708보2(정동길 22,정동 28,창덕여중 쪽문 삼거리),37.5663,126.9692,1,2022-12-01
중구,남709(세종대로9길 53,서소문동 58-12,대한통운 뒤),37.5620,126.9731,1,2022-12-01
중구,남709보1(세종대로9길 53,서소문동 58-12,대한통운 뒤),37.5620,126.9731,1,2022-12-01
중구,남709보2(세종대로9길 53,서소문동 58-12,대한통운 뒤),37.5620,126.9731,1,2022-12-01
중구,남710(서소문로83-1,순화동 6-19,장호왕곱창앞)1,37.5623,126.9704,1,2022-12-01
중구,남710보1(서소문로83-1,순화동 6-19,장호왕곱창앞)1,37.5623,126.9704,1,2022-12-01
중구,남710보2(서소문로83-1,순화동 6-19,장호왕곱창앞)1,37.5623,126.9704,1,2022-12-01
중구,남710보3(서소문로83-1,순화동 6-19,장호왕곱창앞)1,37.5623,126.9704,1,2022-12-01
중구,남D38(소파로 141,남산동3가 30-7 ,남산초등학교 앞)1,37.5598,126.9875,1,2022-12-01
중구,남D38보1(소파로 141,남산동3가 30-7 ,남산초등학교 앞)1,37.5598,126.9875,1,2022-12-01
중구,남D38보2(소파로 141,남산동3가 30-7 ,남산초등학교 앞)1,37.5598,126.9875,1,2022-12-01
중구,남D38보3(소파로 141,남산동3가 30-7 ,남산초등학교 앞)1,37.5598,126.9875,1,2022-12-01
중구,남D39(퇴계로20나길42,남산동2가 49-14,게스트하우스옆전신주)1,37.5575,126.9852,1,2022-12-01
중구,남D39보1(퇴계로20나길42,남산동2가 49-14,게스트하우스옆)1,37.5575,126.9852,1,2022-12-01
중구,남D39보2(퇴계로20나길42,남산동2가 49-14,게스트하우스옆)1,37.5575,126.9852,1,2022-12-01
중구,남D40(퇴계로 20길 41-6,남산동2가19-2,열매나눔빌딩 뒤편 골1,37.5586,126.9866,1,2022-12-01
중구,남D40보1(퇴계로 20길 41-6,남산동2가19-2,열매나눔빌딩뒤),37.5586,126.9866,1,2022-12-01
중구,남D40보2(퇴계로 20길 41-6,남산동2가19-2,열매나눔빌딩뒤),37.5586,126.9866,1,2022-12-01
중구,남D42(소공로6가길 37,회현동1가 144-39,우리번역 앞 계단입구),37.5569,126.9841,1,2022-12-01
중구,남D42가1(퇴계로18길 88,회현동1가 144-35,주택 앞 가로등주),37.5572,126.9844,1,2022-12-01
중구,남D42가2(퇴계로18길 88,회현동1가 144-35,주택 앞 가로등주),37.5572,126.9844,1,2022-12-01
중구,남D42보1(소공로6가길 37,회현동1가 144-39,우리번역 앞),37.5569,126.9841,1,2022-12-01
중구,남D42보2(소공로6가길 37,회현동1가 144-39,우리번역 앞,37.5569,126.9841,1,2022-12-01
중구,남D43보1(퇴계로20길 57,남산커피집 앞),37.5576,126.9864,1,2022-12-01
중구,남D44(소공로4길25_남산케이블카 샛길 끝지점),37.5570,126.9838,1,2022-12-01
중구,남D44보1(소공로4길25_남산케이블카 샛길 끝지점),37.5570,126.9838,1,2022-12-01
중구,남D45보1(퇴계로20가길15_),37.5594,126.9864,1,2022-12-01
중구,남D45보2(퇴계로20가길15_),37.5594,126.9864,1,2022-12-01
중구,남D45보3(퇴계로20가길15_),37.5594,126.9864,1,2022-12-01
중구,남D46보1(명동2가 54-18),37.5629,126.9835,1,2022-12-01
중구,남D46보2(명동2가 54-18),37.5629,126.9835,1,2022-12-01
중구,남D47(소파로101_101번지남산돈까스앞),37.5568,126.9858,1,2022-12-01
중구,남D47보1(소파로101_101번지남산돈까스앞),37.5568,126.9858,1,2022-12-01
중구,남D47보2(소파로101_101번지남산돈까스앞),37.5568,126.9858,1,2022-12-01
중구,남D47보3(소파로101_101번지남산돈까스앞),37.5568,126.9858,1,2022-12-01
중구,남E18(다동길 11,다동 46,태평로파출소 공중전화 앞),37.5679,126.9800,1,2022-12-01
중구,남E18보1(다동길 11,다동 46,태평로파출소 공중전화 앞),37.5679,126.9800,1,2022-12-01
중구,남E18보2(다동길 11,다동 46,태평로파출소 공중전화 앞),37.5679,126.9800,1,2022-12-01
중구,남E19(서소문로 11길 19,서소문동 37,서울시청 직장어린이집 앞),37.5638,126.9730,1,2022-12-01
중구,남E19보1(서소문로 11길 19,서소문동 37,서울시청직장어린이집),37.5638,126.9730,1,2022-12-01
중구,남E19보2(서소문로 11길 19,서소문동 37,서울시청직장어린이집),37.5638,126.9730,1,2022-12-01
중구,남E20(정동길 12-11,정동 28-11),37.5671,126.9691,1,2022-12-01
중구,남E20보1(정동길 12-11,정동 28-11),37.5671,126.9691,1,2022-12-01
중구,남E21(순화동 1-144,러시아대사관 정문),37.5650,126.9713,1,2022-12-01
중구,남E21보1(순화동 1-144,러시아대사관 정문),37.5650,126.9713,1,2022-12-01
중구,남E22(남대문로1길 31-5,소공동주민센터 앞),37.5625,126.9770,1,2022-12-01
중구,남E22보1(남대문로1길 31-5,소공동주민센터 앞),37.5625,126.9770,1,2022-12-01
중구,남E22보2(남대문로1길 31-5,소공동주민센터 앞),37.5625,126.9770,1,2022-12-01
중구,남E23(숭례문남산입구지하보도_남창동51-4_1번,2번 출구 방향),37.5595,126.9759,1,2022-12-01
중구,남E24(숭례문남산입구지하보도_남창동51-4_3번,4번출구방향 중간 통로,37.5595,126.9759,1,2022-12-01
중구,남E25(숭례문남산입구지하보도_남창동51-4_3번,4번 출구 방향),37.5595,126.9759,1,2022-12-01
중구,남E26(숭례문남산입구지하보도_남창동51-4_1번,2번출구방향 중간통로),37.5595,126.9759,1,2022-12-01
중구,남E27(세종대로 40_서울역 방향 숭례문 앞 우측 인도),37.5599,126.9749,1,2022-12-01
중구,남E27보1(세종대로 40_숭례문 앞 우측 인도_서울역 방향),37.5599,126.9749,1,2022-12-01
중구,남E27보2(세종대로 40_숭례문 앞 우측 인도_시청 방향),37.5599,126.9749,1,2022-12-01
중구,남E28(세종대로 40_시청 방향 숭례문 앞 인도),37.5603,126.9754,1,2022-12-01
중구,남E28보1(세종대로 40_시청쪽 숭례문 앞 좌측 인도_염천교 방향),37.5603,126.9754,1,2022-12-01
중구,남E28보2(세종대로 40_시청쪽 숭례문 앞 우측 인도_힐튼호텔 방향),37.5603,126.9754,1,2022-12-01
중구,남E29(정동길45-1_),37.5653,126.9736,1,2022-12-01
중구,남E29보1(정동길45-1_),37.5653,126.9736,1,2022-12-01
중구,남E29보2(정동길45-1_),37.5653,126.9736,1,2022-12-01
중구,남E29보3(정동길45-1_),37.5653,126.9736,1,2022-12-01
중구,남E30(정동23-20_),37.5677,126.9696,1,2022-12-01
중구,남E30보1(정동23-20_),37.5677,126.9696,1,2022-12-01
중구,남E31(세종대로101_정동5-8_시청광장 앞),37.5655,126.9775,1,2022-12-01
중구,남E31보1(세종대로101_정동5-8_시청광장 앞),37.5655,126.9775,1,2022-12-01
중구,남E31보2(세종대로101_정동5-8_시청광장 앞),37.5655,126.9775,1,2022-12-01
중구,남K28(중림로 7길 23-22,중림동 149-28 ,주택가골목 전신주),37.5588,126.9683,1,2022-12-01
중구,남K28보1(중림로 7길 23-22,중림동149-28 ,주택가골목전신주),37.5588,126.9683,1,2022-12-01
중구,남K28보2(중림로 7길 23-22,중림동149-28 ,주택가골목전신주),37.5588,126.9683,1,2022-12-01
중구,남K29(만리재로 33길22,만리동1가 62-15,서울역 리가아파트앞),37.5556,126.9673,1,2022-12-01
중구,남K29보1(만리재로 33길22,만리동1가 62-15,서울역리가아파트앞),37.5556,126.9673,1,2022-12-01
중구,남K29보2(만리재로 33길22,만리동1가 62-15,서울역리가아파트앞),37.5556,126.9673,1,2022-12-01
중구,남K30(중림로5길 11,중림동 156-5,중림종합사회복지관 앞),37.5593,126.9658,1,2022-12-01
중구,남K30보1(중림로5길 11,중림동 156-5,중림종합사회복지관 앞),37.5593,126.9658,1,2022-12-01
중구,남K31(만리재로35길46-8_),37.5569,126.9680,1,2022-12-01
중구,남K31보1(만리재로35길46-8_),37.5569,126.9680,1,2022-12-01
중구,남K31보2(만리재로35길46-8_),37.5569,126.9680,1,2022-12-01
중구,남K32보1(중림동 397-9,),37.5589,126.9643,1,2022-12-01
중구,남K32보2(중림동 397-9,),37.5589,126.9643,1,2022-12-01
중구,남O44(후암로 60길 17,남대문로5가 542,케이팝호텔 앞 전신주),37.5546,126.9741,1,2022-12-01
중구,남O44보1(후암로 60길 17,남대문로5가 542,케이팝호텔앞 전신주),37.5546,126.9741,1,2022-12-01
중구,남O44보2(후암로 60길 17,남대문로5가 542,케이팝호텔앞 전신주),37.5546,126.9741,1,2022-12-01
중구,남O45(퇴계로8길 70,회현동1가 100-38,정화예술학교인근),37.5567,126.9802,1,2022-12-01
중구,남O45보1(퇴계로8길 70,회현동1가 100-38,정화예술학교인근),37.5567,126.9802,1,2022-12-01
중구,남O45보2(퇴계로8길 70,회현동1가 100-38,정화예술학교인근),37.5567,126.9802,1,2022-12-01
중구,남O46(퇴계로8길 101,회현동 147-25,시민아파트입구 엘리베이터),37.5553,126.9809,1,2022-12-01
중구,남O46보1(퇴계로8길 101,회현동 147-25,시민아파트입구엘리베이터,37.5553,126.9809,1,2022-12-01
중구,남O46보2(퇴계로8길 101,회현동 147-25,시민아파트입구엘리베이터,37.5553,126.9809,1,2022-12-01
중구,남O47(소공로3길 34,회현동1가 142-16,삼풍아파트 입구),37.5567,126.9825,1,2022-12-01
중구,남O47보1(소공로3길 34,회현동1가 142-16,삼풍아파트 입구),37.5567,126.9825,1,2022-12-01
중구,남O47보2(소공로3길 34,회현동1가 142-16,삼풍아파트 입구),37.5567,126.9825,1,2022-12-01
중구,남O48(퇴계로12길 79,회현동1가 147-16,패션마이 앞),37.5560,126.9819,1,2022-12-01
중구,남O48보1(퇴계로12길 79,회현동1가 147-16,패션마이 앞),37.5560,126.9819,1,2022-12-01
중구,남O49보1(퇴계로12길 41,회현동1가 55-3,금성오토바이 옆),37.5578,126.9814,1,2022-12-01
중구,남O49보2(퇴계로12길 41,회현동1가 55-3,금성오토바이 옆),37.5578,126.9814,1,2022-12-01
중구,남O49보3(퇴계로12길 41,회현동1가 55-3,금성오토바이 옆),37.5578,126.9814,1,2022-12-01
중구,남O49보4(퇴계로12길 41,회현동1가 55-3,금성오토바이 옆),37.5578,126.9814,1,2022-12-01
중구,남O50(퇴계로8길 65-8,회현동1가 100-171,정화예술대 정면),37.5568,126.9806,1,2022-12-01
중구,남O50가1(퇴계로8길 49-17,회현동1가 100-197,성도교회관사앞,37.5571,126.9808,1,2022-12-01
중구,남O50나1(퇴계로12길 62-22,회현동1가 105-1,대문 앞 벽면),37.5569,126.9809,1,2022-12-01
중구,남O50나2(퇴계로12길 62-22,회현동1가 105-1,대문 앞 벽면),37.5569,126.9809,1,2022-12-01
중구,남O50보1(퇴계로8길65-8,회현동1가 100-171,정화예술대 정면),37.5568,126.9806,1,2022-12-01
중구,남O50보2(퇴계로8길65-8,회현동1가 100-171,정화예술대 정면),37.5568,126.9806,1,2022-12-01
중구,남O51(남대문로5가 9-2, 세종대로 지하 2, 서울역 지하보도),37.5574,126.9718,1,2022-12-01
중구,남O51보1(남대문로5가 9-2, 세종대로 지하 2, 서울역 지하보도),37.5574,126.9718,1,2022-12-01
중구,남O51보2(남대문로5가 9-2, 세종대로 지하 2, 서울역 지하보도),37.5574,126.9718,1,2022-12-01
중구,남O52(남대문로5가 9-2, 세종대로 지하 2, 서울역 지하보도),37.5575,126.9720,1,2022-12-01
중구,남O52보1(남대문로5가 9-2, 세종대로 지하 2, 서울역 지하보도),37.5575,126.9720,1,2022-12-01
중구,남O52보2(남대문로5가 9-2, 세종대로 지하 2, 서울역 지하보도),37.5575,126.9720,1,2022-12-01
중구,남O53보1(남대문로39,남대문로3가110,한국은행화폐박물관앞 지하보도),37.5617,126.9805,1,2022-12-01
중구,남O53보2(남대문로39,남대문로3가110,한국은행화폐박물관앞 지하보도),37.5617,126.9804,1,2022-12-01
중구,남O53보3(남대문로39,남대문로3가110,한국은행화폐박물관앞 지하보도),37.5617,126.9803,1,2022-12-01
중구,남O54보1(남대문로39,남대문로3가110,한국은행화폐박물관앞 지하보도),37.5613,126.9807,1,2022-12-01
중구,남O54보2(남대문로39,남대문로3가110,한국은행화폐박물관앞 지하보도),37.5613,126.9806,1,2022-12-01
중구,남O55(퇴계로6길 24, 일신교회 앞 삼거리),37.5573,126.9787,1,2022-12-01
중구,남O55보1(퇴계로6길 24, 일신교회 앞 삼거리),37.5573,126.9787,1,2022-12-01
중구,남O55보2(퇴계로6길 24,일신교회 앞 삼거리),37.5573,126.9787,1,2022-12-01
중구,남O56(후암로58길 13_남대문로5가 622_게스트하우스 앞),37.5543,126.9746,1,2022-12-01
중구,남O57(후암로60길 23_남대문로5가 548_남대문5가 경로당),37.5549,126.9747,1,2022-12-01
중구,남O58(소공로 30_회현지하보도_회현A,남대문시장 방향 중간 통로),37.5583,126.9828,1,2022-12-01
중구,남O59(소공로 30_회현지하보도_명동역,남산공원 방향 출입구),37.5583,126.9831,1,2022-12-01
중구,남O60(소공로 30_회현지하보도_회현A,남대문시장 방향 출입구),37.5582,126.9828,1,2022-12-01
중구,남O61(세종대로 9-3_서울역 3번출구),37.5579,126.9731,1,2022-12-01
중구,남O61보1(세종대로 9-3_서울역 3번출구),37.5579,126.9731,1,2022-12-01
중구,남O61보2(세종대로 9-3_서울역 3번출구),37.5579,126.9731,1,2022-12-01
중구,남O62보1(퇴계로8길 51_회현동주민센터앞),37.5572,126.9797,1,2022-12-01
중구,남O62보2(퇴계로8길 51_회현동주민센터앞),37.5572,126.9797,1,2022-12-01
중구,남O62보3(퇴계로8길 51_회현동주민센터앞),37.5572,126.9797,1,2022-12-01
중구,동산초교03(후문 주차장),37.5564,127.0171,1,2022-12-01
중구,동산초교04(야외학습장),37.5564,127.0171,1,2022-12-01
중구,문027(세종대로 93,태평로2가 360-1,광학빌딩-대한문),37.5648,126.9769,1,2022-12-01
중구,숭의초교00(남산 산책로),37.5569,126.9874,1,2022-12-01
중구,숭의초교01(소 운동장),37.5569,126.9874,1,2022-12-01
중구,숭의초교02(남산통행로),37.5569,126.9874,1,2022-12-01
중구,숭의초교03(뒤 주차장),37.5569,126.9874,1,2022-12-01
중구,신당초교01(후문 연결 통로),37.5645,127.0238,1,2022-12-01
중구,신당초교02(놀이터),37.5645,127.0238,1,2022-12-01
중구,신당초교03(주차장입구),37.5645,127.0238,1,2022-12-01
중구,신당초교04(본관옆우측외벽-급식실방향),37.5645,127.0238,1,2022-12-01
중구,신당초교05(주차장),37.5645,127.0238,1,2022-12-01
중구,신당초교06(강당),37.5645,127.0238,1,2022-12-01
중구,신당초교07(1층복도),37.5645,127.0238,1,2022-12-01
중구,신당초교08(체육관2),37.5645,127.0238,1,2022-12-01
중구,신당초교09(본관옆우측외벽-주차장방향),37.5645,127.0238,1,2022-12-01
중구,신당초교10(풋살장),37.5645,127.0238,1,2022-12-01
중구,쓰001(남대문로1길 24,북창동 24-3,텍사스주점 앞),37.5620,126.9775,1,2022-12-01
중구,쓰002(동호로11아길 5, 신당동 432-556,통신주설치),37.5517,127.0055,1,2022-12-01
중구,쓰003(퇴계로12길 62-5,회현동1가 109,전봇대설치),37.5568,126.9813,1,2022-12-01
중구,쓰004(퇴계로6가길 14,남창동 205-6,일신교회 후문),37.5566,126.9787,1,2022-12-01
중구,쓰005(퇴계로6길 36,남창동 206-61,삼선빌딩주차장),37.5572,126.9773,1,2022-12-01
중구,쓰006(퇴계로8길 80,회현동 100-239,기업은행 기숙사 뒤),37.5564,126.9805,1,2022-12-01
중구,쓰007(퇴계로20나길 36-2,남산동2가 49-10,주택가),37.5578,126.9854,1,2022-12-01
중구,쓰008(소공로6길 14,회현동2가 32-2,유니온플라워),37.5585,126.9839,1,2022-12-01
중구,쓰009(퇴계로24길 14,,한국전력공사 벽 앞),37.5604,126.9875,1,2022-12-01
중구,쓰010(퇴계로20길 25-26,남산동2가 18-5,명동경로당),37.5591,126.9863,1,2022-12-01
중구,쓰011(수표로2길 13,충무로3가 59-24 ,문향서점 앞)1,37.5621,126.9912,1,2022-12-01
중구,쓰012(퇴계로31길 10,필동1가 43-3,건물담장위)1,37.5616,126.9925,1,2022-12-01
중구,쓰013(필동로1길 31,필동3가 28-32,동국대 후문)1,37.5587,126.9979,1,2022-12-01
중구,쓰014(퇴계로36가길 38,필동2가 104-1,삼영빌딩)1,37.5587,126.9958,1,2022-12-01
중구,쓰015(동호로30길 17,장충동2가 186-20,장충단교회 교육단)1,37.5612,127.0035,1,2022-12-01
중구,쓰016(퇴계로50길 53,묵정동 22-22,한전주설치)1,37.5602,127.0010,1,2022-12-01
중구,쓰017(장충단로6가길 21-2,장충동1가 44-10,샘미용실 화단)1,37.5612,127.0081,1,2022-12-01
중구,쓰018(동호로28길 34,장충동2가 186-25,주택가)1,37.5608,127.0036,1,2022-12-01
중구,쓰019(장충단로8가길 26,광희동2가 303-24,대현출판사 앞),37.5634,127.0078,1,2022-12-01
중구,쓰020(퇴계로41길 40,인현동2가 181-70,유창정밀인쇄 앞),37.5637,126.9961,1,2022-12-01
중구,쓰021(다산로42길 55,신당5동 132-9,다산공원 옆),37.5642,127.0192,1,2022-12-01
중구,쓰022(창경궁로1길 37,충무로4가 109-1,무릉약국 건너편 전주),37.5624,126.9964,1,2022-12-01
중구,쓰023(을지로39길 40,을지로6가 18-14,구민회관 북측 담벽),37.5683,127.0060,1,2022-12-01
중구,쓰024(을지로 127,을지로3가 118-6,우리신용정보),37.5666,126.9920,1,2022-12-01
중구,쓰025(을지로27가길 10,주교동 273-5,주교동분식 앞),37.5678,126.9997,1,2022-12-01
중구,쓰026(마른내로4길 11,한전주 설치),37.5639,126.9939,1,2022-12-01
중구,쓰027(다산로31길 16,신당동 304-362,가나안 슈퍼 옆),37.5617,127.0135,1,2022-12-01
중구,쓰028(다산로39길 46,신당동 248-34,전신주),37.5647,127.0132,1,2022-12-01
중구,쓰029(퇴계로73가길 26,신당동 251-91,뉴존 뒤편 전주),37.5661,127.0134,1,2022-12-01
중구,쓰030(청구로8길 22,신당동 304-720,대영사 맞은편),37.5616,127.0139,1,2022-12-01
중구,쓰031(다산로35길 25-31,신당동 241-25,세븐일레븐앞),37.5632,127.0142,1,2022-12-01
중구,쓰032(다산로29길 45,신당동 305-26,시연머리방 앞),37.5618,127.0117,1,2022-12-01
중구,쓰033(동호로11다길 18,다산동 353-47,장수노인정),37.5518,127.0071,1,2022-12-01
중구,쓰034(동호로11마길 20-4,다산동 432-503,묘각사 입구),37.5514,127.0062,1,2022-12-01
중구,쓰035(동호로14길 42,다산동 417-10,한전주설치),37.5571,127.0103,1,2022-12-01
중구,쓰036(동호로11길 98,다산동 353-26,세광빌라 앞),37.5513,127.0071,1,2022-12-01
중구,쓰037(동호로15가길 14,다산동 429-17,한전주설치),37.5555,127.0080,1,2022-12-01
중구,쓰038(동호로12길 29,신당동 381-27,문화공영주차장),37.5566,127.0111,1,2022-12-01
중구,쓰039(다산로8길 16-14,약수동 366-72,건물위),37.5522,127.0102,1,2022-12-01
중구,쓰040(동호로8나길 69,약수동 309-216,주택가),37.5526,127.0144,1,2022-12-01
중구,쓰041(청구로1길 39,청구동 841,청구 APT),37.5578,127.0161,1,2022-12-01
중구,쓰042(청구로3길 80,청구동 340-15,청구초교 후문),37.5577,127.0148,1,2022-12-01
중구,쓰043(다산로44길 22-3,신당동 121-19,골목길 입구),37.5648,127.0182,1,2022-12-01
중구,쓰044(퇴계로88나길 23,신당동 67-32,사거리전봇대),37.5625,127.0206,1,2022-12-01
중구,쓰045(퇴계로90길 42,신당5동 155-10,유락경로당 앞),37.5633,127.0218,1,2022-12-01
중구,쓰046(퇴계로88가길 48-11,신당5동 166-5,주택가),37.5626,127.0229,1,2022-12-01
중구,쓰047(퇴계로88다길 26,동화동 52-80,한일빌라 앞),37.5624,127.0200,1,2022-12-01
중구,쓰048(다산로38길 60,동화동 52-33,각산타운 앞),37.5621,127.0189,1,2022-12-01
중구,쓰049(다산로36가길 32,동화동 62-61,상영빌딩 앞),37.5614,127.0203,1,2022-12-01
중구,쓰050(다산로36나길 14,동화동 55-29,한전주설치),37.5606,127.0197,1,2022-12-01
중구,쓰051(퇴계로83길 30-11,황학동 340,신일쇼파),37.5671,127.0190,1,2022-12-01
중구,쓰052(퇴계로 431,황학동 729,중앙시장 정문),37.5658,127.0193,1,2022-12-01
중구,쓰053(마장로 90,황학동 507,중앙시장 후문),37.5683,127.0195,1,2022-12-01
중구,쓰054(중림로4길 8,중림동 397-9,중림동삼성사이버빌리지101동옆),37.5587,126.9642,1,2022-12-01
중구,쓰055(서소문로2길 25,중림동 395-10,주택가),37.5580,126.9632,1,2022-12-01
중구,쓰056(서소문로6길 16,중림종합사회복지관 앞),37.5594,126.9661,1,2022-12-01
중구,쓰057(손기정로1길 50,중림동 400-15,로하스PC방),37.5590,126.9626,1,2022-12-01
중구,쓰058(다산로8길 11,신당동 368-74,남산국제유치원),37.5529,127.0102,1,2022-12-01
중구,쓰059(청구로1길 82,청구동 333-504,동산초교 남문),37.5563,127.0153,1,2022-12-01
중구,쓰060(난계로17길 30,황학동 1540,엠피에스산업(풍년식당)),37.5695,127.0217,1,2022-12-01
중구,쓰061(을지로7가 54,을지로 282-6_골목길),37.5653,127.0093,1,2022-12-01
중구,쓰062(퇴계로56길 10-6,쌍림동 225),37.5632,127.0054,1,2022-12-01
중구,옥상좌측,37.5620,127.0018,1,2022-12-01
중구,유치원 놀이터,37.5620,127.0018,1,2022-12-01
중구,저001(퇴계로34길 28,필동2가 84-1,한옥마을수문),37.5584,126.9940,1,2022-12-01
중구,저001(퇴계로34길 28,필동2가 84-1,한옥마을유입),37.5584,126.9940,1,2022-12-01
중구,저002(필동로6길 40,필동2가 134-28,필동수문),37.5539,126.9949,1,2022-12-01
중구,저002(필동로6길 40,필동2가 134-28,필동유입),37.5539,126.9949,1,2022-12-01
중구,저003(장충단로 101,장충동2가 산7-21,장충테니스장수문),37.5554,127.0016,1,2022-12-01
중구,저003(장충단로 101,장충동2가 산7-21,장충테니스장유입),37.5554,127.0016,1,2022-12-01
중구,저004(장충단로 59,징충동2가 산14-21,국립극장수문),37.5512,126.9966,1,2022-12-01
중구,저004(장충단로 59,징충동2가 산14-21,국립극장유입),37.5512,126.9966,1,2022-12-01
중구,저005(소파로2길 10,예장동 8-3,예장동수문),37.5571,126.9875,1,2022-12-01
중구,저005(소파로2길 10,예장동 8-3,예장동유입),37.5571,126.9875,1,2022-12-01
중구,중101(삼일대로 298,충무로2가 53-8,도미노피자황단보도 좌측),37.5612,126.9894,1,2022-12-01
중구,중101보1(삼일대로 298_충무로2가_도미노피자 횡단보도 좌측),37.5612,126.9894,1,2022-12-01
중구,중101보2(삼일대로 298_충무로2가_도미노피자 횡단보도 좌측),37.5612,126.9894,1,2022-12-01
