,Unnamed: 0.1,Unnamed: 0,개방자치단체코드,관리번호,영업상태명,소재지면적,지번주소,도로명주소,도로명우편번호,사업장명,업태구분명,좌표정보(X),좌표정보(Y),경도,위도
104,104,104,3010000,3010000-102-2002-00053,영업/정상,46.5,서울특별시 중구 충무로4가 26번지 2층 ,서울특별시 중구 마른내로6길 37, 2층 (충무로4가),4556,2018-08-31 23:59:59,199514.882,451135.5725,126.9924072,37.56249922
105,105,105,3010000,3010000-102-2002-00054,영업/정상,179,서울특별시 중구 충무로2가 50-5번지 (지하1층) ,,,쌍떼,룸살롱,199037.8253,451103.6808,126.9870078,37.56221147
106,106,106,3010000,3010000-102-2002-00058,영업/정상,73.27,서울특별시 중구 북창동 67-0 (2층),서울특별시 중구 남대문로1길 36 (북창동,(2층)),4526,2021-12-03 22:04:00,197940.657,451160.1579,126.9745896,37.56271845
107,107,107,3010000,3010000-102-2002-00059,영업/정상,98.66,서울특별시 중구 광희동1가 45-0번지 (지하1층) ,서울특별시 중구 을지로40길 18 (광희동1가,(지하1층)),4561,2018-08-31 23:59:59,200304.8355,451520.4342,127.0013483,37.56596691
108,108,108,3010000,3010000-102-2003-00002,영업/정상,57.64,서울특별시 중구 오장동 148-1번지 (2층) ,서울특별시 중구 을지로36길 40 (오장동,(2층)),4547,2018-08-31 23:59:59,200066.9845,451406.737,126.9986561,37.56494254
109,109,109,3010000,3010000-102-2003-00004,영업/정상,142.08,서울특별시 중구 주교동 43-25번지 지하1층 ,서울특별시 중구 창경궁로8길 24 (주교동, 지하1층),4546,2018-08-31 23:59:59,199893.2289,451824.9473,126.9966893,37.56871056
110,110,110,3010000,3010000-102-2003-00005,영업/정상,105.04,서울특별시 중구 신당동 120-4번지 (지하1층) ,서울특별시 중구 퇴계로 418-1 (신당동,(지하1층)),4577,2018-12-28 02:40:00,201533.0274,451450.058,127.0152498,37.56533169
111,111,111,3010000,3010000-102-2003-00008,영업/정상,64.35,서울특별시 중구 수표동 11-3번지 (지하1층) ,서울특별시 중구 을지로11길 29 (수표동,(지하1층)),4543,2019-10-17 02:40:00,199111.2743,451713.7062,126.9878383,37.56770781
112,112,112,3010000,3010000-102-2003-00009,영업/정상,24.78,서울특별시 중구 을지로3가 291-41번지 (2층) ,서울특별시 중구 충무로 52-1 (을지로3가,(2층)),4549,2018-08-31 23:59:59,199302.1633,451503.1103,126.9899992,37.56581054
113,113,113,3010000,3010000-102-2003-00010,영업/정상,76.75,서울특별시 중구 신당동 100-6번지 (2층) ,서울특별시 중구 퇴계로 406-2 (신당동,(2층)),4577,2019-01-02 02:40:00,201409.5028,451434.9342,127.0138516,37.56519562
114,114,114,3010000,3010000-102-2003-00012,영업/정상,92,서울특별시 중구 남대문로5가 17-3번지 (지하1층) ,서울특별시 중구 세종대로 22 (남대문로5가,(지하1층)),4527,2018-08-31 23:59:59,197663.3679,450691.4042,126.9714526,37.55849435
115,115,115,3010000,3010000-102-2003-00013,영업/정상,64.95,서울특별시 중구 충무로4가 24-6번지 (지상2층) ,서울특별시 중구 충무로2길 35 (충무로4가,(지상2층)),4556,2018-08-31 23:59:59,199499.7762,451127.1666,126.9922362,37.56242347
116,116,116,3010000,3010000-102-2003-00017,영업/정상,96.96,서울특별시 중구 광희동1가 191 (지하1층),서울특별시 중구 마른내로 167-1 (광희동1가,(지하1층)),4561,2021-12-07 00:08:00,200526.2174,451373.8233,127.003854,37.56464588
117,117,117,3010000,3010000-102-2003-00018,영업/정상,63.8,서울특별시 중구 오장동 148-18,서울특별시 중구 마른내로 121-1 (오장동),4547,로또노래주점,기타,200068.2636,451379.6005,126.9986705,37.56469805
118,118,118,3010000,3010000-102-2003-00019,영업/정상,92.22,서울특별시 중구 광희동1가 187-9번지 (지상2층) ,서울특별시 중구 을지로44길 21 (광희동1가,(지상2층)),4561,2020-02-21 02:40:00,200512.0053,451422.3573,127.0036931,37.56508317
119,119,119,3010000,3010000-102-2003-00022,영업/정상,75.48,서울특별시 중구 충무로3가 57-5번지 (지하1층) ,서울특별시 중구 수표로2길 29 (충무로3가,(지하1층)),4554,2018-08-31 23:59:59,199235.3389,451113.1481,126.9892433,37.56229697
120,120,120,3010000,3010000-102-2004-00002,영업/정상,64.2,서울특별시 중구 충무로3가 25-5 (지상2층) ,서울특별시 중구 마른내로2길 31 (충무로3가,(지상2층)),4555,2021-10-14 02:40:00,199181.4978,451200.5821,126.9886338,37.56308469
121,121,121,3010000,3010000-102-2004-00005,영업/정상,73.45,서울특별시 중구 광희동1가 38-1 (지하1층),서울특별시 중구 을지로38길 11 (광희동1가,(지하1층)),4561,2021-10-30 22:01:00,200271.3984,451530.9771,127.0009698,37.56606191
122,122,122,3010000,3010000-102-2004-00006,영업/정상,85.01,서울특별시 중구 흥인동 111 (지하1층) ,서울특별시 중구 다산로 255 (흥인동,(지하1층)),4569,2020-08-13 02:40:00,201336.0897,451505.7333,127.0130208,37.56583361
123,123,123,3010000,3010000-102-2004-00011,영업/정상,70.08,서울특별시 중구 충무로3가 35-3번지 외 1필지 (지상2층) ,서울특별시 중구 충무로2길 6 (충무로3가,외 1필지 (지상2층)),4557,2018-08-31 23:59:59,199352.4325,451134.7014,126.9905685,37.56249126
124,124,124,3010000,3010000-102-2004-00013,영업/정상,188.19,서울특별시 중구 북창동 82 (지하1층) ,서울특별시 중구 세종대로14길 26 (북창동,(지하1층)),4526,2021-11-05 02:40:00,197996.1588,451158.7589,126.9752178,37.56270597
125,125,125,3010000,3010000-102-2004-00014,영업/정상,88.94,서울특별시 중구 서소문동 90번지 외3필지(지하1층) ,서울특별시 중구 서소문로 130 (서소문동,외3필지(지하1층)),4514,2019-02-24 02:40:00,197772.4785,451236.8393,126.9726858,37.56340894
126,126,126,3010000,3010000-102-2004-00015,영업/정상,40.41,서울특별시 중구 충무로4가 131-4번지 외1필지(지상2층) ,서울특별시 중구 충무로2길 36 (충무로4가,외1필지(지상2층)),4557,2018-08-31 23:59:59,199498.2614,451106.8432,126.9922191,37.56224036
127,127,127,3010000,3010000-102-2004-00016,영업/정상,93.6,서울특별시 중구 초동 70-4 (지상3층),서울특별시 중구 마른내로 42 (초동,(지상3층)),4555,2021-10-31 22:06:00,199263.8038,451326.7212,126.9895652,37.56422126
128,128,128,3010000,3010000-102-2004-00017,영업/정상,66.54,서울특별시 중구 광희동1가 278번지 (지상2층) ,서울특별시 중구 동호로34길 28 (광희동1가,(지상2층)),4561,2018-08-31 23:59:59,200277.2336,451409.7685,127.0010358,37.56496983
129,129,129,3010000,3010000-102-2004-00018,영업/정상,57.16,서울특별시 중구 중림동 129-35 (지상2층) ,서울특별시 중구 청파로 425-2 (중림동,(지상2층)),4507,2022-01-20 02:40:00,197185.8737,450597.6152,126.9660489,37.55764795
130,130,130,3010000,3010000-102-2004-00020,영업/정상,49.59,서울특별시 중구 충무로3가 30-18 지상2층 ,서울특별시 중구 충무로 17-1 (충무로3가,지상2층),4555,2020-08-07 02:40:00,199298.82,451178.1399,126.9899617,37.56288259
131,131,131,3010000,3010000-102-2005-00002,영업/정상,66.08,서울특별시 중구 황학동 732-0 (지상1,2층),서울특별시 중구 퇴계로 427-3,1,2023-06-07 09:53:59,201624.7917,451518.8435,127.0162886,37.56595129
132,132,132,3010000,3010000-102-2005-00003,영업/정상,71.98,서울특별시 중구 남대문로5가 6-10번지 (지상2층) ,서울특별시 중구 세종대로1길 6 (남대문로5가,(지상2층)),4512,2018-08-31 23:59:59,197545.467,450663.3209,126.9701184,37.558241
133,133,133,3010000,3010000-102-2005-00007,영업/정상,98.34,서울특별시 중구 인현동1가 87-18 (지하1층),서울특별시 중구 마른내로 58 (인현동1가,(지하1층)),4556,2022-12-08 22:02:00,199419.6437,451319.5517,126.9913291,37.56415679
134,134,134,3010000,3010000-102-2005-00008,영업/정상,39.67,서울특별시 중구 초동 41-2 2층 ,서울특별시 중구 충무로 32, 2층 (초동),4556,2021-10-27 02:40:00,199317.3623,451297.524,126.9901714,37.56395824
135,135,135,3010000,3010000-102-2005-00009,영업/정상,64.71,서울특별시 중구 충무로4가 28-3번지 (지상1층) ,,,남산,기타,199528.4791,451130.4988,126.9925611,37.56245351
136,136,136,3010000,3010000-102-2005-00010,영업/정상,52.27,서울특별시 중구 광희동1가 188-4번지 (지하1층) ,서울특별시 중구 마른내로 165 (광희동1가,(지하1층)),4561,2018-08-31 23:59:59,200497.2121,451372.1816,127.0035257,37.5646311
137,137,137,3010000,3010000-102-2005-00011,영업/정상,82,서울특별시 중구 충무로3가 36-4 (지상2층),서울특별시 중구 충무로2길 2 (충무로3가,(지상2층)),4557,2021-12-08 23:07:00,199342.4446,451137.088,126.9904555,37.56251275
138,138,138,3010000,3010000-102-2005-00012,영업/정상,92.53,서울특별시 중구 충무로4가 133-1 (지상2층) ,서울특별시 중구 충무로2길 34 (충무로4가,(지상2층)),4557,2021-08-11 02:40:00,199482.561,451107.3638,126.9920414,37.56224504
139,139,139,3010000,3010000-102-2005-00013,영업/정상,88.17,서울특별시 중구 충무로3가 24-5 지상2층,서울특별시 중구 수표로 22-14, 2층 (충무로3가),4555,2022-12-03 00:01:00,199143.472,451193.9909,126.9882034,37.56302527
140,140,140,3010000,3010000-102-2005-00014,영업/정상,93.08,서울특별시 중구 광희동1가 164번지 (지상2층) ,서울특별시 중구 을지로44길 28 (광희동1가,(지상2층)),4561,2018-08-31 23:59:59,200477.8517,451407.8947,127.0033065,37.56495288
141,141,141,3010000,3010000-102-2005-00015,영업/정상,47.01,서울특별시 중구 충무로3가 34-8번지 (지상2층) ,서울특별시 중구 충무로2길 1 (충무로3가,(지상2층)),4556,2018-08-31 23:59:59,199341.1371,451158.1556,126.9904407,37.56270257
142,142,142,3010000,3010000-102-2005-00018,영업/정상,86.2,서울특별시 중구 충무로3가 24-6번지 (지상2층) ,서울특별시 중구 퇴계로27길 45 (충무로3가,(지상2층)),4555,2018-08-31 23:59:59,199150.0794,451207.9911,126.9882782,37.56315141
143,143,143,3010000,3010000-102-2006-00005,영업/정상,96.36,서울특별시 중구 광희동1가 98-0 (지하1층),서울특별시 중구 마른내로 155-1 (광희동1가,(지하1층)),4561,2022-12-01 22:04:00,200411.5221,451397.5414,127.0025558,37.56485963
144,144,144,3010000,3010000-102-2006-00006,영업/정상,97.02,서울특별시 중구 광희동1가 182-28 (지상2층),서울특별시 중구 을지로44길 17-5 (광희동1가,(지상2층)),4561,2021-12-05 23:06:00,200527.8613,451446.0759,127.0038726,37.56529687
145,145,145,3010000,3010000-102-2006-00009,영업/정상,98.7,서울특별시 중구 광희동1가 142 (지상3층) ,서울특별시 중구 을지로44길 10 (광희동1가,(지상3층)),4561,2020-11-18 02:40:00,200498.4975,451494.7068,127.0035403,37.56573504
146,146,146,3010000,3010000-102-2006-00010,영업/정상,59.09,서울특별시 중구 오장동 206-35번지 (지상2층) ,서울특별시 중구 마른내로 126 (오장동,(지상2층)),4559,2020-06-19 02:40:00,200094.2913,451350.1514,126.9989651,37.56443271
147,147,147,3010000,3010000-102-2006-00011,영업/정상,95.71,서울특별시 중구 회현동1가 92-6번지 (지하1층) ,서울특별시 중구 퇴계로8길 13 (회현동1가,(지하1층)),4634,2018-08-31 23:59:59,198164.2584,450703.5993,126.9771215,37.55860539
148,148,148,3010000,3010000-102-2006-00012,영업/정상,95.07,서울특별시 중구 서소문동 84번지 (지하1층) ,서울특별시 중구 서소문로 128-4 (서소문동,(지하1층)),4514,2018-08-31 23:59:59,197753.2396,451224.787,126.9724681,37.5633003
149,149,149,3010000,3010000-102-2006-00015,영업/정상,94.84,서울특별시 중구 인현동2가 100번지 (지상2층) ,서울특별시 중구 마른내로 68 (인현동2가,(지상2층)),4556,2018-08-31 23:59:59,199523.3489,451311.7359,126.9925029,37.56408644
150,150,150,3010000,3010000-102-2007-00001,영업/정상,64.99,서울특별시 중구 을지로6가 18-52 (지하1층),서울특별시 중구 을지로43길 15 (을지로6가,(지하1층)),4564,2021-12-07 22:06:00,200535.6133,451633.5052,127.0039605,37.56698558
151,151,151,3010000,3010000-102-2007-00005,영업/정상,94.76,서울특별시 중구 남대문로5가 84-4번지 외 3필지(84-1,1984-02-01 00:00:00,84-3) ,서울특별시 중구 세종대로 10 (남대문로5가,4527,197587.0789,450597.2482,126.9705895,37.55764581
152,152,152,3010000,3010000-102-2007-00006,영업/정상,42,서울특별시 중구 충무로4가 15-18번지 외1필지(15-20) (3층) ,,,브이아이피(VIP),룸살롱,199447.9514,451139.1191,126.9916497,37.56253113
153,153,153,3010000,3010000-102-2007-00007,영업/정상,95,서울특별시 중구 충무로4가 25번지 외1필지 (2층) ,서울특별시 중구 충무로2길 37 (충무로4가,외1필지 (2층)),4556,2018-08-31 23:59:59,199511.558,451125.3835,126.9923696,37.56240742
154,154,154,3010000,3010000-102-2007-00008,영업/정상,61.42,서울특별시 중구 충무로4가 25번지 외1필지 (3층) ,서울특별시 중구 충무로2길 37 (충무로4가,외1필지 (3층)),4556,2018-08-31 23:59:59,199511.558,451125.3835,126.9923696,37.56240742
155,155,155,3010000,3010000-102-2007-00010,영업/정상,96.52,서울특별시 중구 인현동2가 192-17 외2필지(지하1층) ,서울특별시 중구 퇴계로41길 47 (인현동2가,외2필지(지하1층)),4556,2021-09-05 02:40:00,199524.5309,451295.7295,126.9925163,37.56394222
156,156,156,3010000,3010000-102-2007-00011,영업/정상,94.78,서울특별시 중구 충무로4가 134-2번지 (지상2층) ,,,디바1004,룸살롱,199466.3178,451108.7132,126.9918576,37.56225719
157,157,157,3010000,3010000-102-2007-00012,영업/정상,64.73,서울특별시 중구 초동 53-22 (지상2층),서울특별시 중구 마른내로2길 27 (초동,(지상2층)),4555,2022-12-01 23:06:00,199198.6497,451216.4226,126.9888279,37.56322743
158,158,158,3010000,3010000-102-2007-00013,영업/정상,94.68,서울특별시 중구 무교동 12-1번지 ,서울특별시 중구 무교로 24 (무교동),4521,보물섬,룸살롱,198117.5253,451757.6239,126.9765898,37.56810194
159,159,159,3010000,3010000-102-2008-00001,영업/정상,93.45,서울특별시 중구 충무로3가 56-1 (지상3층) ,서울특별시 중구 수표로6길 32 (충무로3가,(지상3층)),4554,2020-06-27 02:40:00,199229.9205,451163.7958,126.9891819,37.56275329
160,160,160,3010000,3010000-102-2008-00002,영업/정상,90.37,서울특별시 중구 광희동1가 194-1번지 지하1층 ,서울특별시 중구 장충단로 221 (광희동1가,지하1층),4561,2019-09-11 02:40:00,200544.6107,451376.8531,127.0040621,37.56467317
161,161,161,3010000,3010000-102-2008-00003,영업/정상,88.54,서울특별시 중구 을지로3가 295-4 양지빌딩 ,서울특별시 중구 충무로7길 6, 양지빌딩 지하 1층 (을지로3가),4550,2020-11-07 02:40:00,199243.7197,451518.1977,126.9893377,37.56594643
162,162,162,3010000,3010000-102-2008-00007,영업/정상,94.89,서울특별시 중구 광희동1가 182-20번지 지하1층 ,서울특별시 중구 장충단로 229-9 (광희동1가,지하1층),4561,2018-08-31 23:59:59,200538.2033,451456.4171,127.0039897,37.56539004
163,163,163,3010000,3010000-102-2008-00010,영업/정상,89.16,서울특별시 중구 초동 62번지 지상2층 ,서울특별시 중구 마른내로2길 10 (초동,지상2층),4555,2018-11-04 02:36:00,199245.0206,451300.4269,126.9893526,37.56398434
164,164,164,3010000,3010000-102-2008-00011,영업/정상,89.78,서울특별시 중구 충무로3가 25-12 ,서울특별시 중구 수표로6길 25, 2층 (충무로3가, 남정빌딩),U,199205.2541,451196.6405,126.9889027,37.5630492
165,165,165,3010000,3010000-102-2008-00012,영업/정상,77.59,서울특별시 중구 북창동 99-3번지 지상2,3층 ,서울특별시 중구 남대문로1길 22 (북창동,지상2,2020-05-11 17:58:56,197947.6512,451086.9598,126.9746689,37.56205896
166,166,166,3010000,3010000-102-2009-00001,영업/정상,83,서울특별시 중구 남대문로5가 84-20번지 지상2층 ,서울특별시 중구 세종대로2길 6 (남대문로5가,지상2층),4527,2018-08-31 23:59:59,197597.0473,450595.1168,126.9707024,37.55762663
167,167,167,3010000,3010000-102-2009-00003,영업/정상,39.67,서울특별시 중구 초동 40-4 지상2층,서울특별시 중구 충무로 26-1 (초동,지상2층),4556,2021-12-04 00:02:00,199325.0134,451250.997,126.9902581,37.56353905
168,168,168,3010000,3010000-102-2009-00004,영업/정상,99,서울특별시 중구 황학동 738 지하1층 ,서울특별시 중구 퇴계로 425-1 (황학동, 지하1층),4576,2021-02-03 02:40:00,201601.7862,451508.7369,127.0160282,37.56586027
169,169,169,3010000,3010000-102-2009-00005,영업/정상,76.71,서울특별시 중구 황학동 703-1 (지층1),서울특별시 중구 퇴계로 439-6 (황학동,(지층1)),4576,2022-12-06 23:09:00,201762.7658,451528.7024,127.0178504,37.56603987
170,170,170,3010000,3010000-102-2009-00010,영업/정상,62,서울특별시 중구 황학동 732 2층 ,서울특별시 중구 퇴계로 427-2, 2층 (황학동),4576,2022-02-10 02:40:00,201624.7917,451518.8435,127.0162886,37.56595129
171,171,171,3010000,3010000-102-2010-00003,영업/정상,99.1,서울특별시 중구 을지로1가 37-0번지 지하1층 ,서울특별시 중구 을지로1길 15 (을지로1가,지하1층),4523,2018-08-31 23:59:59,198139.29,451612.4388,126.9768366,37.56679388
172,172,172,3010000,3010000-102-2010-00004,영업/정상,85.15,서울특별시 중구 을지로1가 37-0번지 지하2층 ,서울특별시 중구 을지로1길 15 (을지로1가,지하2층),4523,2018-08-31 23:59:59,198139.29,451612.4388,126.9768366,37.56679388
173,173,173,3010000,3010000-102-2010-00008,영업/정상,92.89,서울특별시 중구 남대문로5가 84-1번지 2호,3호(지상4층) ,서울특별시 중구 세종대로 10-2 (남대문로5가,2호,2017-06-22 10:17:26,197593.6893,450607.5048,126.9706643,37.55773824
174,174,174,3010000,3010000-102-2010-00009,영업/정상,73.79,서울특별시 중구 초동 19-2번지 2층 ,서울특별시 중구 충무로 39, 2층 (초동),4550,2018-08-31 23:59:59,199279.1736,451377.7895,126.9897391,37.5646814
175,175,175,3010000,3010000-102-2010-00010,영업/정상,95.01,서울특별시 중구 무교동 21-3 지하1층 ,서울특별시 중구 무교로 12 (무교동,지하1층),4522,2021-05-16 02:40:00,198109.6173,451640.774,126.9765006,37.56704912
176,176,176,3010000,3010000-102-2010-00012,영업/정상,99,서울특별시 중구 충무로4가 32-16 (지하1층) ,서울특별시 중구 창경궁로1길 38 (충무로4가,(지하1층)),4558,2021-10-01 02:40:00,199606.1113,451137.8958,126.9934398,37.5625202
177,177,177,3010000,3010000-102-2011-00002,영업/정상,100.89,서울특별시 중구 초동 70-8 ,서울특별시 중구 마른내로2길 6 (초동),4555,Seven 노래빠,기타,199257.1139,451318.6552,126.9894895,37.56414858
178,178,178,3010000,3010000-102-2011-00003,영업/정상,90,서울특별시 중구 남대문로5가 63-9 지하1층 ,서울특별시 중구 세종대로 3-1 (남대문로5가,지하1층),4512,2020-09-25 02:40:00,197497.2271,450603.6043,126.9695726,37.55770283
179,179,179,3010000,3010000-102-2011-00005,영업/정상,42.2,서울특별시 중구 충무로3가 25-2 지하1층 ,서울특별시 중구 수표로6길 25-1 (충무로3가,지하1층),4555,2021-04-18 02:40:00,199216.2606,451202.9019,126.9890272,37.56310562
180,180,180,3010000,3010000-102-2011-00007,영업/정상,98.66,서울특별시 중구 충무로3가 59-11번지 2층 ,서울특별시 중구 수표로2길 5 (충무로3가, 2층),4554,2018-08-31 23:59:59,199119.114,451114.4484,126.9879278,37.56230857
181,181,181,3010000,3010000-102-2012-00001,영업/정상,82.96,서울특별시 중구 충무로3가 33-1 ,서울특별시 중구 충무로 20-1, 지하1층 (충무로3가),4556,2022-01-30 02:40:00,199333.5264,451192.1616,126.9903545,37.56300895
182,182,182,3010000,3010000-102-2012-00002,영업/정상,94.79,서울특별시 중구 초동 53-20번지 지상 3층 ,서울특별시 중구 마른내로2길 25-1 (초동, 지상 3층),4555,2018-08-31 23:59:59,199203.7274,451223.1966,126.9888853,37.56328846
183,183,183,3010000,3010000-102-2012-00003,영업/정상,97.37,서울특별시 중구 초동 107-5번지 지상3층 ,서울특별시 중구 을지로12길 29 (초동),4550,시크릿,룸살롱,199122.2527,451406.2876,126.9879629,37.56493801
184,184,184,3010000,3010000-102-2012-00004,영업/정상,90.69,서울특별시 중구 북창동 71-2번지 삼영빌딩 3층 ,서울특별시 중구 남대문로1길 30, 북창동동 (북창동, 삼영빌딩 3층),I,197945.5493,451122.4688,126.974645,37.56237888
185,185,185,3010000,3010000-102-2012-00005,영업/정상,92.04,서울특별시 중구 광희동1가 182-39 지상2층 ,서울특별시 중구 마른내로 167-42 (광희동1가, 지상2층),4561,2021-02-03 02:40:00,200525.4757,451430.6124,127.0038456,37.56515754
186,186,186,3010000,3010000-102-2013-00001,영업/정상,86.35,서울특별시 중구 충무로3가 59-6 지하1층,서울특별시 중구 수표로2길 15 (충무로3가, 지하1층),4554,2021-12-08 00:07:00,199164.3509,451104.739,126.9884398,37.56222114
187,187,187,3010000,3010000-102-2013-00002,영업/정상,39.6,서울특별시 중구 을지로3가 291-40번지 지상2층 ,서울특별시 중구 충무로 52 (을지로3가, 지상2층),4549,2018-08-31 23:59:59,199303.3043,451498.0503,126.9900121,37.56576495
188,188,188,3010000,3010000-102-2014-00001,영업/정상,73.61,서울특별시 중구 충무로3가 51-8 지하1층 ,서울특별시 중구 퇴계로31길 14 (충무로3가, 지하1층),4554,2021-02-03 02:40:00,199258.2768,451059.1253,126.9895029,37.56181025
189,189,189,3010000,3010000-102-2014-00002,영업/정상,523.09,서울특별시 중구 다동 155번지 YG빌딩 지하1층 ,서울특별시 중구 남대문로9길 40 (다동, YG빌딩 지하1층),4522,2019-01-04 02:40:00,198193.5344,451650.9558,126.9774505,37.56714103
190,190,190,3010000,3010000-102-2014-00005,영업/정상,74.14,서울특별시 중구 충무로3가 30-19번지 2층 ,서울특별시 중구 충무로 17 (충무로3가, 2층),4555,2018-08-31 23:59:59,199301.7995,451171.4689,126.9899954,37.56282249
191,191,191,3010000,3010000-102-2014-00006,영업/정상,99,서울특별시 중구 충무로3가 25-10 지상2층,서울특별시 중구 수표로6길 27, 2층 (충무로3가),4555,2021-12-07 23:03:00,199213.9431,451187.6028,126.989001,37.56296778
192,192,192,3010000,3010000-102-2015-00001,영업/정상,78,서울특별시 중구 을지로3가 342-1번지 지상2층 ,서울특별시 중구 을지로 114-3, 2층 (을지로3가),4550,2018-08-31 23:59:59,199105.2187,451530.9322,126.98777,37.56606103
193,193,193,3010000,3010000-102-2015-00002,영업/정상,36.52,서울특별시 중구 광희동1가 175-2번지 지상3층 ,서울특별시 중구 마른내로 163, 3층 (광희동1가),4561,2018-08-31 23:59:59,200477.2503,451376.271,127.0032997,37.56466796
194,194,194,3010000,3010000-102-2015-00003,영업/정상,92.38,서울특별시 중구 북창동 103-2번지 2층 ,서울특별시 중구 세종대로12길 25 (북창동, 2층),4526,2019-03-24 02:40:00,197967.6984,451078.8212,126.9748959,37.56198567
195,195,195,3010000,3010000-102-2015-00004,영업/정상,52.15,서울특별시 중구 북창동 118 2층,서울특별시 중구 남대문로1길 16 (북창동, 2층),4526,2021-12-04 00:01:00,197958.2625,451056.1464,126.9747891,37.56178136
196,196,196,3010000,3010000-102-2016-00001,영업/정상,87.34,서울특별시 중구 을지로3가 95-4번지 2층 ,서울특별시 중구 충무로9길 12 (을지로3가, 2층),4543,2018-08-31 23:59:59,199207.0019,451638.4254,126.9889219,37.56702963
197,197,197,3010000,3010000-102-2016-00002,영업/정상,80.56,서울특별시 중구 남대문로5가 18-2번지 지하1 ,서울특별시 중구 세종대로2가길 23, 지하1층 (남대문로5가),4527,2018-08-31 23:59:59,197704.3304,450666.0782,126.9719163,37.55826627
198,198,198,3010000,3010000-102-2016-00003,영업/정상,88.8,서울특별시 중구 북창동 20-2번지 2층 ,서울특별시 중구 남대문로1길 25, 2층 (북창동),4526,2018-08-31 23:59:59,197922.9157,451101.9005,126.9743889,37.56219351
199,199,199,3010000,3010000-102-2016-00004,영업/정상,89.32,서울특별시 중구 황학동 740 2층 ,서울특별시 중구 퇴계로 421, 2층 (황학동),4576,2021-07-14 02:40:00,201557.1396,451515.1247,127.0155229,37.5659179
200,200,200,3010000,3010000-102-2017-00001,영업/정상,85.95,서울특별시 중구 충무로3가 56-5 2층,서울특별시 중구 수표로6길 24 (충무로3가, 2층),4554,2021-10-30 23:06:00,199192.9453,451165.0011,126.9887634,37.56276412
201,201,201,3010000,3010000-102-2017-00002,영업/정상,98.64,서울특별시 중구 초동 17-2번지 태창빌딩 ,서울특별시 중구 충무로4길 5, 태창빌딩 지하1층 (초동),4549,2018-08-31 23:59:59,199327.2686,451427.9924,126.9902834,37.56513376
202,202,202,3010000,3010000-102-2018-00001,영업/정상,51.2,서울특별시 중구 명동1가 45-1번지 ,서울특별시 중구 명동7길 18, 3층 (명동1가),4534,2018-12-06 02:20:08,198556.1416,451362.7705,126.9815554,37.56454518
203,203,203,3010000,3010000-102-2020-00002,영업/정상,83.7,서울특별시 중구 황학동 371-38 신라여관 ,서울특별시 중구 퇴계로83길 12-16, 2층 (황학동),4576,2020-07-11 00:23:16,201596.0808,451564.7778,127.0159637,37.5663652
204,204,204,3010000,3010000-102-2021-00001,영업/정상,85.95,서울특별시 중구 충무로3가 28-2 ,서울특별시 중구 수표로6길 37-1, 2층 (충무로3가),4555,2021-01-27 00:23:03,199268.7785,451180.5365,126.9896217,37.56290416
205,205,205,3010000,3010000-102-2022-00001,영업/정상,389.88,서울특별시 중구 북창동 122,서울특별시 중구 남대문로1길 8-1, 지하1-2층 (북창동),4526,2021-12-07 22:05:00,197959.8106,451024.3296,126.9748067,37.56149469
206,206,206,3010000,3010000-102-2022-00002,영업/정상,391.17,서울특별시 중구 충무로4가 125-3 일흥빌딩,서울특별시 중구 퇴계로 213, 일흥빌딩 지하1층 (충무로4가),4557,2022-12-06 22:06:00,199532.0845,451067.1947,126.9926019,37.56188315
207,207,207,3010000,3010000-102-2022-00003,영업/정상,98.35,서울특별시 중구 을지로6가 23,서울특별시 중구 을지로 254, 지하1층 B102호 (을지로6가),4561,2021-11-01 00:03:00,200488.7712,451524.8783,127.0034302,37.56600689
208,208,208,3010000,3010000-102-2022-00005,영업/정상,193.75,서울특별시 중구 광희동1가 145-2,서울특별시 중구 을지로44길 18-4, 동대문디플레이스 지하2층 (광희동1가),4561,2021-11-01 21:00:00,200488.5942,451461.8204,127.0034282,37.56543874
209,209,3010000,3010000-103-1993-02336,영업/정상,43.38,100195,서울특별시 중구 을지로5가 274-1번지 274-20 ,서울특별시 중구 동호로35길 5 (을지로5가,274-20),4547,2021-11-02 21:00:00,200110.3353,451549.0544,126.9991467,37.56622481
210,210,3010000,3010000-103-1993-02354,영업/정상,109.28,100819,서울특별시 중구 신당동 131-11 ,서울특별시 중구 다산로44길 48 (신당동),4577,55번지,2021-11-03 21:00:00,201659.354,451410.9938,127.0166796,37.56497952
211,211,3010000,3010000-103-1993-02357,영업/정상,107.52,100861,서울특별시 중구 충무로2가 65-13번지 ,서울특별시 중구 퇴계로 123 (충무로2가),4536,뮤직인터뷰,2021-11-04 21:00:00,198650.9613,450980.8639,126.9826294,37.56110439
212,212,3010000,3010000-103-1993-02363,영업/정상,122.05,100-819,서울특별시 중구 신당동 120-16,서울특별시 중구 다산로44길 19 (신당동),4577,또또클럽,2021-11-05 21:00:00,201523.098,451422.9355,127.0151374,37.56508734
213,213,3010000,3010000-103-1993-02376,영업/정상,114.06,100855,서울특별시 중구 장충동2가 186-38번지 ,서울특별시 중구 동호로 288 (장충동2가),4617,일년후(1년후),2021-11-06 21:00:00,200206.1757,450882.1867,127.0002314,37.56021639
