개방자치단체코드,관리번호,영업상태명,소재지면적,지번주소,도로명주소,도로명우편번호,사업장명,업태구분명,좌표정보(X),좌표정보(Y),,,,,,,
3010000,3010000-102-1985-02592,폐업,92.9,서울특별시 중구 만리동2가 231-13번지 ,,,필드비지니스,스텐드바,196606.6366,449946.1165,,,,,,,
3010000,3010000-102-1985-02603,폐업,94.32,서울특별시 중구 충무로2가 51-15번지 ,,,로얄,극장식당,199034.5277,451069.2585,,,,,,,
3010000,3010000-102-1985-02604,폐업,601.32,서울특별시 중구 황학동 118-0번지 ,,,정석기업-주-칼시,극장식당,201632.1134,451800.8567,,,,,,,
3010000,3010000-102-1985-02605,폐업,149.8,서울특별시 중구 충무로2가 65-5번지 ,,,따봉,극장식당,198670.8464,451001.1879,,,,,,,
3010000,3010000-102-1985-02609,폐업,14.55,서울특별시 중구 흥인동 62-8번지 ,,,란,극장식당,,,,,,,,,
3010000,3010000-102-1985-02612,영업/정상,108.23,서울특별시 중구 을지로3가 296-11번지 ,서울특별시 중구 을지로14길 13 (을지로3가),4550,스타,룸살롱,199247.5208,451490.6847,,,,,,,
3010000,3010000-102-1985-02623,폐업,136.56,서울특별시 중구 남대문로5가 214-0번지 ,,,영상,룸살롱,197663.3664,450610.1868,,,,,,,
3010000,3010000-102-1985-02645,영업/정상,110.73,서울특별시 중구 을지로4가 109-1 ,서울특별시 중구 을지로33길 33 (을지로4가),4546,그린,극장식당,199821.2248,451658.2965,,,,,,,
3010000,3010000-102-1985-02653,폐업,542.36,서울특별시 중구 소공동 1-0번지 ,,,아나벨스,관광호텔나이트(디스코),198259.6536,451392.1982,,,,,,,
3010000,3010000-102-1985-02658,폐업,94.32,서울특별시 중구 충무로2가 51-15번지 ,,,로얄,관광호텔나이트(디스코),199034.5277,451069.2585,,,,,,,
3010000,3010000-102-1985-02661,폐업,14.55,서울특별시 중구 흥인동 62-8번지 ,,,란,관광호텔나이트(디스코),,,,,,,,,
3010000,3010000-102-1985-02666,폐업,448.56,서울특별시 중구 중림동 53-1번지 ,,,낮과밤,카바레,,,,,,,,,
3010000,3010000-102-1985-02667,폐업,89.7,서울특별시 중구 중림동 71-0번지 ,,,카니발,카바레,,,,,,,,,
3010000,3010000-102-1985-02668,폐업,83.89,서울특별시 중구 중림동 10-1번지 ,,,명보,카바레,,,,,,,,,
3010000,3010000-102-1985-02683,폐업,362.6,서울특별시 중구 을지로5가 19-29번지 ,,,야전궁,카바레,200095.7259,451681.0371,,,,,,,
3010000,3010000-102-1986-02461,폐업,162.56,서울특별시 중구 산림동 207-1번지 ,,,가야궁,룸살롱,199521.2008,451751.4241,,,,,,,
3010000,3010000-102-1986-02466,폐업,151.88,서울특별시 중구 충무로2가 51-13번지 ,,,성전,요정,199055.149,451064.899,,,,,,,
3010000,3010000-102-1986-02489,폐업,254.92,서울특별시 중구 을지로6가 29-1번지 ,,,아그네스,룸살롱,200435.6212,451523.6232,,,,,,,
3010000,3010000-102-1986-02490,폐업,196.53,서울특별시 중구 남대문로5가 63-13번지 ,14,,,59:59.0,룸살롱,197513.436,,,,,,,
3010000,3010000-102-1986-02494,폐업,189.92,서울특별시 중구 을지로3가 291-45,서울특별시 중구 충무로 54-3 (을지로3가),4549,해양,룸살롱,199321.5604,451526.9013,,,,,,,
3010000,3010000-102-1986-02495,폐업,229,서울특별시 중구 충무로3가 59-11번지 ,,,램프,룸살롱,199119.114,451114.4484,,,,,,,
3010000,3010000-102-1986-02502,폐업,315.2,서울특별시 중구 다동 92번지 지하2층 ,,,오페라하우스,룸살롱,198345.0222,451737.6934,,,,,,,
3010000,3010000-102-1986-02525,폐업,78.22,서울특별시 중구 흥인동 182-39번지 ,,,해원,비어(바)살롱,,,,,,,,,
3010000,3010000-102-1986-02537,폐업,266.18,서울특별시 중구 다동 51-11번지 ,,,한성회관,비어(바)살롱,,,,,,,,,
3010000,3010000-102-1986-02574,폐업,96.04,서울특별시 중구 을지로2가 148-37번지 ,,,1.2.3.,비어(바)살롱,,,,,,,,,
3010000,3010000-102-1986-02575,폐업,88.37,서울특별시 중구 남학동 13-2번지 ,,,도,비어(바)살롱,199161.1131,450949.2339,,,,,,,
3010000,3010000-102-1986-02580,영업/정상,98.1,서울특별시 중구 충무로4가 150-0 ,서울특별시 중구 충무로2길 16 (충무로4가),4557,팡팡노래짱,스텐드바,199401.9087,451134.1317,,,,,,,
3010000,3010000-102-1986-02586,폐업,74.36,서울특별시 중구 태평로1가 25-3 외1(지하1층),서울특별시 중구 세종대로22길 12 (태평로1가,외1(지하1층)),4520,04:00.0,간이주점,197973.5009,,,,,,,
3010000,3010000-102-1986-02589,폐업,154.3,서울특별시 중구 신당동 120-4번지 ,,,형제집,스텐드바,,,,,,,,,
3010000,3010000-102-1986-02594,폐업,159.98,서울특별시 중구 명동2가 32-5번지 ,,,취부귀,극장식당,198596.2972,451194.8125,,,,,,,
3010000,3010000-102-1986-02608,폐업,185.02,서울특별시 중구 산림동 207-1번지 ,,,가야궁,극장식당,199521.2008,451751.4241,,,,,,,
3010000,3010000-102-1986-02621,영업/정상,110.43,서울특별시 중구 황학동 737-0,서울특별시 중구 퇴계로 423-6 (황학동),4576,스타타임,극장식당,201585.646,451516.9947,,,,,,,
3010000,3010000-102-1986-02648,영업/정상,99,서울특별시 중구 충무로2가 60-3 지하1층,서울특별시 중구 삼일대로 299 (충무로2가, 지하1층),4537,03:00.0,198911.8064,451032.3161,,,,,,,
3010000,3010000-102-1986-02684,폐업,387.35,서울특별시 중구 봉래동1가 132-6번지 ,,,불야성,카바레,197476.7336,450632.1591,,,,,,,
3010000,3010000-102-1987-02480,폐업,193.44,서울특별시 중구 명동2가 2-8번지 ,,,보보클럽(BoBo CLUB),룸살롱,198671.6278,451253.6425,,,,,,,
3010000,3010000-102-1987-02488,폐업,57.06,서울특별시 중구 충무로2가 51-17번지 ,,,사랑과야망,룸살롱,199037.9165,451051.292,,,,,,,
3010000,3010000-102-1987-02498,영업/정상,447.74,서울특별시 중구 을지로5가 133-1번지 ,서울특별시 중구 을지로38길 20 (을지로5가),4561,소피아,룸살롱,200225.9831,451511.2628,,,,,,,
3010000,3010000-102-1987-02505,폐업,278.74,서울특별시 중구 남학동 13-2번지 (지하1층) ,서울특별시 중구 퇴계로 176 (남학동,(지하1층)),4627,59:59.0,룸살롱,199161.1131,,,,,,,
3010000,3010000-102-1987-02530,폐업,133.22,서울특별시 중구 산림동 207-1번지 ,,,민속촌,비어(바)살롱,199521.2008,451751.4241,,,,,,,
3010000,3010000-102-1987-02533,폐업,160.49,서울특별시 중구 다동 92-0번지 ,,,뉴크레오파트라,카바레,198345.0222,451737.6934,,,,,,,
3010000,3010000-102-1987-02563,폐업,173.9,서울특별시 중구 인현동2가 73-1번지 ,,,풍전스텐드바,스텐드바,199550.5063,451392.2197,,,,,,,
3010000,3010000-102-1987-02593,폐업,292.74,서울특별시 중구 충무로2가 64-5번지 ,,,명동의밤,극장식당,198725.2048,451001.3362,,,,,,,
3010000,3010000-102-1987-02638,폐업,60.52,서울특별시 중구 충무로2가 51-17번지 ,,,사랑과야망,극장식당,199037.9165,451051.292,,,,,,,
3010000,3010000-102-1987-02640,폐업,202.3,서울특별시 중구 충무로2가 50-6번지 ,,,리무진,극장식당,199023.9675,451105.4746,,,,,,,
3010000,3010000-102-1988-02523,폐업,152.94,서울특별시 중구 북창동 82-0번지 ,,,빅토리아,룸살롱,197996.1588,451158.7589,,,,,,,
3010000,3010000-102-1988-02531,폐업,64.74,서울특별시 중구 신당동 366-144번지 ,,,호텔킹덤칵테일빠,비어(바)살롱,200649.5286,449877.4441,,,,,,,
3010000,3010000-102-1988-02595,폐업,0,서울특별시 중구 신당동 366-144번지 ,,,호텔킹덤크럽,극장식당,200649.5286,449877.4441,,,,,,,
3010000,3010000-102-1988-02606,폐업,123.96,서울특별시 중구 충무로1가 22-2번지 ,,,서울서울,극장식당,198512.158,451049.0337,,,,,,,
3010000,3010000-102-1988-02660,폐업,123.75,서울특별시 중구 충무로1가 22-2번지 ,,,서울서울,관광호텔나이트(디스코),198512.158,451049.0337,,,,,,,
3010000,3010000-102-1989-02475,폐업,324.92,서울특별시 중구 북창동 20-2번지 ,서울특별시 중구 남대문로1길 25 (북창동),4526,김미,룸살롱,197922.9157,451101.9005,,,,,,,
3010000,3010000-102-1989-02476,폐업,411.84,서울특별시 중구 명동2가 2-21번지 ,,,야시,룸살롱,198678.7743,451209.5507,,,,,,,
3010000,3010000-102-1989-02479,폐업,216.4,서울특별시 중구 명동2가 2-20번지 지하1층 ,,,명사랑노래방술집,룸살롱,198658.241,451273.7166,,,,,,,
3010000,3010000-102-1989-02509,폐업,62.3,서울특별시 중구 북창동 71-1번지 ,,,보스,룸살롱,197961.6599,451119.7087,,,,,,,
3010000,3010000-102-1989-02522,폐업,256.46,서울특별시 중구 북창동 18-4번지 ,서울특별시 중구 남대문로1길 46 (북창동),4526,버킹엄,룸살롱,197947.6745,451208.4304,,,,,,,
3010000,3010000-102-1989-02576,영업/정상,430.27,서울특별시 중구 북창동 21-0 ,서울특별시 중구 세종대로 64 (북창동),,나이아가라,룸살롱,197913.7334,451077.0816,,,,,,,
3010000,3010000-102-1990-02491,폐업,121.7,서울특별시 중구 북창동 13-3번지 ,,,펜트하우스,룸살롱,,,,,,,,,
3010000,3010000-102-1990-02520,폐업,127.82,서울특별시 중구 남대문로4가 17-1번지 ,,,벤허,룸살롱,197927.0616,451051.9745,,,,,,,
3010000,3010000-102-1990-02581,폐업,112.76,서울특별시 중구 인현동2가 134-3번지 ,,,뉴월드,룸살롱,199603.8565,451350.4999,,,,,,,
3010000,3010000-102-1991-02534,폐업,74.51,서울특별시 중구 봉래동1가 88-1번지 ,,,거상,룸살롱,197535.5461,450745.8083,,,,,,,
3010000,3010000-102-1993-02459,폐업,163.57,서울특별시 중구 산림동 207-1번지 ,,,가양궁,룸살롱,199521.2008,451751.4241,,,,,,,
3010000,3010000-102-1993-02564,폐업,106.16,서울특별시 중구 남대문로5가 251-0번지 ,,,미림,비어(바)살롱,197701.2332,450572.5205,,,,,,,
3010000,3010000-102-1993-02583,폐업,107,서울특별시 중구 필동2가 10 (지상1층) ,서울특별시 중구 퇴계로 197 (필동2가,(지상1층)),4557,40:00.0,룸살롱,199393.7481,,,,,,,
3010000,3010000-102-1994-02464,폐업,18.8,서울특별시 중구 황학동 514-0번지 ,,,황제,요정,201754.4433,451761.2005,,,,,,,
3010000,3010000-102-1998-02449,폐업,25.72,서울특별시 중구 황학동 375-0번지 ,,,캔디랜드,카바레,201640.033,451578.0159,,,,,,,
3010000,3010000-102-1998-02613,폐업,95.49,서울특별시 중구 북창동 105-0번지 ,,,블랙박스,극장식당,198025.0244,451080.0318,,,,,,,
3010000,3010000-102-1998-02625,폐업,58.99,서울특별시 중구 을지로6가 21-31번지 ,,,필,카바레,200548.0388,451497.6266,,,,,,,
3010000,3010000-102-1999-02457,폐업,115.1,서울특별시 중구 북창동 101-0번지 ,,,쇼걸,카바레,197948.272,451071.5658,,,,,,,
3010000,3010000-102-1999-02513,폐업,596.36,서울특별시 중구 북창동 134-1번지 (지상4~6층) ,,,샤롯데,룸살롱,197960.9876,451009.7108,,,,,,,
3010000,3010000-102-1999-02532,폐업,77.04,서울특별시 중구 수하동 67번지 미래에셋 CENTER 1 ,서울특별시 중구 을지로5길 26, 미래에셋 CENTER 1 1층 (수하동),4539,59:59.0,룸살롱,198620.9343,,,,,,,
3010000,3010000-102-1999-02550,폐업,96.85,서울특별시 중구 충무로2가 51-1번지 ,,,블루,카바레,199046.7949,451066.0381,,,,,,,
3010000,3010000-102-1999-02599,폐업,46.16,서울특별시 중구 북창동 71-4번지 지상2층 ,,,블랙잭,카바레,197953.411,451119.8715,,,,,,,
3010000,3010000-102-1999-02624,폐업,60.55,서울특별시 중구 무학동 6-0번지 ,,,황제,카바레,201328.2441,451374.0365,,,,,,,
3010000,3010000-102-1999-02626,폐업,132.07,서울특별시 중구 충무로2가 50-5번지 ,,,쌍떼,극장식당,199037.8253,451103.6808,,,,,,,
3010000,3010000-102-1999-02634,폐업,734.27,서울특별시 중구 오장동 145-1번지 ,,,중부캬바레,카바레,200054.5172,451439.624,,,,,,,
3010000,3010000-102-1999-02663,영업/정상,92.4,서울특별시 중구 황학동 730번지 ,서울특별시 중구 퇴계로 429 (황학동),4576,서울관 70/80,카바레,201641.9495,451512.7434,,,,,,,
3010000,3010000-102-1999-11796,영업/정상,296,서울특별시 중구 충무로2가 60-3번지 신관지하1층 ,서울특별시 중구 삼일대로 299, 지하1층 (충무로2가),4537,40:00.0,198911.8064,451032.3161,,,,,,,
3010000,3010000-102-1999-11816,영업/정상,91.76,서울특별시 중구 남대문로5가 19-4번지 지상2층 ,서울특별시 중구 세종대로 26 (남대문로5가,지상2층),4527,59:59.0,197671.9552,450714.5172,,,,,,,
3010000,3010000-102-1999-11829,폐업,95.11,서울특별시 중구 서소문동 99-4번지 ,,,댄스댄스,룸살롱,,,,,,,,,
3010000,3010000-102-1999-11837,영업/정상,97.15,서울특별시 중구 필동2가 53-0번지 ,서울특별시 중구 퇴계로 226 (필동2가),4624,귀빈노래팡,룸살롱,199652.5966,451038.8914,,,,,,,
3010000,3010000-102-1999-11846,폐업,47.12,서울특별시 중구 북창동 19-6번지 ,,,비.엠.더블,룸살롱,197911.0953,451167.0272,,,,,,,
3010000,3010000-102-1999-11851,폐업,146.94,서울특별시 중구 충무로2가 65-5번지 ,,,모모영상가요,룸살롱,198670.8464,451001.1879,,,,,,,
3010000,3010000-102-1999-11865,영업/정상,60.83,서울특별시 중구 북창동 94-7번지 ,서울특별시 중구 남대문로1길 26-13 (북창동),4526,요꼬하마비지니스,룸살롱,197993.2939,451119.0583,,,,,,,
3010000,3010000-102-1999-11873,폐업,28.77,서울특별시 중구 수표동 11-3번지 ,,,한마당,룸살롱,199111.2743,451713.7062,,,,,,,
3010000,3010000-102-1999-11875,폐업,80.24,서울특별시 중구 태평로2가 69-6번지 ,,,채널,룸살롱,197885.4184,451144.2217,,,,,,,
3010000,3010000-102-1999-11884,폐업,65.17,서울특별시 중구 태평로2가 68-2번지 ,,,sky(스카이),룸살롱,197915.7982,451231.3886,,,,,,,
3010000,3010000-102-1999-11900,폐업,65.1,서울특별시 중구 북창동 19-3번지 ,,,SS크럽 노래주점,룸살롱,197913.8058,451155.4175,,,,,,,
3010000,3010000-102-1999-11907,폐업,98.41,서울특별시 중구 을지로2가 163-1번지 ,,,서울비지니스크럽,룸살롱,198769.4602,451515.0926,,,,,,,
3010000,3010000-102-1999-11913,영업/정상,73.79,서울특별시 중구 오장동 139-8,서울특별시 중구 마른내로 125 (오장동),4547,슈가,룸살롱,200096.3491,451381.7035,,,,,,,
3010000,3010000-102-1999-11918,폐업,79.19,서울특별시 중구 태평로2가 68-6번지 ,서울특별시 중구 남대문로1길 43 (태평로2가),4526,솜사탕,룸살롱,197916.1729,451198.4543,,,,,,,
3010000,3010000-102-1999-11924,영업/정상,83.23,서울특별시 중구 을지로3가 296-1,서울특별시 중구 충무로 51 (을지로3가),4550,보림7080,스텐드바,199267.4789,451500.9779,,,,,,,
3010000,3010000-102-1999-11945,폐업,106.72,서울특별시 중구 남대문로5가 21-1번지 ,,,코리아나,룸살롱,197714.6076,450743.3979,,,,,,,
3010000,3010000-102-1999-11946,폐업,97.19,서울특별시 중구 태평로2가 69-20번지 ,,,닉스,룸살롱,197897.7395,451169.3166,,,,,,,
3010000,3010000-102-1999-11947,영업/정상,95,서울특별시 중구 저동2가 47-3번지 ,서울특별시 중구 수표로12길 8 (저동2가),4555,발리,룸살롱,199100.4129,451298.4147,,,,,,,
3010000,3010000-102-1999-11954,폐업,96.58,서울특별시 중구 다동 58-1번지 지상4층 ,,,샤론스톤,룸살롱,198264.7839,451746.9218,,,,,,,
3010000,3010000-102-1999-11965,폐업,92.72,서울특별시 중구 북창동 11-6번지 ,서울특별시 중구 세종대로16길 23 (북창동),4526,훌라맹고 노래하우스주점,룸살롱,198011.4889,451232.7108,,,,,,,
3010000,3010000-102-1999-11973,폐업,43.88,서울특별시 중구 태평로2가 68-8번지 지상1층 ,,,여명,룸살롱,197905.6592,451216.395,,,,,,,
3010000,3010000-102-1999-11985,폐업,174.4,서울특별시 중구 무교동 95-0 ,서울특별시 중구 무교로 20 (무교동),4522,렉시원바,룸살롱,198124.2041,451706.5939,,,,,,,
3010000,3010000-102-1999-12026,폐업,87.61,서울특별시 중구 북창동 18-9번지 ,서울특별시 중구 남대문로1길 42 (북창동),,추카추카,룸살롱,197943.5033,451186.902,,,,,,,
3010000,3010000-102-1999-12056,폐업,131.27,서울특별시 중구 방산동 79-1번지 ,서울특별시 중구 동호로 376 (방산동),4562,경도,룸살롱,200149.6614,451742.6504,,,,,,,
3010000,3010000-102-1999-12061,폐업,82.63,서울특별시 중구 충무로3가 49-0번지 지상1층 ,,,토마토,룸살롱,199279.6774,451120.5177,,,,,,,
3010000,3010000-102-1999-12065,폐업,48.66,서울특별시 중구 북창동 20-2번지 ,,,징기스칸,룸살롱,197922.9157,451101.9005,,,,,,,
3010000,3010000-102-1999-12073,폐업,87.44,서울특별시 중구 수하동 40-2번지 ,,,보물섬,룸살롱,198537.6344,451684.5041,,,,,,,
3010000,3010000-102-1999-12089,폐업,77.25,서울특별시 중구 인현동1가 141-2번지 ,,,파라오,룸살롱,199336.0093,451201.8239,,,,,,,
3010000,3010000-102-1999-12123,폐업,183.83,서울특별시 중구 다동 97-0번지 ,,,빠담빠담,카바레,198300.0223,451702.5462,,,,,,,
3010000,3010000-102-1999-12129,폐업,89.53,서울특별시 중구 태평로2가 69-2번지 ,,,누들,룸살롱,197893.8092,451189.6086,,,,,,,
3010000,3010000-102-1999-12130,폐업,62.64,서울특별시 중구 북창동 66-0번지 ,,,초심,룸살롱,197967.2181,451154.2831,,,,,,,
3010000,3010000-102-1999-12132,영업/정상,187.34,서울특별시 중구 북창동 20-3 3층 ,,,김미김미,룸살롱,197911.394,451104.0823,,,,,,,
3010000,3010000-102-1999-12137,폐업,115.62,서울특별시 중구 광희동1가 193-0 지하1층,서울특별시 중구 장충단로 225 (광희동1가,지하1층),4561,02:00.0,룸살롱,200547.6397,,,,,,,
3010000,3010000-102-1999-12142,폐업,94.02,서울특별시 중구 태평로2가 318-1번지 ,,,미라보,룸살롱,197811.632,451219.9341,,,,,,,
3010000,3010000-102-1999-12145,폐업,134.7,서울특별시 중구 초동 21-2번지 ,,,블루크럽,룸살롱,199226.8476,451398.6012,,,,,,,
3010000,3010000-102-1999-12153,폐업,74.93,서울특별시 중구 북창동 99-3번지 ,,,파라오,룸살롱,197947.6512,451086.9598,,,,,,,
3010000,3010000-102-1999-12159,영업/정상,95,서울특별시 중구 을지로2가 163-5 ,서울특별시 중구 을지로 78 (을지로2가),4538,선물,룸살롱,198740.4931,451509.1147,,,,,,,
3010000,3010000-102-1999-12160,폐업,92.09,서울특별시 중구 광희동1가 187-2번지 ,,,힐타운,룸살롱,200511.77,451411.7254,,,,,,,
3010000,3010000-102-1999-12164,폐업,132.45,서울특별시 중구 북창동 18-4번지 ,서울특별시 중구 남대문로1길 46, 2층 (북창동),4526,59:59.0,카바레,197947.6745,,,,,,,
3010000,3010000-102-1999-12187,영업/정상,34.1,서울특별시 중구 오장동 139-17번지 ,서울특별시 중구 마른내로 123 (오장동),4547,명동노래주점뱅크,간이주점,200087.0293,451381.6003,,,,,,,
3010000,3010000-102-1999-12203,폐업,86.74,서울특별시 중구 충무로5가 20-5번지 ,,,백두산,룸살롱,199937.0119,451179.1677,,,,,,,
3010000,3010000-102-1999-12212,영업/정상,145.88,서울특별시 중구 광희동1가 182-21,서울특별시 중구 을지로44길 13 (광희동1가),4561,타이밍,룸살롱,200523.2919,451462.6255,,,,,,,
3010000,3010000-102-1999-12223,영업/정상,66.61,서울특별시 중구 저동2가 80-5번지 ,서울특별시 중구 수표로 51 (저동2가),4551,라이브노래주점,간이주점,199017.6547,451486.9589,,,,,,,
3010000,3010000-102-1999-12226,폐업,125.83,서울특별시 중구 충무로1가 24-28번지 ,서울특별시 중구 명동2길 57 (충무로1가),4536,팡팡노래뱅크,룸살롱,198467.5819,450968.9853,,,,,,,
3010000,3010000-102-1999-12234,폐업,31.37,서울특별시 중구 태평로2가 68-13번지 ,,,베르사체,룸살롱,197923.1075,451210.1559,,,,,,,
3010000,3010000-102-1999-12235,폐업,92.61,서울특별시 중구 무교동 12-1번지 ,,,보물섬노래방주점,룸살롱,198117.5253,451757.6239,,,,,,,
3010000,3010000-102-1999-12241,영업/정상,54.8,서울특별시 중구 충무로3가 57-5번지 ,서울특별시 중구 수표로2길 29 (충무로3가),4554,오렌지 노래클럽,룸살롱,199235.3389,451113.1481,,,,,,,
3010000,3010000-102-1999-12259,폐업,110.74,서울특별시 중구 을지로2가 199-33번지 ,,,메트로클럽,룸살롱,198492.8019,451427.349,,,,,,,
3010000,3010000-102-1999-12277,영업/정상,68.22,서울특별시 중구 다동 50-0번지 ,서울특별시 중구 다동길 17 (다동),4521,킹카노래주점,룸살롱,198191.2382,451735.1001,,,,,,,
3010000,3010000-102-1999-12279,폐업,128.04,서울특별시 중구 무교동 45-0번지 ,,,버킹검,룸살롱,198055.2101,451729.379,,,,,,,
3010000,3010000-102-1999-12284,폐업,43.81,서울특별시 중구 태평로2가 69-12번지 ,,,썬로즈,룸살롱,197881.5352,451106.7962,,,,,,,
3010000,3010000-102-1999-12304,영업/정상,73.35,서울특별시 중구 오장동 206-37,서울특별시 중구 마른내로 124 (오장동),4559,차차차노래터,룸살롱,200087.8257,451349.24,,,,,,,
3010000,3010000-102-1999-12316,영업/정상,84.85,서울특별시 중구 을지로1가 37-0번지 (4층) ,서울특별시 중구 을지로1길 15 (을지로1가,(4층)),4523,40:00.0,198139.29,451612.4388,,,,,,,
3010000,3010000-102-1999-12317,폐업,134.83,서울특별시 중구 인현동2가 96-1번지 ,5,6,7,,5,6,,,,,,N,134.83
3010000,3010000-102-1999-12333,폐업,42.2,서울특별시 중구 충무로3가 25-2번지 ,,,수정노래밤주점,룸살롱,199216.2606,451202.9019,,,,,,,
3010000,3010000-102-1999-12340,폐업,52.98,서울특별시 중구 을지로2가 148-5번지 ,,,홍콩비지니스,룸살롱,,,,,,,,,
3010000,3010000-102-1999-12341,폐업,90.98,서울특별시 중구 다동 120-0번지 ,,,노래마을주점,카바레,198319.0868,451637.8829,,,,,,,
3010000,3010000-102-1999-12349,폐업,135.14,서울특별시 중구 삼각동 115-0번지 ,,,리더스,룸살롱,198448.8484,451658.3045,,,,,,,
3010000,3010000-102-1999-12368,폐업,94.5,서울특별시 중구 다동 160-0번지 ,,,알라딘,룸살롱,,,,,,,,,
3010000,3010000-102-1999-12382,폐업,248.38,서울특별시 중구 태평로2가 69-10번지 ,,,뉴 유토피아,룸살롱,197881.4559,451116.4431,,,,,,,
3010000,3010000-102-1999-12394,폐업,134.16,서울특별시 중구 신당동 120-5번지 ,,,브루쉘비지니스클럽,룸살롱,201541.2338,451456.2961,,,,,,,
3010000,3010000-102-1999-12395,폐업,405.3,서울특별시 중구 북창동 19-2번지 ,,,빠담빠담,카바레,197918.4113,451168.754,,,,,,,
3010000,3010000-102-1999-12397,폐업,101.54,서울특별시 중구 북창동 111-2번지 ,,,클레오파트라,룸살롱,197975.5428,451036.1263,,,,,,,
3010000,3010000-102-1999-12398,폐업,72.69,서울특별시 중구 북창동 42-2번지 ,서울특별시 중구 세종대로18길 14 (북창동),4526,프라자비지니스,룸살롱,197975.1758,451262.7828,,,,,,,
3010000,3010000-102-1999-12399,영업/정상,59.48,서울특별시 중구 저동1가 90-6번지 ,서울특별시 중구 명동길 89-2 (저동1가),4538,퀸,룸살롱,198858.1964,451698.9042,,,,,,,
3010000,3010000-102-1999-12426,영업/정상,43.68,서울특별시 중구 북창동 20-3번지 (지상3,4층) ,서울특별시 중구 세종대로 66-11, 3층,2015-03-18 16:11,197911.394,451104.0823,,,,,,,
3010000,3010000-102-1999-12427,영업/정상,94,서울특별시 중구 다동 58-1 지하1층 ,서울특별시 중구 다동길 33, 지하1층 (다동),4521,40:00.0,198264.7839,451746.9218,,,,,,,
3010000,3010000-102-1999-12447,폐업,319.59,서울특별시 중구 남산동2가 1-1번지 ,,,프린스,룸살롱,450932.9648,룸살롱,,,,,,,
3010000,3010000-102-1999-12450,폐업,136.96,서울특별시 중구 광희동1가 182-30번지 ,,,B.M.W,룸살롱,451440.6143,룸살롱,,,,,,,
3010000,3010000-102-1999-12465,폐업,64.87,서울특별시 중구 다동 162-1번지 ,,,토마토비지니스클럽,룸살롱,,룸살롱,,,,,,,
3010000,3010000-102-1999-12466,폐업,96.92,서울특별시 중구 태평로2가 330-2번지 지상1층 ,,,태평양노래주점,룸살롱,451248.7754,룸살롱,,,,,,,
3010000,3010000-102-2000-12486,폐업,124.69,서울특별시 중구 예관동 70-27번지 시사빌딩지층 ,,,클럽아이,룸살롱,451300.5978,룸살롱,,,,,,,
3010000,3010000-102-2000-12517,폐업,98.01,서울특별시 중구 다동 183-0번지 ,,,째즈밤,룸살롱,,룸살롱,,,,,,,
3010000,3010000-102-2000-12518,폐업,73.81,서울특별시 중구 태평로2가 68-1번지 ,,,월드컵,룸살롱,451235.3738,룸살롱,,,,,,,
3010000,3010000-102-2000-12528,폐업,93.22,서울특별시 중구 충무로3가 57-24번지 ,,,오렌지,룸살롱,451112.8236,룸살롱,,,,,,,
3010000,3010000-102-2000-12538,폐업,126.32,서울특별시 중구 무교동 25-1번지 ,,,신밧드,룸살롱,451652.3977,룸살롱,,,,,,,
3010000,3010000-102-2000-12543,폐업,101.54,서울특별시 중구 북창동 111-2번지 ,,,클레오파트라,룸살롱,451036.1263,룸살롱,,,,,,,
3010000,3010000-102-2000-12545,폐업,92.6,서울특별시 중구 다동 114-0번지 ,,,웰빙오페라노래주점,룸살롱,451614.0686,룸살롱,,,,,,,
3010000,3010000-102-2000-12556,폐업,43.67,서울특별시 중구 북창동 135-1번지 ,,,뉴월드,룸살롱,451012.7804,룸살롱,,,,,,,
3010000,3010000-102-2000-12561,영업/정상,110.13,서울특별시 중구 남창동 169-4번지 지하1층 ,서울특별시 중구 퇴계로 38 (남창동,지하1층),4635,59:59.0,197913.8141,450584.5475,,,,,,,
3010000,3010000-102-2000-12576,폐업,59.6,서울특별시 중구 북창동 85번지 지상1-2층 ,,,빠삐용,룸살롱,451164.264,룸살롱,,,,,,,
3010000,3010000-102-2000-12585,폐업,42.39,서울특별시 중구 을지로1가 46-2번지 ,,,서울,룸살롱,451581.6009,룸살롱,,,,,,,
3010000,3010000-102-2000-12601,폐업,55.25,서울특별시 중구 남대문로3가 86-0번지 ,,,르네상스,룸살롱,450990.3489,룸살롱,,,,,,,
3010000,3010000-102-2000-12602,영업/정상,48.92,서울특별시 중구 을지로3가 296-2번지 지하1층 ,서울특별시 중구 충무로 49-1 (을지로3가, 지하1층),4550,59:59.0,199269.5279,451465.0422,,,,,,,
3010000,3010000-102-2000-12609,폐업,63.28,서울특별시 중구 태평로1가 31-20번지 28 ,,,쇼걸,룸살롱,198022.1303,451685.7215,,,,,,,
3010000,3010000-102-2000-12640,영업/정상,56.4,서울특별시 중구 수표동 62-4번지 ,서울특별시 중구 청계천로 106 (수표동),4542,귀빈,룸살롱,198984.5044,451729.0974,,,,,,,
3010000,3010000-102-2000-12651,폐업,61.23,서울특별시 중구 다동 185-1번지 2 ,,,캔디,룸살롱,,,,,,,,,
3010000,3010000-102-2000-12656,폐업,135.23,서울특별시 중구 황학동 73-1번지 ,,,털보,룸살롱,201637.8551,451945.7554,,,,,,,
